,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.47270536,0.7045357,0.34192553,0.22982037,0.9648478,0.4246379,0.5940313,0.33760515,0.43215936
bigrams_clusters:cluster_2,0.47270536,1.0,0.36056492,0.1780728,0.2227802,0.4964019,0.90992737,0.17624561,0.081527434,0.25289723
bigrams_clusters:cluster_3,0.7045357,0.36056492,1.0,0.26949644,0.26056296,0.740485,0.32354707,0.7864266,0.3930414,0.27511162
bigrams_clusters:cluster_4,0.34192553,0.1780728,0.26949644,1.0,0.41903648,0.3753168,0.16507913,0.33060083,0.27247187,0.50065684
bigrams_clusters:cluster_5,0.22982037,0.2227802,0.26056296,0.41903648,1.0,0.2704986,0.1952393,0.2252149,0.19716756,0.3965714
visual_clusters:cluster_1,0.9648478,0.4964019,0.740485,0.3753168,0.2704986,1.0,0.44485003,0.65696883,0.3858185,0.44025654
visual_clusters:cluster_2,0.4246379,0.90992737,0.32354707,0.16507913,0.1952393,0.44485003,1.0,0.14006881,0.09344573,0.24452074
visual_clusters:cluster_3,0.5940313,0.17624561,0.7864266,0.33060083,0.2252149,0.65696883,0.14006881,1.0,0.5181675,0.16890025
visual_clusters:cluster_4,0.33760515,0.081527434,0.3930414,0.27247187,0.19716756,0.3858185,0.09344573,0.5181675,1.0,0.23529997
visual_clusters:cluster_5,0.43215936,0.25289723,0.27511162,0.50065684,0.3965714,0.44025654,0.24452074,0.16890025,0.23529997,1.0
