,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7
cluster_1,1.0,0.5936909,0.5344919,0.46056798,0.54316235,0.3872205,0.39719027
cluster_2,0.5936909,1.0,0.4556409,0.42582923,0.43595836,0.32606673,0.4150701
cluster_3,0.5344919,0.4556409,1.0,0.2065033,0.5118784,0.27404016,0.1517697
cluster_4,0.46056798,0.42582923,0.2065033,1.0,0.18752855,0.12684734,0.29863808
cluster_5,0.54316235,0.43595836,0.5118784,0.18752855,1.0,0.19802566,0.2515307
cluster_6,0.3872205,0.32606673,0.27404016,0.12684734,0.19802566,1.0,0.3053359
cluster_7,0.39719027,0.4150701,0.1517697,0.29863808,0.2515307,0.3053359,1.0
