,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.7034338,0.77032155,0.63162905,0.05780607
cluster_2,0.7034338,1.0,0.5571456,0.5529394,0.19565997
cluster_3,0.77032155,0.5571456,1.0,0.7003646,0.06801974
cluster_4,0.63162905,0.5529394,0.7003646,1.0,0.25007084
cluster_5,0.05780607,0.19565997,0.06801974,0.25007084,1.0
