,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.7164139,0.74967796,0.4163677,0.37113437,0.95429444,0.6863574,0.72750616,0.5616,0.4172437
bigrams_clusters:cluster_2,0.7164139,1.0,0.70126146,0.3928442,0.33033246,0.7022406,0.9005583,0.6397082,0.5216354,0.3358851
bigrams_clusters:cluster_3,0.74967796,0.70126146,1.0,0.27696738,0.17362718,0.74115574,0.6451479,0.85952854,0.46719065,0.25385198
bigrams_clusters:cluster_4,0.4163677,0.3928442,0.27696738,1.0,0.64969486,0.45043227,0.4432105,0.31838903,0.53457993,0.7947187
bigrams_clusters:cluster_5,0.37113437,0.33033246,0.17362718,0.64969486,1.0,0.37902594,0.28658605,0.21056308,0.49602327,0.66435605
visual_clusters:cluster_1,0.95429444,0.7022406,0.74115574,0.45043227,0.37902594,1.0,0.6901993,0.7638696,0.62068087,0.44157374
visual_clusters:cluster_2,0.6863574,0.9005583,0.6451479,0.4432105,0.28658605,0.6901993,1.0,0.62126136,0.5054151,0.35002095
visual_clusters:cluster_3,0.72750616,0.6397082,0.85952854,0.31838903,0.21056308,0.7638696,0.62126136,1.0,0.6098657,0.2626954
visual_clusters:cluster_4,0.5616,0.5216354,0.46719065,0.53457993,0.49602327,0.62068087,0.5054151,0.6098657,1.0,0.5266311
visual_clusters:cluster_5,0.4172437,0.3358851,0.25385198,0.7947187,0.66435605,0.44157374,0.35002095,0.2626954,0.5266311,1.0
