,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.46922824,0.24303311,0.44884548,0.26523566,0.42861435,0.5019286,0.4544047,0.3207155
auditory_clusters:cluster_2,0.46922824,1.0,0.18478738,0.40215963,0.18806924,0.20728946,0.1974272,0.2036027,0.1875565
auditory_clusters:cluster_3,0.24303311,0.18478738,1.0,0.2216643,0.41044018,0.28167093,0.29839104,0.049411,0.10974918
auditory_clusters:cluster_4,0.44884548,0.40215963,0.2216643,1.0,0.07902749,0.2634712,0.3827821,-0.07522553,-0.019156294
auditory_clusters:cluster_5,0.26523566,0.18806924,0.41044018,0.07902749,1.0,0.14151071,0.3086184,0.025614602,0.1377158
auditory_clusters:cluster_6,0.42861435,0.20728946,0.28167093,0.2634712,0.14151071,1.0,0.36911672,0.14024994,0.15863484
auditory_clusters:cluster_7,0.5019286,0.1974272,0.29839104,0.3827821,0.3086184,0.36911672,1.0,0.08996967,0.07478561
syllables_clusters:cluster_1,0.4544047,0.2036027,0.049411,-0.07522553,0.025614602,0.14024994,0.08996967,1.0,0.77605265
syllables_clusters:cluster_2,0.3207155,0.1875565,0.10974918,-0.019156294,0.1377158,0.15863484,0.07478561,0.77605265,1.0
