,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7
cluster_1,1.0,0.18911746,0.57947445,0.40550408,0.2194331,0.48901874,0.52501774
cluster_2,0.18911746,1.0,0.069046974,0.3308192,0.13072264,0.2891148,0.08727257
cluster_3,0.57947445,0.069046974,1.0,0.2355806,0.116846226,0.3364088,0.44342238
cluster_4,0.40550408,0.3308192,0.2355806,1.0,0.08856036,0.37491173,0.07437317
cluster_5,0.2194331,0.13072264,0.116846226,0.08856036,1.0,0.41730452,0.03544491
cluster_6,0.48901874,0.2891148,0.3364088,0.37491173,0.41730452,1.0,0.31343773
cluster_7,0.52501774,0.08727257,0.44342238,0.07437317,0.03544491,0.31343773,1.0
