,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.45270482,0.3489265,0.22611898,0.16685596,0.9642219,0.32087198,0.75047493,0.30418283,0.19676498
bigrams_clusters:cluster_2,0.45270482,1.0,0.14510022,0.22388361,0.13663223,0.40584585,0.92918193,0.587216,0.23571739,0.14981976
bigrams_clusters:cluster_3,0.3489265,0.14510022,1.0,-0.055512384,-0.02244717,0.4083332,0.099878766,0.39175603,-0.053611603,-0.090402335
bigrams_clusters:cluster_4,0.22611898,0.22388361,-0.055512384,1.0,0.79332125,0.21699491,0.17731057,0.35176766,0.2859809,0.68348193
bigrams_clusters:cluster_5,0.16685596,0.13663223,-0.02244717,0.79332125,1.0,0.17130229,0.087523565,0.26478723,0.19471976,0.5549415
visual_clusters:cluster_1,0.9642219,0.40584585,0.4083332,0.21699491,0.17130229,1.0,0.26924953,0.71316266,0.27108628,0.20092724
visual_clusters:cluster_2,0.32087198,0.92918193,0.099878766,0.17731057,0.087523565,0.26924953,1.0,0.47795594,0.18652512,0.093103774
visual_clusters:cluster_3,0.75047493,0.587216,0.39175603,0.35176766,0.26478723,0.71316266,0.47795594,1.0,0.31804767,0.19513415
visual_clusters:cluster_4,0.30418283,0.23571739,-0.053611603,0.2859809,0.19471976,0.27108628,0.18652512,0.31804767,1.0,0.35898575
visual_clusters:cluster_5,0.19676498,0.14981976,-0.090402335,0.68348193,0.5549415,0.20092724,0.093103774,0.19513415,0.35898575,1.0
