,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.75389266,0.75535685,0.59544724,0.42422834
cluster_2,0.75389266,1.0,0.70282364,0.5784227,0.32027724
cluster_3,0.75535685,0.70282364,1.0,0.59607744,0.29304558
cluster_4,0.59544724,0.5784227,0.59607744,1.0,0.35069615
cluster_5,0.42422834,0.32027724,0.29304558,0.35069615,1.0
