,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.68653494,0.6965951,0.16011946,0.16958128,0.97459096,0.5943032,0.7516976,0.44842902,0.058767818
bigrams_clusters:cluster_2,0.68653494,1.0,0.61682814,0.1038735,0.20482464,0.6850097,0.92647547,0.6495444,0.4155254,0.05884956
bigrams_clusters:cluster_3,0.6965951,0.61682814,1.0,0.017119981,0.12942256,0.7175738,0.53058654,0.74222213,0.27507076,0.032137398
bigrams_clusters:cluster_4,0.16011946,0.1038735,0.017119981,1.0,0.65716267,0.16635962,0.11194327,0.16277562,0.63153565,0.80651903
bigrams_clusters:cluster_5,0.16958128,0.20482464,0.12942256,0.65716267,1.0,0.18266147,0.1908071,0.14070703,0.4850525,0.5828139
visual_clusters:cluster_1,0.97459096,0.6850097,0.7175738,0.16635962,0.18266147,1.0,0.5838347,0.76056004,0.44700125,0.05952331
visual_clusters:cluster_2,0.5943032,0.92647547,0.53058654,0.11194327,0.1908071,0.5838347,1.0,0.60460454,0.39090487,0.06690741
visual_clusters:cluster_3,0.7516976,0.6495444,0.74222213,0.16277562,0.14070703,0.76056004,0.60460454,1.0,0.53726745,0.093706384
visual_clusters:cluster_4,0.44842902,0.4155254,0.27507076,0.63153565,0.4850525,0.44700125,0.39090487,0.53726745,1.0,0.5077138
visual_clusters:cluster_5,0.058767818,0.05884956,0.032137398,0.80651903,0.5828139,0.05952331,0.06690741,0.093706384,0.5077138,1.0
