,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6209177,0.59712416,0.7537945,0.21911795
cluster_2,0.6209177,1.0,0.5692246,0.56514645,0.1372357
cluster_3,0.59712416,0.5692246,1.0,0.58191246,0.09588068
cluster_4,0.7537945,0.56514645,0.58191246,1.0,0.22996815
cluster_5,0.21911795,0.1372357,0.09588068,0.22996815,1.0
