,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.3368555,0.33105093,0.3315395,0.40949103,0.25379613,0.23880818,0.41121668,0.2075923
auditory_clusters:cluster_2,0.3368555,1.0,0.6813904,0.5188297,0.36364403,0.18069044,0.3894097,-0.01162233,-0.007899123
auditory_clusters:cluster_3,0.33105093,0.6813904,1.0,0.45395494,0.4579373,0.097608946,0.32897028,0.15046349,0.08812604
auditory_clusters:cluster_4,0.3315395,0.5188297,0.45395494,1.0,0.35488778,0.19205786,0.33920762,0.082057014,0.07462783
auditory_clusters:cluster_5,0.40949103,0.36364403,0.4579373,0.35488778,1.0,0.029131684,0.22795865,0.15132162,0.0695643
auditory_clusters:cluster_6,0.25379613,0.18069044,0.097608946,0.19205786,0.029131684,1.0,0.02787512,0.057156317,0.10800556
auditory_clusters:cluster_7,0.23880818,0.3894097,0.32897028,0.33920762,0.22795865,0.02787512,1.0,0.08153883,0.18306778
syllables_clusters:cluster_1,0.41121668,-0.01162233,0.15046349,0.082057014,0.15132162,0.057156317,0.08153883,1.0,0.8431002
syllables_clusters:cluster_2,0.2075923,-0.007899123,0.08812604,0.07462783,0.0695643,0.10800556,0.18306778,0.8431002,1.0
