,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6355782,0.6979589,0.45758182,0.3403703,0.95217603,0.59801674,0.6878586,0.58503807,0.2724723
bigrams_clusters:cluster_2,0.6355782,1.0,0.7292631,0.48087466,0.3395631,0.6836907,0.9335768,0.7219091,0.5342429,0.2185106
bigrams_clusters:cluster_3,0.6979589,0.7292631,1.0,0.43587682,0.37706888,0.7446137,0.65283775,0.789347,0.500626,0.20907936
bigrams_clusters:cluster_4,0.45758182,0.48087466,0.43587682,1.0,0.61456406,0.5232448,0.4255104,0.536772,0.54022455,0.6530565
bigrams_clusters:cluster_5,0.3403703,0.3395631,0.37706888,0.61456406,1.0,0.37038812,0.29549205,0.38041362,0.39094365,0.4468175
visual_clusters:cluster_1,0.95217603,0.6836907,0.7446137,0.5232448,0.37038812,1.0,0.63799053,0.7977873,0.63329977,0.27955714
visual_clusters:cluster_2,0.59801674,0.9335768,0.65283775,0.4255104,0.29549205,0.63799053,1.0,0.6521683,0.50225425,0.18094186
visual_clusters:cluster_3,0.6878586,0.7219091,0.789347,0.536772,0.38041362,0.7977873,0.6521683,1.0,0.6679931,0.21466647
visual_clusters:cluster_4,0.58503807,0.5342429,0.500626,0.54022455,0.39094365,0.63329977,0.50225425,0.6679931,1.0,0.41046324
visual_clusters:cluster_5,0.2724723,0.2185106,0.20907936,0.6530565,0.4468175,0.27955714,0.18094186,0.21466647,0.41046324,1.0
