,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.68396974,0.69609284,0.60481364,0.37448657,0.3496585,0.7554653,0.37837142,0.06913709
auditory_clusters:cluster_2,0.68396974,1.0,0.5864979,0.49071825,0.35648018,0.18406358,0.6257889,0.24860466,0.00058984867
auditory_clusters:cluster_3,0.69609284,0.5864979,1.0,0.49074292,0.32340062,0.2644891,0.5316204,0.3259938,0.064790055
auditory_clusters:cluster_4,0.60481364,0.49071825,0.49074292,1.0,0.22447683,0.26654154,0.6298902,0.16647527,-0.12636802
auditory_clusters:cluster_5,0.37448657,0.35648018,0.32340062,0.22447683,1.0,0.14362703,0.2588643,0.15490824,-0.028262632
auditory_clusters:cluster_6,0.3496585,0.18406358,0.2644891,0.26654154,0.14362703,1.0,0.31544763,0.23483597,0.12872894
auditory_clusters:cluster_7,0.7554653,0.6257889,0.5316204,0.6298902,0.2588643,0.31544763,1.0,0.2732106,0.014643641
syllables_clusters:cluster_1,0.37837142,0.24860466,0.3259938,0.16647527,0.15490824,0.23483597,0.2732106,1.0,0.824456
syllables_clusters:cluster_2,0.06913709,0.00058984867,0.064790055,-0.12636802,-0.028262632,0.12872894,0.014643641,0.824456,1.0
