,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6613947,0.7932607,0.7321163,0.24158269
cluster_2,0.6613947,1.0,0.6354506,0.5399135,0.26458427
cluster_3,0.7932607,0.6354506,1.0,0.61929125,0.2698056
cluster_4,0.7321163,0.5399135,0.61929125,1.0,0.40505406
cluster_5,0.24158269,0.26458427,0.2698056,0.40505406,1.0
