,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.64126873,0.67504805,0.3018537,0.24119666,0.9420019,0.549474,0.72417647,0.420272,0.19505282
bigrams_clusters:cluster_2,0.64126873,1.0,0.6456505,0.24589993,0.13339551,0.63871944,0.9016248,0.6507349,0.3909477,0.122223355
bigrams_clusters:cluster_3,0.67504805,0.6456505,1.0,0.33206305,0.22561458,0.7427431,0.5275819,0.8007203,0.4961568,0.08835745
bigrams_clusters:cluster_4,0.3018537,0.24589993,0.33206305,1.0,0.6636659,0.3846583,0.23611495,0.34715867,0.54873073,0.3804048
bigrams_clusters:cluster_5,0.24119666,0.13339551,0.22561458,0.6636659,1.0,0.3113189,0.11390583,0.26176852,0.50236607,-0.004952886
visual_clusters:cluster_1,0.9420019,0.63871944,0.7427431,0.3846583,0.3113189,1.0,0.5283841,0.7862758,0.54635394,0.17208993
visual_clusters:cluster_2,0.549474,0.9016248,0.5275819,0.23611495,0.11390583,0.5283841,1.0,0.5450545,0.32448527,0.15339829
visual_clusters:cluster_3,0.72417647,0.6507349,0.8007203,0.34715867,0.26176852,0.7862758,0.5450545,1.0,0.5934091,0.06519645
visual_clusters:cluster_4,0.420272,0.3909477,0.4961568,0.54873073,0.50236607,0.54635394,0.32448527,0.5934091,1.0,-0.0251032
visual_clusters:cluster_5,0.19505282,0.122223355,0.08835745,0.3804048,-0.004952886,0.17208993,0.15339829,0.06519645,-0.0251032,1.0
