,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.36718968,0.4731098,0.5014289,0.3614074,0.28378582,0.48877227,0.62883973,0.37056607
auditory_clusters:cluster_2,0.36718968,1.0,0.4304452,0.430963,0.43543607,0.054218203,0.3695967,0.20003617,0.14587471
auditory_clusters:cluster_3,0.4731098,0.4304452,1.0,0.40152103,0.33593857,0.15811054,0.25689894,0.36538732,0.2244375
auditory_clusters:cluster_4,0.5014289,0.430963,0.40152103,1.0,0.28647935,0.13679291,0.24076788,0.1170451,-0.10677125
auditory_clusters:cluster_5,0.3614074,0.43543607,0.33593857,0.28647935,1.0,0.12604132,0.17872232,0.18921532,0.07617332
auditory_clusters:cluster_6,0.28378582,0.054218203,0.15811054,0.13679291,0.12604132,1.0,0.35665566,0.29426956,0.17644057
auditory_clusters:cluster_7,0.48877227,0.3695967,0.25689894,0.24076788,0.17872232,0.35665566,1.0,0.38560772,0.3594565
syllables_clusters:cluster_1,0.62883973,0.20003617,0.36538732,0.1170451,0.18921532,0.29426956,0.38560772,1.0,0.7718555
syllables_clusters:cluster_2,0.37056607,0.14587471,0.2244375,-0.10677125,0.07617332,0.17644057,0.3594565,0.7718555,1.0
