,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.76602834,0.41252795,0.5489795,0.32592183,0.11927399,0.7582403,0.56847113,0.49728283
auditory_clusters:cluster_2,0.76602834,1.0,0.46551144,0.5548467,0.40650293,0.0003369815,0.6184133,0.49964496,0.4311728
auditory_clusters:cluster_3,0.41252795,0.46551144,1.0,0.38132143,0.40432206,-0.30028543,0.37546355,0.14665414,0.13340609
auditory_clusters:cluster_4,0.5489795,0.5548467,0.38132143,1.0,0.15070449,-0.030977575,0.514984,0.12802882,0.06354039
auditory_clusters:cluster_5,0.32592183,0.40650293,0.40432206,0.15070449,1.0,-0.272785,0.27548963,0.23258278,0.18732211
auditory_clusters:cluster_6,0.11927399,0.0003369815,-0.30028543,-0.030977575,-0.272785,1.0,0.007452051,0.057692263,0.07566858
auditory_clusters:cluster_7,0.7582403,0.6184133,0.37546355,0.514984,0.27548963,0.007452051,1.0,0.4057152,0.39035827
syllables_clusters:cluster_1,0.56847113,0.49964496,0.14665414,0.12802882,0.23258278,0.057692263,0.4057152,1.0,0.8710431
syllables_clusters:cluster_2,0.49728283,0.4311728,0.13340609,0.06354039,0.18732211,0.07566858,0.39035827,0.8710431,1.0
