,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.47269127,0.5647685,0.3797473,0.24208304
cluster_2,0.47269127,1.0,0.41304335,0.38017437,0.23659447
cluster_3,0.5647685,0.41304335,1.0,0.3632274,0.20642278
cluster_4,0.3797473,0.38017437,0.3632274,1.0,0.4347615
cluster_5,0.24208304,0.23659447,0.20642278,0.4347615,1.0
