,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.59640837,0.6843539,0.5497167,0.2282139
cluster_2,0.59640837,1.0,0.471625,0.51040024,0.18354447
cluster_3,0.6843539,0.471625,1.0,0.5826104,0.16257754
cluster_4,0.5497167,0.51040024,0.5826104,1.0,0.3006095
cluster_5,0.2282139,0.18354447,0.16257754,0.3006095,1.0
