,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.5091725,0.4892444,0.62268895,0.12037779
cluster_2,0.5091725,1.0,0.45740587,0.5028997,0.21290004
cluster_3,0.4892444,0.45740587,1.0,0.46364033,0.14655198
cluster_4,0.62268895,0.5028997,0.46364033,1.0,0.17318527
cluster_5,0.12037779,0.21290004,0.14655198,0.17318527,1.0
