,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6726403,0.5754035,0.4331884,0.15430506
cluster_2,0.6726403,1.0,0.50955516,0.4719327,0.10919224
cluster_3,0.5754035,0.50955516,1.0,0.39880243,0.1303315
cluster_4,0.4331884,0.4719327,0.39880243,1.0,0.14141396
cluster_5,0.15430506,0.10919224,0.1303315,0.14141396,1.0
