,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.69502205,0.57798994,0.6126407,0.2801261
cluster_2,0.69502205,1.0,0.40003586,0.46699166,0.26795477
cluster_3,0.57798994,0.40003586,1.0,0.43514216,0.29406708
cluster_4,0.6126407,0.46699166,0.43514216,1.0,0.36235932
cluster_5,0.2801261,0.26795477,0.29406708,0.36235932,1.0
