Word,Syllables,Syllable Occurrence Counts,Bigrams,Bigram Occurrence Counts,Zipf
pukkels,,[],"['pu', 'uk', 'kk', 'ke', 'el', 'ls']","[45003.0, 56724.0, 65091.0, 3143026.0, 4671207.0, 114609.0]",2.6107748319700605
juf,"[""'j}f""]",[206.0],"['ju', 'uf']","[40398.0, 29321.0]",3.6714726723236724
berispte,,[],"['be', 'er', 'ri', 'is', 'sp', 'pt', 'te']","[2443609.0, 6799370.0, 1787712.0, 3439538.0, 1518373.0, 51860.0, 3522714.0]",2.2585923138586983
jongetje,,[],"['jo', 'on', 'ng', 'ge', 'et', 'tj', 'je']","[866375.0, 2451854.0, 2927082.0, 3692145.0, 1684914.0, 104770.0, 913788.0]",4.268786228627173
gammele,,[],"['ga', 'am', 'mm', 'me', 'el', 'le']","[446758.0, 930317.0, 407998.0, 1659354.0, 4671207.0, 4397946.0]",2.6342559278195834
drukknop,"[""'dr}"", 'knOp']","[1852.0, 69.0]","['dr', 'ru', 'uk', 'kk', 'kn', 'no', 'op']","[486140.0, 1082518.0, 56724.0, 65091.0, 81592.0, 847517.0, 976321.0]",1.957562318194717
indrukte,,[],"['in', 'nd', 'dr', 'ru', 'uk', 'kt', 'te']","[2264626.0, 2576478.0, 486140.0, 1082518.0, 56724.0, 179298.0, 3522714.0]",1.6565323225307358
overvaller,"[""'o"", 'v@r', 'vA', 'l@r']","[193944.0, 457605.0, 7656.0, 5049.0]","['ov', 've', 'er', 'rv', 'va', 'al', 'll', 'le', 'er']","[145547.0, 1767776.0, 6799370.0, 59129.0, 313419.0, 2558689.0, 2754440.0, 4397946.0, 6799370.0]",3.3467284025592496
stal,"[""'stAl""]",[1070.0],"['st', 'ta', 'al']","[2307098.0, 892070.0, 2558689.0]",4.3404794532822475
alle,"[""'A"", 'l@']","[137491.0, 393640.0]","['al', 'll', 'le']","[2558689.0, 2754440.0, 4397946.0]",5.727566997584887
kostbaarheden,"[""'kOzd"", 'bar', 'he', 'd@']","[293.0, 13640.0, 28355.0, 515645.0]","['ko', 'os', 'st', 'tb', 'ba', 'aa', 'ar', 'rh', 'he', 'ed', 'de', 'en']","[466342.0, 588208.0, 2307098.0, 118193.0, 584273.0, 2730922.0, 1754491.0, 571432.0, 822995.0, 636500.0, 2559661.0, 8542439.0]",2.88698124390901
verbaasde,,[],"['ve', 'er', 'rb', 'ba', 'aa', 'as', 'sd', 'de']","[1767776.0, 6799370.0, 87286.0, 584273.0, 2730922.0, 504791.0, 52948.0, 2559661.0]",3.2849212525810474
belegde,,[],"['be', 'el', 'le', 'eg', 'gd', 'de']","[2443609.0, 4671207.0, 4397946.0, 1125580.0, 109191.0, 2559661.0]",2.4346835729143796
bolletje,"[""'bO"", 'l@', 'tj@']","[6097.0, 393640.0, 23965.0]","['bo', 'ol', 'll', 'le', 'et', 'tj', 'je']","[1606593.0, 2233880.0, 2754440.0, 4397946.0, 1684914.0, 104770.0, 913788.0]",2.88698124390901
aanrecht,"[""'an"", 'rExt']","[203682.0, 3220.0]","['aa', 'an', 'nr', 're', 'ec', 'ch', 'ht']","[2730922.0, 4143386.0, 14586.0, 1607974.0, 411920.0, 1999086.0, 373636.0]",3.2188251869872104
vers,"[""'vErs""]",[1021.0],"['ve', 'er', 'rs']","[1767776.0, 6799370.0, 834594.0]",4.248709079926602
margriet,"['mAr', ""'Grit""]","[554.0, 5.0]","['ma', 'ar', 'rg', 'gr', 'ri', 'ie', 'et']","[957657.0, 1754491.0, 709881.0, 789301.0, 1787712.0, 2076673.0, 1684914.0]",2.1336535772503984
periode,"['pe', 'ri', ""'jo"", 'd@']","[2984.0, 57280.0, 2602.0, 515645.0]","['pe', 'er', 'ri', 'io', 'od', 'de']","[1062538.0, 6799370.0, 1787712.0, 757588.0, 193327.0, 2559661.0]",4.14011961949963
dan,"[""'dAn""]",[192782.0],"['da', 'an']","[1096946.0, 4143386.0]",6.629540035508843
zat,"[""'zAt""]",[14954.0],"['za', 'at']","[308657.0, 996808.0]",5.527754879290443
vakantie,"['va', ""'kAn"", 'si']","[5831.0, 180081.0, 42927.0]","['va', 'ak', 'ka', 'an', 'nt', 'ti', 'ie']","[313419.0, 762048.0, 424843.0, 4143386.0, 1477178.0, 1353437.0, 2076673.0]",4.742357856051479
zij,"[""'zK""]",[38805.0],"['zi', 'ij']","[123482.0, 1639122.0]",5.874529220810066
schreeuw,"[""'sxrew""]",[950.0],"['sc', 'ch', 'hr', 're', 'ee', 'eu', 'uw']","[1079447.0, 1999086.0, 36490.0, 1607974.0, 944702.0, 135956.0, 98896.0]",4.1815771295675805
barbaar,"['bAr', ""'bar""]","[738.0, 1681.0]","['ba', 'ar', 'rb', 'ba', 'aa', 'ar']","[584273.0, 1754491.0, 87286.0, 584273.0, 2730922.0, 1754491.0]",3.3097448363060793
uitbracht,,[],"['ui', 'it', 'tb', 'br', 'ra', 'ac', 'ch', 'ht']","[687028.0, 333345.0, 118193.0, 191839.0, 2220035.0, 404620.0, 1999086.0, 373636.0]",2.2585923138586983
collega,"['kO', ""'le"", 'Ga']","[11750.0, 117121.0, 7378.0]","['co', 'ol', 'll', 'le', 'eg', 'ga']","[488809.0, 2233880.0, 2754440.0, 4397946.0, 1125580.0, 446758.0]",4.3662261922585275
ingedeeld,,[],"['in', 'ng', 'ge', 'ed', 'de', 'ee', 'el', 'ld']","[2264626.0, 2927082.0, 3692145.0, 636500.0, 2559661.0, 944702.0, 4671207.0, 840998.0]",3.111377182539246
vroege,,[],"['vr', 'ro', 'oe', 'eg', 'ge']","[62231.0, 1417238.0, 837795.0, 1125580.0, 3692145.0]",3.8907964469095253
dienst,"[""'dinst""]",[4538.0],"['di', 'ie', 'en', 'ns', 'st']","[1050254.0, 2076673.0, 8542439.0, 612425.0, 2307098.0]",4.963600273192034
protest,"['pro', ""'tEst""]","[43197.0, 2406.0]","['pr', 'ro', 'ot', 'te', 'es', 'st']","[242781.0, 1417238.0, 1595020.0, 3522714.0, 1784615.0, 2307098.0]",4.009678868744715
hap,"[""'hAp""]",[802.0],"['ha', 'ap']","[1299761.0, 270616.0]",3.959728379951225
groente,"[""'xrun"", 't@']","[1826.0, 603753.0]","['gr', 'ro', 'oe', 'en', 'nt', 'te']","[789301.0, 1417238.0, 837795.0, 8542439.0, 1477178.0, 3522714.0]",3.669369547235908
zeldzame,,[],"['ze', 'el', 'ld', 'dz', 'za', 'am', 'me']","[1671440.0, 4671207.0, 840998.0, 4821.0, 308657.0, 930317.0, 1659354.0]",3.7916649739075106
plantje,,[],"['pl', 'la', 'an', 'nt', 'tj', 'je']","[97171.0, 2444604.0, 4143386.0, 1477178.0, 104770.0, 913788.0]",2.89957037121703
venster,"[""'vEn"", 'st@r']","[594.0, 6682.0]","['ve', 'en', 'ns', 'st', 'te', 'er']","[1767776.0, 8542439.0, 612425.0, 2307098.0, 3522714.0, 6799370.0]",3.537345914811527
water,"[""'wa"", 't@r']","[61687.0, 199618.0]","['wa', 'at', 'te', 'er']","[409327.0, 996808.0, 3522714.0, 6799370.0]",5.384601893690297
nodig,"[""'no"", 'd@x']","[51921.0, 96671.0]","['no', 'od', 'di', 'ig']","[847517.0, 193327.0, 1050254.0, 960409.0]",6.0124912128568235
luxueuze,,[],"['lu', 'ux', 'xu', 'ue', 'eu', 'uz', 'ze']","[273011.0, 3147.0, 440.0, 464278.0, 135956.0, 46738.0, 1671440.0]",2.9237040509337495
banket,"['bAN', ""'kEt""]","[1083.0, 1496.0]","['ba', 'an', 'nk', 'ke', 'et']","[584273.0, 4143386.0, 476574.0, 3143026.0, 1684914.0]",3.4694456791735915
net,"[""'nEt""]",[47078.0],"['ne', 'et']","[1475977.0, 1684914.0]",5.998609404360872
gebracht,,[],"['ge', 'eb', 'br', 'ra', 'ac', 'ch', 'ht']","[3692145.0, 154238.0, 191839.0, 2220035.0, 404620.0, 1999086.0, 373636.0]",4.898078803127284
tor,"[""'tOr""]",[84.0],"['to', 'or']","[2236591.0, 2597583.0]",2.9465669338932536
oom,,[],"['oo', 'om']","[3901750.0, 2473734.0]",5.032926764568002
henk,,[],"['he', 'en', 'nk']","[822995.0, 8542439.0, 476574.0]",2.89957037121703
onzekere,,[],"['on', 'nz', 'ze', 'ek', 'ke', 'er', 're']","[2451854.0, 114667.0, 1671440.0, 762098.0, 3143026.0, 6799370.0, 1607974.0]",3.2693161792504712
blondine,"['blOn', ""'di"", 'n@']","[108.0, 325903.0, 266696.0]","['bl', 'lo', 'on', 'nd', 'di', 'in', 'ne']","[152155.0, 1188135.0, 2451854.0, 2576478.0, 1050254.0, 2264626.0, 1475977.0]",3.359823700649397
uitnodigde,,[],"['ui', 'it', 'tn', 'no', 'od', 'di', 'ig', 'gd', 'de']","[687028.0, 333345.0, 63258.0, 847517.0, 193327.0, 1050254.0, 960409.0, 109191.0, 2559661.0]",3.0367435642423417
lachen,"[""'lA"", 'x@']","[8845.0, 587329.0]","['la', 'ac', 'ch', 'he', 'en']","[2444604.0, 404620.0, 1999086.0, 822995.0, 8542439.0]",4.945228583120992
verdachte,"['v@r', ""'dAx"", 't@']","[457605.0, 43430.0, 603753.0]","['ve', 'er', 'rd', 'da', 'ac', 'ch', 'ht', 'te']","[1767776.0, 6799370.0, 823655.0, 1096946.0, 404620.0, 1999086.0, 373636.0, 3522714.0]",4.641059635874528
pakketje,,[],"['pa', 'ak', 'kk', 'ke', 'et', 'tj', 'je']","[319786.0, 762048.0, 65091.0, 3143026.0, 1684914.0, 104770.0, 913788.0]",3.7096107660141557
opende,,[],"['op', 'pe', 'en', 'nd', 'de']","[976321.0, 1062538.0, 8542439.0, 2576478.0, 2559661.0]",3.898327753825934
ondanks,"[""'On"", 'dANks']","[43991.0, 1499.0]","['on', 'nd', 'da', 'an', 'nk', 'ks']","[2451854.0, 2576478.0, 1096946.0, 4143386.0, 476574.0, 117147.0]",4.4985171271208495
zware,,[],"['zw', 'wa', 'ar', 're']","[26656.0, 409327.0, 1754491.0, 1607974.0]",4.702832342183705
tegenslag,"[""'te"", 'G@', 'slAx']","[79627.0, 450488.0, 4189.0]","['te', 'eg', 'ge', 'en', 'ns', 'sl', 'la', 'ag']","[3522714.0, 1125580.0, 3692145.0, 8542439.0, 612425.0, 1064500.0, 2444604.0, 400262.0]",3.5833890314804284
iedereen,"[""'i"", 'd@r', 'en']","[89845.0, 256202.0, 32331.0]","['ie', 'ed', 'de', 'er', 're', 'ee', 'en']","[2076673.0, 636500.0, 2559661.0, 6799370.0, 1607974.0, 944702.0, 8542439.0]",5.8405846149226
ervaart,,[],"['er', 'rv', 'va', 'aa', 'ar', 'rt']","[6799370.0, 59129.0, 313419.0, 2730922.0, 1754491.0, 1154116.0]",3.1263543385088988
gaan,"[""'xan""]",[117322.0],"['ga', 'aa', 'an']","[446758.0, 2730922.0, 4143386.0]",6.419593257062185
meeste,,[],"['me', 'ee', 'es', 'st', 'te']","[1659354.0, 944702.0, 1784615.0, 2307098.0, 3522714.0]",4.812323674888353
gewoon,"['x@', ""'won""]","[587329.0, 49383.0]","['ge', 'ew', 'wo', 'oo', 'on']","[3692145.0, 587000.0, 933919.0, 3901750.0, 2451854.0]",5.999743912710484
onstuimige,,[],"['on', 'ns', 'st', 'tu', 'ui', 'im', 'mi', 'ig', 'ge']","[2451854.0, 612425.0, 2307098.0, 118674.0, 687028.0, 1019572.0, 342154.0, 960409.0, 3692145.0]",2.6979250076889607
tieners,,[],"['ti', 'ie', 'en', 'ne', 'er', 'rs']","[1353437.0, 2076673.0, 8542439.0, 1475977.0, 6799370.0, 834594.0]",3.8551894094851584
valt,,[],"['va', 'al', 'lt']","[313419.0, 2558689.0, 1858662.0]",5.180993356746185
doorgaans,"[""'dor"", 'Gans']","[79895.0, 76.0]","['do', 'oo', 'or', 'rg', 'ga', 'aa', 'an', 'ns']","[394555.0, 3901750.0, 2597583.0, 709881.0, 446758.0, 2730922.0, 4143386.0, 612425.0]",3.2419930520392364
doen,"[""'dun""]",[119035.0],"['do', 'oe', 'en']","[394555.0, 837795.0, 8542439.0]",6.424066639373331
mannen,"[""'mA"", 'n@']","[30276.0, 266696.0]","['ma', 'an', 'nn', 'ne', 'en']","[957657.0, 4143386.0, 746302.0, 1475977.0, 8542439.0]",5.576420690423307
strakke,,[],"['st', 'tr', 'ra', 'ak', 'kk', 'ke']","[2307098.0, 1199332.0, 2220035.0, 762048.0, 65091.0, 3143026.0]",3.6586983842872436
bandana,,[],"['ba', 'an', 'nd', 'da', 'an', 'na']","[584273.0, 4143386.0, 2576478.0, 1096946.0, 4143386.0, 523332.0]",2.3097448363060797
hoofd,"[""'hoft""]",[15502.0],"['ho', 'oo', 'of', 'fd']","[1237078.0, 3901750.0, 242332.0, 81902.0]",5.434140365236427
stoer,"[""'stur""]",[495.0],"['st', 'to', 'oe', 'er']","[2307098.0, 2236591.0, 837795.0, 6799370.0]",4.048349246143985
gevatte,,[],"['ge', 'ev', 'va', 'at', 'tt', 'te']","[3692145.0, 317289.0, 313419.0, 996808.0, 519286.0, 3522714.0]",2.753442335538792
brunette,"['bry', ""'nE"", 't@']","[979.0, 416.0, 603753.0]","['br', 'ru', 'un', 'ne', 'et', 'tt', 'te']","[191839.0, 1082518.0, 125750.0, 1475977.0, 1684914.0, 519286.0, 3522714.0]",3.4162001672203663
zangeres,"['zA', 'N@', ""'rEs""]","[298.0, 89688.0, 2129.0]","['za', 'an', 'ng', 'ge', 'er', 're', 'es']","[308657.0, 4143386.0, 2927082.0, 3692145.0, 6799370.0, 1607974.0, 1784615.0]",3.765435450198049
beoordeelt,,[],"['be', 'eo', 'oo', 'or', 'rd', 'de', 'ee', 'el', 'lt']","[2443609.0, 255269.0, 3901750.0, 2597583.0, 823655.0, 2559661.0, 944702.0, 4671207.0, 1858662.0]",3.071505670501554
partijdig,"['pAr', ""'tK"", 'd@x']","[11668.0, 8747.0, 96671.0]","['pa', 'ar', 'rt', 'ti', 'ij', 'jd', 'di', 'ig']","[319786.0, 1754491.0, 1154116.0, 1353437.0, 1639122.0, 163477.0, 1050254.0, 960409.0]",2.5596223095226796
toch,"[""'tOx""]",[74175.0],"['to', 'oc', 'ch']","[2236591.0, 270017.0, 1999086.0]",6.225074306242449
bloemist,"['blu', ""'mIst""]","[342.0, 2248.0]","['bl', 'lo', 'oe', 'em', 'mi', 'is', 'st']","[152155.0, 1188135.0, 837795.0, 924741.0, 342154.0, 3439538.0, 2307098.0]",3.2639873457454045
geschikte,,[],"['ge', 'es', 'sc', 'ch', 'hi', 'ik', 'kt', 'te']","[3692145.0, 1784615.0, 1079447.0, 1999086.0, 484018.0, 157922.0, 179298.0, 3522714.0]",3.823849657278912
sollicitant,"['sO', 'li', 'si', ""'tAnt""]","[416.0, 135465.0, 42927.0, 1827.0]","['so', 'ol', 'll', 'li', 'ic', 'ci', 'it', 'ta', 'an', 'nt']","[369446.0, 2233880.0, 2754440.0, 3369152.0, 911860.0, 1877307.0, 333345.0, 892070.0, 4143386.0, 1477178.0]",2.4694456791735915
uitnodigt,,[],"['ui', 'it', 'tn', 'no', 'od', 'di', 'ig', 'gt']","[687028.0, 333345.0, 63258.0, 847517.0, 193327.0, 1050254.0, 960409.0, 21874.0]",3.0544723312027733
tamme,,[],"['ta', 'am', 'mm', 'me']","[892070.0, 930317.0, 407998.0, 1659354.0]",2.753442335538792
poema,"[""'pu"", 'ma']","[874.0, 53566.0]","['po', 'oe', 'em', 'ma']","[490468.0, 837795.0, 924741.0, 957657.0]",3.0456984068952684
veluwe,,[],"['ve', 'el', 'lu', 'uw', 'we']","[1767776.0, 4671207.0, 273011.0, 98896.0, 1965886.0]",
loopt,,[],"['lo', 'oo', 'op', 'pt']","[1188135.0, 3901750.0, 976321.0, 51860.0]",5.133291514301622
gevaarlijk,"['x@', ""'var"", 'l@k']","[587329.0, 9211.0, 181254.0]","['ge', 'ev', 'va', 'aa', 'ar', 'rl', 'li', 'ij', 'jk']","[3692145.0, 317289.0, 313419.0, 2730922.0, 1754491.0, 344538.0, 3369152.0, 1639122.0, 518095.0]",4.961453484431628
vera,,[],"['ve', 'er', 'ra']","[1767776.0, 6799370.0, 2220035.0]",3.834068822460598
aaien,"[""'a"", 'j@']","[38878.0, 145311.0]","['aa', 'ai', 'ie', 'en']","[2730922.0, 444826.0, 2076673.0, 8542439.0]",3.3239852754206898
liet,,[],"['li', 'ie', 'et']","[3369152.0, 2076673.0, 1684914.0]",5.224851407625847
puppy,"[""'p}"", 'pi']","[1022.0, 15890.0]","['pu', 'up', 'pp', 'py']","[45003.0, 51653.0, 297911.0, 9224.0]",3.746437433970134
schrikken,"[""'sxrI"", 'k@']","[3144.0, 342563.0]","['sc', 'ch', 'hr', 'ri', 'ik', 'kk', 'ke', 'en']","[1079447.0, 1999086.0, 36490.0, 1787712.0, 157922.0, 65091.0, 3143026.0, 8542439.0]",4.454491966267932
pagina,"[""'pa"", 'Gi', 'na']","[9885.0, 3417.0, 56112.0]","['pa', 'ag', 'gi', 'in', 'na']","[319786.0, 400262.0, 669114.0, 2264626.0, 523332.0]",4.100577118448812
verkeerde,,[],"['ve', 'er', 'rk', 'ke', 'ee', 'er', 'rd', 'de']","[1767776.0, 6799370.0, 2174749.0, 3143026.0, 944702.0, 6799370.0, 823655.0, 2559661.0]",4.959296031003717
over,"[""'o"", 'v@r']","[193944.0, 457605.0]","['ov', 've', 'er']","[145547.0, 1767776.0, 6799370.0]",6.427998536754666
eendenjacht,,[],"['ee', 'en', 'nd', 'de', 'en', 'nj', 'ja', 'ac', 'ch', 'ht']","[944702.0, 8542439.0, 2576478.0, 2559661.0, 8542439.0, 153193.0, 1312625.0, 404620.0, 1999086.0, 373636.0]",2.5016303625449927
blinde,,[],"['bl', 'li', 'in', 'nd', 'de']","[152155.0, 3369152.0, 2264626.0, 2576478.0, 2559661.0]",4.076488071020494
typiste,"['ti', ""'pIs"", 't@']","[12797.0, 432.0, 603753.0]","['ty', 'yp', 'pi', 'is', 'st', 'te']","[43880.0, 28264.0, 1566256.0, 3439538.0, 2307098.0, 3522714.0]",2.832623581586417
handicap,"[""'hEn"", 'di', 'kEp']","[14920.0, 34759.0, 216.0]","['ha', 'an', 'nd', 'di', 'ic', 'ca', 'ap']","[1299761.0, 4143386.0, 2576478.0, 1050254.0, 911860.0, 177266.0, 270616.0]",3.5286885952790286
werkte,,[],"['we', 'er', 'rk', 'kt', 'te']","[1965886.0, 6799370.0, 2174749.0, 179298.0, 3522714.0]",4.908899836990635
antwoord,"[""'Ant"", 'wort']","[9525.0, 7326.0]","['an', 'nt', 'tw', 'wo', 'oo', 'or', 'rd']","[4143386.0, 1477178.0, 57710.0, 933919.0, 3901750.0, 2597583.0, 823655.0]",5.142821083491302
resultaten,,[],"['re', 'es', 'su', 'ul', 'lt', 'ta', 'at', 'te', 'en']","[1607974.0, 1784615.0, 38749.0, 1284792.0, 1858662.0, 892070.0, 996808.0, 3522714.0, 8542439.0]",4.1815771295675805
logen,"[""'lo"", 'G@']","[64140.0, 450488.0]","['lo', 'og', 'ge', 'en']","[1188135.0, 285914.0, 3692145.0, 8542439.0]",3.027600184802472
lieten,,[],"['li', 'ie', 'et', 'te', 'en']","[3369152.0, 2076673.0, 1684914.0, 3522714.0, 8542439.0]",4.391332152119583
tendens,"['tEn', ""'dEns""]","[9505.0, 18.0]","['te', 'en', 'nd', 'de', 'en', 'ns']","[3522714.0, 8542439.0, 2576478.0, 2559661.0, 8542439.0, 612425.0]",2.5016303625449927
zien,"[""'zin""]",[98864.0],"['zi', 'ie', 'en']","[123482.0, 2076673.0, 8542439.0]",6.183465763120877
kleuter,"[""'kl|"", 't@r']","[1101.0, 199618.0]","['kl', 'le', 'eu', 'ut', 'te', 'er']","[549706.0, 4397946.0, 135956.0, 137082.0, 3522714.0, 6799370.0]",3.2188251869872104
flinke,,[],"['fl', 'li', 'in', 'nk', 'ke']","[90623.0, 3369152.0, 2264626.0, 476574.0, 3143026.0]",4.238595685442444
pruillip,"[""'prL"", 'lIp']","[160.0, 58.0]","['pr', 'ru', 'ui', 'il', 'll', 'li', 'ip']","[242781.0, 1082518.0, 687028.0, 2591190.0, 2754440.0, 3369152.0, 54132.0]",2.1336535772503984
doelwit,"[""'dul"", 'wIt']","[4774.0, 1199.0]","['do', 'oe', 'el', 'lw', 'wi', 'it']","[394555.0, 837795.0, 4671207.0, 158019.0, 658045.0, 333345.0]",4.404332413395105
tijger,"[""'tK"", 'G@r']","[8747.0, 22228.0]","['ti', 'ij', 'jg', 'ge', 'er']","[1353437.0, 1639122.0, 21485.0, 3692145.0, 6799370.0]",4.064772287842585
gekozen,,[],"['ge', 'ek', 'ko', 'oz', 'ze', 'en']","[3692145.0, 762098.0, 466342.0, 73271.0, 1671440.0, 8542439.0]",4.592039588355449
bos,"[""'bOs""]",[2973.0],"['bo', 'os']","[1606593.0, 588208.0]",4.664066740427994
choreograaf,"['xo', 're', 'jo', ""'Graf""]","[2650.0, 18193.0, 13450.0, 1005.0]","['ch', 'ho', 'or', 're', 'eo', 'og', 'gr', 'ra', 'aa', 'af']","[1999086.0, 1237078.0, 2597583.0, 1607974.0, 255269.0, 285914.0, 789301.0, 2220035.0, 2730922.0, 472535.0]",2.9352859234835647
danser,"[""'dAn"", 's@r']","[192782.0, 3615.0]","['da', 'an', 'ns', 'se', 'er']","[1096946.0, 4143386.0, 612425.0, 763112.0, 6799370.0]",3.6998946005518656
uitschold,,[],"['ui', 'it', 'ts', 'sc', 'ch', 'ho', 'ol', 'ld']","[687028.0, 333345.0, 235160.0, 1079447.0, 1999086.0, 1237078.0, 2233880.0, 840998.0]",2.5596223095226796
reden,,[],"['re', 'ed', 'de', 'en']","[1607974.0, 636500.0, 2559661.0, 8542439.0]",5.21029402092074
hoorde,,[],"['ho', 'oo', 'or', 'rd', 'de']","[1237078.0, 3901750.0, 2597583.0, 823655.0, 2559661.0]",5.256524500114834
arresteerde,,[],"['ar', 'rr', 're', 'es', 'st', 'te', 'ee', 'er', 'rd', 'de']","[1754491.0, 200692.0, 1607974.0, 1784615.0, 2307098.0, 3522714.0, 944702.0, 6799370.0, 823655.0, 2559661.0]",3.3683395515719265
werd,,[],"['we', 'er', 'rd']","[1965886.0, 6799370.0, 823655.0]",5.71068556287643
immens,"['I', ""'mEns""]","[2648.0, 7278.0]","['im', 'mm', 'me', 'en', 'ns']","[1019572.0, 407998.0, 1659354.0, 8542439.0, 612425.0]",3.0544723312027733
afgevoerd,,[],"['af', 'fg', 'ge', 'ev', 'vo', 'oe', 'er', 'rd']","[472535.0, 119621.0, 3692145.0, 317289.0, 2123358.0, 837795.0, 6799370.0, 823655.0]",3.1943514176040098
bonus,"[""'bo"", 'n}s']","[24461.0, 827.0]","['bo', 'on', 'nu', 'us']","[1606593.0, 2451854.0, 53323.0, 727825.0]",3.862007359271627
uitgedeeld,,[],"['ui', 'it', 'tg', 'ge', 'ed', 'de', 'ee', 'el', 'ld']","[687028.0, 333345.0, 33865.0, 3692145.0, 636500.0, 2559661.0, 944702.0, 4671207.0, 840998.0]",3.1943514176040098
bestuur,"['b@', ""'styr""]","[395542.0, 7128.0]","['be', 'es', 'st', 'tu', 'uu', 'ur']","[2443609.0, 1784615.0, 2307098.0, 118674.0, 78760.0, 346154.0]",4.092694969571491
opgemerkt,,[],"['op', 'pg', 'ge', 'em', 'me', 'er', 'rk', 'kt']","[976321.0, 10860.0, 3692145.0, 924741.0, 1659354.0, 6799370.0, 2174749.0, 179298.0]",3.8592930099239355
leerling,"[""'ler"", 'lIN']","[3530.0, 24250.0]","['le', 'ee', 'er', 'rl', 'li', 'in', 'ng']","[4397946.0, 944702.0, 6799370.0, 344538.0, 3369152.0, 2264626.0, 2927082.0]",4.110614593261825
verhoord,,[],"['ve', 'er', 'rh', 'ho', 'oo', 'or', 'rd']","[1767776.0, 6799370.0, 571432.0, 1237078.0, 3901750.0, 2597583.0, 823655.0]",3.613180901735939
vermiste,"['v@r', ""'mIs"", 't@']","[457605.0, 11711.0, 603753.0]","['ve', 'er', 'rm', 'mi', 'is', 'st', 'te']","[1767776.0, 6799370.0, 1049306.0, 342154.0, 3439538.0, 2307098.0, 3522714.0]",4.022955279756708
decaan,"['de', ""'kan""]","[14156.0, 790.0]","['de', 'ec', 'ca', 'aa', 'an']","[2559661.0, 411920.0, 177266.0, 2730922.0, 4143386.0]",3.6543554032764614
vermoord,,[],"['ve', 'er', 'rm', 'mo', 'oo', 'or', 'rd']","[1767776.0, 6799370.0, 1049306.0, 1055897.0, 3901750.0, 2597583.0, 823655.0]",5.521013737652308
zwanger,"[""'zwA"", 'N@r']","[3241.0, 10671.0]","['zw', 'wa', 'an', 'ng', 'ge', 'er']","[26656.0, 409327.0, 4143386.0, 2927082.0, 3692145.0, 6799370.0]",4.794202859767491
kritieke,,[],"['kr', 'ri', 'it', 'ti', 'ie', 'ek', 'ke']","[88851.0, 1787712.0, 333345.0, 1353437.0, 2076673.0, 762098.0, 3143026.0]",3.472773622522519
toestand,"[""'tu"", 'stAnt']","[45349.0, 5529.0]","['to', 'oe', 'es', 'st', 'ta', 'an', 'nd']","[2236591.0, 837795.0, 1784615.0, 2307098.0, 892070.0, 4143386.0, 2576478.0]",4.445054209753208
opgenomen,,[],"['op', 'pg', 'ge', 'en', 'no', 'om', 'me', 'en']","[976321.0, 10860.0, 3692145.0, 8542439.0, 847517.0, 2473734.0, 1659354.0, 8542439.0]",4.419960316093674
ziekenhuis,"[""'zi"", 'k@', 'hLs']","[13685.0, 342563.0, 7981.0]","['zi', 'ie', 'ek', 'ke', 'en', 'nh', 'hu', 'ui', 'is']","[123482.0, 2076673.0, 762098.0, 3143026.0, 8542439.0, 66106.0, 187605.0, 687028.0, 3439538.0]",5.037557103940562
vergeten,"['v@r', ""'Ge"", 't@']","[457605.0, 31147.0, 603753.0]","['ve', 'er', 'rg', 'ge', 'et', 'te', 'en']","[1767776.0, 6799370.0, 709881.0, 3692145.0, 1684914.0, 3522714.0, 8542439.0]",5.358876680886505
dichter,"[""'dIx"", 't@r']","[1284.0, 199618.0]","['di', 'ic', 'ch', 'ht', 'te', 'er']","[1050254.0, 911860.0, 1999086.0, 373636.0, 3522714.0, 6799370.0]",4.431778582270972
lezer,,[],"['le', 'ez', 'ze', 'er']","[4397946.0, 100963.0, 1671440.0, 6799370.0]",3.1880112395729907
vreest,,[],"['vr', 're', 'ee', 'es', 'st']","[62231.0, 1607974.0, 944702.0, 1784615.0, 2307098.0]",3.545834025037046
wanhopig,"['wAn', ""'ho"", 'p@x']","[1031.0, 29492.0, 8347.0]","['wa', 'an', 'nh', 'ho', 'op', 'pi', 'ig']","[409327.0, 4143386.0, 66106.0, 1237078.0, 976321.0, 1566256.0, 960409.0]",4.248709079926602
beschermheer,"['b@', ""'sxErm"", 'her']","[395542.0, 809.0, 835.0]","['be', 'es', 'sc', 'ch', 'he', 'er', 'rm', 'mh', 'he', 'ee', 'er']","[2443609.0, 1784615.0, 1079447.0, 1999086.0, 822995.0, 6799370.0, 1049306.0, 16551.0, 822995.0, 944702.0, 6799370.0]",2.874016266744642
delhi,,[],"['de', 'el', 'lh', 'hi']","[2559661.0, 4671207.0, 45052.0, 484018.0]",2.7357135685783605
heilige,,[],"['he', 'ei', 'il', 'li', 'ig', 'ge']","[822995.0, 2483878.0, 2591190.0, 3369152.0, 960409.0, 3692145.0]",4.595552098979402
tempel,"[""'tEm"", 'p@l']","[1808.0, 8245.0]","['te', 'em', 'mp', 'pe', 'el']","[3522714.0, 924741.0, 51276.0, 1062538.0, 4671207.0]",4.163037354935608
bouwde,,[],"['bo', 'ou', 'uw', 'wd', 'de']","[1606593.0, 846499.0, 98896.0, 13345.0, 2559661.0]",3.763742292178604
