,Word,IPA,Syllables,Min_Freq_Count,Max_Freq_Count,Mean_Freq_Count
369,arbeidsethos,ˈɑrbɛɪdsˌɛtɔs,ɑr - bɛɪd - sɛ - tɔs,115,5221,2010.75
370,stakingen,stˈaːkɪŋən,staː - kɪŋ - ən,2451,14348,7300.0
371,pakjes,pˈɑkjəs,pɑk - jəs,372,23607,11989.5
372,advertentie,ˌɑdvərtˈɛntsi,ɑd - vər - tɛnt - si,7246,61458,33086.5
373,orkest,ˈɔrkɛst,ɔr - kɛst,25,185659,92842.0
374,carolien,kˌaːroːlˈin,kaː - roː - lin,26,161906,64743.333333333336
375,pas,pˈɑs,pɑs,19367,19367,19367.0
376,boos,bˈoːs,boːs,11,11,11.0
377,dinsdag,dˈɪnzdɑx,dɪnz - dɑx,1125,40154,20639.5
378,veroordeeld,vərˈɔːrdeːlt,və - rɔːr - deːlt,2998,28168,12269.666666666666
379,dorre,dˈɔɾrə,dɔɾ - rə,65,428756,214410.5
380,gegeten,ɣəɣˈeːtən,ɣə - ɣeː - tən,12205,805074,379246.3333333333
381,floor,flˈoːr,floːr,17,17,17.0
382,liet,lˈit,lit,19388,19388,19388.0
383,gebak,ɣəbˈɑk,ɣə - bɑk,1507,805074,403290.5
384,moedige,mˈudəɣə,mu - də - ɣə,128401,805074,380628.3333333333
385,wind,ʋˈɪnt,ʋɪnt,92,92,92.0
386,beoordeelt,bəˈɔːrdeːlt,bə - ɔːr - deːlt,2998,152724,58915.0
387,kamer,kˈaːmər,kaː - mər,52348,161906,107127.0
388,vermoeide,vərmˈujdə,vər - muj - də,15784,208410,95217.33333333333
389,werden,ʋˈɛrdən,ʋɛr - dən,7143,117028,62085.5
390,huwelijk,hˈywələk,hyw - ə - lək,2224,2281166,762898.0
391,ei,ˈɛɪ,ɛɪ,4481,4481,4481.0
392,vergeten,vərɣˈeːtən,vər - ɣeː - tən,12205,320460,131374.33333333334
393,bramen,brˈaːmən,braː - mən,2788,213456,108122.0
394,sluiten,slˈœytən,slœy - tən,3112,12205,7658.5
395,heks,hˈɛks,hɛks,20,20,20.0
396,opjaagt,ˈɔpjaːxt,ɔp - jaːxt,758,520318,260538.0
397,woog,ʋˈoːx,ʋoːx,435,435,435.0
398,vreest,vrˈeːst,vreːst,146,146,146.0
399,broek,brˈuk,bruk,39,39,39.0
400,gouden,ɣˈʌʊdən,ɣʌʊ - dən,118,7143,3630.5
401,moeders,mˈudərs,mu - dərs,57273,128401,92837.0
402,vrijwilliger,vrɛɪʋˈɪləɣər,vrɛɪ - ʋɪ - lə - ɣər,2347,855914,217638.75
403,milde,mˈɪldə,mɪl - də,177,208410,104293.5
404,oom,ˈoːm,oːm,16,16,16.0
405,leest,lˈeːst,leːst,43,43,43.0
406,groene,ɣrˈunə,ɣru - nə,1131,39948,20539.5
407,uitkiest,ˈœytkˌist,œyt - kist,136,235788,117962.0
408,eik,ˈɛɪk,ɛɪk,121749,121749,121749.0
409,orthopeed,ˌɔrtoːpˈeːt,ɔr - toː - peːt,137,185659,95954.66666666667
410,kritisch,krˈitis,kri - tis,5304,13269,9286.5
411,bloemen,blˈumən,blu - mən,1510,213456,107483.0
412,taaie,tˈaːjə,taː - jə,63157,145604,104380.5
413,bek,bˈɛk,bɛk,788,788,788.0
414,sollicitant,sˌɔlisitˈɑnt,sɔ - li - si - tɑnt,1096,111845,43355.25
415,afgelopen,ˈɑfɣəlˌoːpən,ɑf - ɣə - loː - pən,60153,805074,296695.75
416,allemaal,ˌɑləmˈaːl,ɑ - lə - maːl,71770,855914,520143.3333333333
417,toestand,tˈustˌɑnt,tu - stɑnt,10072,11027,10549.5
418,leden,lˈeːdən,leː - dən,7143,46433,26788.0
419,bracht,brˈɑxt,brɑxt,9390,9390,9390.0
420,inhuurde,ˈɪnhˌyrdə,ɪnh - yr - də,8,208410,83064.0
421,deuren,dˈøːrən,døː - rən,2963,6659,4811.0
422,opa,ˈoːpaː,oː - paː,23008,39874,31441.0
423,op,ˈɔp,ɔp,520318,520318,520318.0
424,vermiste,vərmˈɪstə,vər - mɪ - stə,61458,247036,135778.0
425,kring,krˈɪŋ,krɪŋ,518,518,518.0
426,elkaar,ˈɛlkaːr,ɛl - kaːr,2853,708635,355744.0
427,clown,klˈɔwn,klɔwn,851,851,851.0
428,niemand,nˈimɑnt,ni - mɑnt,89403,1034412,561907.5
429,ineen,inˈeːn,i - neːn,3704,3606231,1804967.5
430,bezorgde,bəzˈɔrɣdə,bə - zɔrɣ - də,1853,208410,77095.33333333333
431,twaalf,tʋˈaːlf,tʋaːlf,2117,2117,2117.0
432,fabrikant,fˌɑbrikˈɑnt,fɑ - bri - kɑnt,3046,13741,6881.666666666667
433,bewoner,bəʋˈoːnər,bə - ʋoː - nər,3556,21023,10338.333333333334
434,vooraan,vˈɔːrˌaːn,vɔː - raːn,129,11912,6020.5
435,sinds,sˈɪnts,sɪnts,8665,8665,8665.0
436,kantine,kɑntˈinə,kɑn - ti - nə,12595,74010,42184.333333333336
437,wel,ʋˈɛl,ʋɛl,22772,22772,22772.0
438,bovenste,bˈoːvənstˌeː,boː - vən - steː,40944,278838,125086.66666666667
439,raadsman,rˈaːdsmɑn,raːd - smɑn,1735,1818,1776.5
440,karaf,kˈaːrɑf,kaː - rɑf,4268,161906,83087.0
441,pokken,pˈɔkən,pɔ - kən,3052,374698,188875.0
442,fles,flˈɛs,flɛs,63,63,63.0
443,bezwaar,bəzʋˈaːr,bəz - ʋaːr,2,37959,18980.5
444,raad,rˈaːt,raːt,4640,4640,4640.0
445,bouwsel,bˈʌʊsəl,bʌʊ - səl,1969,7091,4530.0
446,hans,hˈɑns,hɑns,383,383,383.0
447,telefoon,tˌeːləfˈoːn,teː - lə - foːn,11856,855914,297112.3333333333
448,dirigent,dˌiriɣˈɛnt,di - ri - ɣɛnt,10925,441857,168334.33333333334
449,gebruikt,ɣəbrˈœykt,ɣə - brœykt,6076,805074,405575.0
450,gelukkig,ɣəlˈɵkəx,ɣə - lɵ - kəx,10471,805074,278206.0
451,donderdag,dˈɔndərdˌɑx,dɔn - dər - dɑx,12572,50286,34337.333333333336
452,vasthield,vɑstˈilt,vɑ - stilt,114,54599,27356.5
453,heftige,hˈɛftəɣə,hɛf - tə - ɣə,858,995799,600577.0
454,trekhaak,trɛkhˈaːk,trɛkh - aːk,14,16286,8150.0
455,kunstacademie,kˌɵnstaːkˌaːdəmˈi,kɵn - staː - kaː - də - mi,5101,208410,100212.2
456,bands,bˈɑnts,bɑnts,120,120,120.0
457,bochten,bˈɔxtən,bɔx - tən,600,12205,6402.5
458,onnodige,ɔnnˈoːdəɣə,ɔn - noː - də - ɣə,38798,805074,343213.0
459,misleidde,mɪslˈɛɪdə,mɪ - slɛɪ - də,1408,208410,102886.0
460,gehouden,ɣəhˈʌʊdən,ɣəh - ʌʊ - dən,6638,24454,12745.0
461,geweest,ɣəʋˈeːst,ɣə - ʋeːst,23180,805074,414127.0
462,kidnapper,kˈɪdnɑpər,kɪd - nɑ - pər,425,22550,8512.666666666666
463,hondje,hˈɔntjə,hɔnt - jə,7963,145604,76783.5
464,varken,vˈɑrkən,vɑr - kən,920,374698,187809.0
465,lieten,lˈitən,li - tən,12205,111845,62025.0
466,vragen,vrˈaːɣən,vraː - ɣən,8855,444799,226827.0
467,bewaart,bəʋˈaːrt,bə - ʋaːrt,2275,21023,11649.0
468,arts,ˈɑrts,ɑrts,393,393,393.0
469,troosten,trˈoːstən,troː - stən,14708,42866,28787.0
470,tot,tˈɔt,tɔt,24,24,24.0
471,boeken,bˈukən,bu - kən,1393,374698,188045.5
472,kluis,klˈœys,klœys,11,11,11.0
473,vandaar,vɑndˈaːr,vɑn - daːr,41161,137859,89510.0
474,vaste,vˈɑstə,vɑ - stə,54599,247036,150817.5
475,stappen,stˈɑpən,stɑ - pən,5510,179724,92617.0
476,bidden,bˈɪdən,bɪ - dən,7143,49388,28265.5
477,vermaken,vərmˈaːkən,vər - maː - kən,61458,374698,201306.66666666666
478,bevrijden,bəvrˈɛɪdən,bə - vrɛɪ - dən,3237,21023,10467.666666666666
479,bekogelt,bəkˈoːɣəlt,bə - koː - ɣəlt,4912,64130,30021.666666666668
480,weinig,ʋˈɛɪnəx,ʋɛɪ - nəx,10985,114157,62571.0
481,pindakaas,pˌɪndaːkˈaːs,pɪn - daː - kaːs,3,15995,5572.333333333333
482,huilde,hˈœyldə,hœyl - də,611,208410,104510.5
483,vochtig,vˈɔxtəx,vɔx - təx,1834,2341,2087.5
484,eindigde,ˈɛɪndɪɣdə,ɛɪn - dɪɣ - də,22,208410,70136.33333333333
485,gelegd,ɣəlˈɛxt,ɣə - lɛxt,3022,805074,404048.0
486,springt,sprˈɪŋt,sprɪŋt,79,79,79.0
487,schuurtje,sxˈyrtʲə,sxyrtʲ - ə,53,2281166,1140609.5
488,groten,ɣrˈoːtən,ɣroː - tən,1162,12205,6683.5
489,terrein,tˈɛɾrɛɪn,tɛɾ - rɛɪn,85,495,290.0
490,witte,ʋˈɪtə,ʋɪ - tə,9057,995799,502428.0
491,trainer,trˈeːnər,treː - nər,3556,15839,9697.5
492,gezet,ɣəzˈɛt,ɣə - zɛt,204,805074,402639.0
493,langer,lˈɑŋər,lɑŋ - ər,26345,27880,27112.5
494,puppy,pˈɵpi,pɵ - pi,1563,32392,16977.5
495,onderwijst,ˈɔndərʋˌɛɪst,ɔn - dər - ʋɛɪst,894,320570,123916.66666666667
496,india,ˈɪndˌiaː,ɪn - di - aː,214096,1385476,680476.3333333334
497,psychose,psɪxˈoːsə,psɪx - oː - sə,3728,23463,16733.0
498,bonbons,bɔnbˈɔns,bɔn - bɔns,160,2185,1172.5
499,midden,mˈɪdən,mɪ - dən,7143,98840,52991.5
500,artiesten,ˈɑrtistən,ɑr - ti - stən,2155,74010,39677.0
501,makelaars,mˈaːkəlˌaːrs,maː - kə - laːrs,1597,671009,280123.3333333333
502,verdienen,vərdˈinən,vər - di - nən,61458,441857,253459.0
503,wild,ʋˈɪlt,ʋɪlt,3,3,3.0
504,lompen,lˈɔmpən,lɔm - pən,1390,179724,90557.0
505,royale,rˈoːiˌaːlə,roː - i - aː - lə,32298,3606231,1469979.75
506,gestemd,ɣəstˈɛmt,ɣə - stɛmt,1433,805074,403253.5
507,had,hˈɑt,hɑt,92535,92535,92535.0
508,komende,kˈoːməndə,koː - mən - də,64130,213456,161998.66666666666
509,mede,mˈeːdə,meː - də,87327,208410,147868.5
510,danspasjes,dˈɑnspɑsjəs,dɑn - spɑs - jəs,134,23607,10465.333333333334
511,spelend,spˈeːlənt,speː - lənt,3638,22004,12821.0
512,groente,ɣrˈuntə,ɣrun - tə,14,995799,497906.5
513,passende,pˈɑsəndə,pɑ - sən - də,34269,208410,122849.33333333333
514,gepoetst,ɣəpˈutst,ɣə - putst,147,805074,402610.5
515,consumptie,kɔnsˈɵmpsi,kɔn - sɵmp - si,43,75959,41403.333333333336
516,waarzegster,ʋˈaːrzɛxstər,ʋaːr - zɛx - stər,96,37959,13870.333333333334
517,taxi,tˈɑksi,tɑk - si,10867,48208,29537.5
518,waren,ʋˈaːrən,ʋaː - rən,6659,14904,10781.5
519,als,ˈɑls,ɑls,312926,312926,312926.0
520,afgerond,ˈɑfɣərˌɔnt,ɑf - ɣə - rɔnt,19106,805074,294777.6666666667
521,kast,kˈɑst,kɑst,3825,3825,3825.0
522,hangt,hˈɑŋt,hɑŋt,2938,2938,2938.0
523,begeleider,bəɣəlˈɛɪdər,bə - ɣə - lɛɪ - dər,21023,805074,236389.5
524,behulpzame,bəhˈɵlpzaːmə,bəh - ɵlp - zaː - mə,316,33307,13520.25
525,nieuw,nˈiw,niw,6038,6038,6038.0
526,hand,hˈɑnt,hɑnt,526,526,526.0
527,iedere,ˈidərə,i - də - rə,208410,3606231,1414465.6666666667
528,pootjes,pˈoːtʲəs,poːtʲ - əs,249,23121,11685.0
529,omstanders,ˈɔmstɑndərs,ɔm - stɑn - dərs,16364,624223,232620.0
530,feestgangers,fˈeːstɣɑŋərs,feːst - ɣɑŋ - ərs,468,4061,2007.3333333333333
531,eikenhout,ˈɛɪkɛnhˌʌʊt,ɛɪ - kɛnh - ʌʊt,4481,6096,5107.0
532,biggetje,bˈɪɣɛtʲə,bɪ - ɣɛtʲ - ə,305,2281166,776953.0
533,klimaat,klimˈaːt,kli - maːt,426,6121,3273.5
534,gebroken,ɣəbrˈoːkən,ɣə - broː - kən,4863,805074,394878.3333333333
535,psychiater,psˈɪxiˌaːtər,psɪx - i - aː - tər,3728,3606231,1256018.75
536,dertigste,dˈɛrtəxstə,dɛr - təx - stə,2341,247036,90537.33333333333
537,heilige,hˈɛɪləɣə,hɛɪ - lə - ɣə,440796,855914,700594.6666666666
538,verwacht,vərʋˈɑxt,vər - ʋɑxt,796,61458,31127.0
539,politie,poːlˈitsi,poː - lit - si,19388,52355,39983.666666666664
540,tamme,tˈɑmə,tɑ - mə,16869,19595,18232.0
541,gehad,ɣəhˈɑt,ɣəh - ɑt,6638,17953,12295.5
542,ploeg,plˈux,plux,800,800,800.0
543,wandelaars,ʋˈɑndəlˌaːrs,ʋɑn - də - laːrs,1597,208410,78456.66666666667
544,ontloopt,ɔntlˈoːpt,ɔnt - loːpt,836,170331,85583.5
545,periodieke,pˌɪːrioːdˈikə,pɪː - ri - oː - di - kə,6083,671009,238835.6
546,pieren,pˈirən,pi - rən,6659,32392,19525.5
547,lette,lˈɛtə,lɛ - tə,88834,995799,542316.5
548,beter,bˈeːtər,beː - tər,28640,106196,67418.0
549,elektronisch,ˌeːlɛktrˈoːnis,eː - lɛk - troː - nis,1,1389684,353161.75
550,begint,bəɣˈɪnt,bə - ɣɪnt,5793,21023,13408.0
551,trommels,trˈɔməls,trɔ - məls,512,9537,5024.5
552,bedenkt,bədˈɛŋkt,bə - dɛŋkt,17230,21023,19126.5
553,tulpen,tˈɵlpən,tɵl - pən,13,179724,89868.5
554,voorganger,vˈɔːrɣɑŋər,vɔːr - ɣɑŋ - ər,1493,64424,31265.666666666668
555,te,tˈə,tə,995799,995799,995799.0
556,ongelukken,ˈɔnɣəlˌɵkən,ɔn - ɣə - lɵ - kən,19073,805074,379853.75
557,knuppel,knˈɵpəl,knɵ - pəl,216,1575,895.5
558,luisteren,lˈœystərən,lœy - stə - rən,6659,247036,105195.33333333333
559,vele,vˈeːlə,veː - lə,13261,855914,434587.5
560,mocht,mˈɔxt,mɔxt,1,1,1.0
561,drukke,drˈɵkə,drɵ - kə,3233,671009,337121.0
562,opgesloten,ˈɔpɣəslˌoːtən,ɔp - ɣə - sloː - tən,8253,805074,336462.5
563,massale,mɑsˈaːlə,mɑ - saː - lə,14147,855914,305484.6666666667
564,schrikken,sxrˈɪkən,sxrɪ - kən,1296,374698,187997.0
565,daders,dˈaːdərs,daː - dərs,15995,57273,36634.0
566,moordenaar,mˈɔːrdənˌaːr,mɔːr - də - naːr,7131,208410,78369.0
567,drummer,drˈɵmər,drɵ - mər,3233,52348,27790.5
568,boerendorp,bˈurəndˌɔrp,bu - rən - dɔrp,121,6659,2724.3333333333335
569,amsterdam,ˈɑmstərdˌɑm,ɑm - stər - dɑm,2338,21553,9149.0
570,schooljaar,sxˈoːljaːr,sxoːl - jaːr,2139,5091,3615.0
571,verkocht,vərkˈɔxt,vər - kɔxt,5778,61458,33618.0
572,eerste,ˈɪːrstə,ɪːr - stə,1409,247036,124222.5
573,smaakten,smˈaːktən,smaːk - tən,39,12205,6122.0
574,agenten,aːɣˈɛntən,aː - ɣɛn - tən,5043,1385476,467574.6666666667
575,klant,klˈɑnt,klɑnt,5,5,5.0
576,uitgelaten,ˈœytɣəlˌaːtən,œyt - ɣə - laː - tən,12205,805074,269549.5
577,accountants,ˌɑkkʌʊntˈɑnts,ɑk - kʌʊn - tɑnts,106,40174,13541.0
578,ananassen,ˈaːnaːnˌɑsən,aː - naː - nɑ - sən,2563,1385476,409673.25
579,zakken,zˈɑkən,zɑ - kən,3365,374698,189031.5
580,gistermiddag,ɣˈɪstərmˌɪdɑx,ɣɪ - stər - mɪ - dɑx,3556,98840,42324.25
581,uur,ˈyr,yr,40774,40774,40774.0
582,uitnodigt,ˈœytnˌoːdɪxt,œyt - noː - dɪxt,20015,235788,98200.33333333333
583,gearresteerd,ɣəˌɑɾrɛstˈɪrt,ɣə - ɑɾ - rɛ - stɪrt,2239,805074,230516.5
584,arrogante,ˌɑɾroːɣˈɑntə,ɑɾ - roː - ɣɑn - tə,2066,995799,258100.5
585,wijnen,ʋˈɛɪnən,ʋɛɪ - nən,114157,257062,185609.5
586,stationshal,stˈaːʃɔnshˌɑl,staː - ʃɔnsh - ɑl,4,129004,44703.0
587,lekkers,lˈɛkərs,lɛ - kərs,7544,88834,48189.0
588,viel,vˈil,vil,856,856,856.0
589,wees,ʋˈeːs,ʋeːs,1,1,1.0
590,veel,vˈeːl,veːl,323,323,323.0
591,elektriciteit,ˌeːlɛktrˌisitˈɛɪt,eː - lɛk - tri - si - tɛɪt,5893,1389684,311519.8
592,tip,tˈɪp,tɪp,276,276,276.0
593,goot,ɣˈoːt,ɣoːt,105,105,105.0
594,typiste,tˈipɪstə,ti - pɪ - stə,1450,247036,107498.66666666667
595,gooi,ɣˈoːj,ɣoːj,60,60,60.0
596,uitsterven,ˈœytstˌɛrvən,œyt - stɛr - vən,15305,278838,176643.66666666666
597,reclame,rɛklˈaːmə,rɛ - klaː - mə,19595,112511,57812.666666666664
598,goud,ɣˈʌʊt,ɣʌʊt,1,1,1.0
599,kees,kˈeːs,keːs,846,846,846.0
600,tekent,tˈeːkənt,teː - kənt,18680,23567,21123.5
601,vaak,vˈaːk,vaːk,3,3,3.0
602,vluchtte,vlˈɵxtə,vlɵx - tə,681,995799,498240.0
603,gulden,ɣˈɵldən,ɣɵl - dən,231,7143,3687.0
604,fruitige,frˈœytəɣə,frœy - tə - ɣə,130,995799,600334.3333333334
605,jaloers,jaːlˈurs,jaː - lurs,1903,3110,2506.5
606,besteden,bəstˈeːdən,bə - steː - dən,7143,55478,27881.333333333332
607,mogen,mˈoːɣən,moː - ɣən,78844,444799,261821.5
608,knappe,knˈɑpə,knɑ - pə,2483,248372,125427.5
609,haalde,hˈaːldə,haːl - də,17114,208410,112762.0
610,eerder,ˈɪːrdər,ɪːr - dər,1409,50286,25847.5
611,uitstekend,ˈœytstˌeːkənt,œyt - steː - kənt,18680,235788,103315.33333333333
612,kopen,kˈoːpən,koː - pən,64130,179724,121927.0
613,delinquent,dˌeːlɪnkvˈɛnt,deː - lɪnk - vɛnt,78,16665,5948.333333333333
614,nauwkeurig,nʌʊkˈøːrəx,nʌʊ - køː - rəx,836,2697,1744.6666666666667
615,diefstal,dˈifstɑl,dif - stɑl,869,4435,2652.0
616,panda,pˈɑndaː,pɑn - daː,1583,15995,8789.0
617,klas,klˈɑs,klɑs,4,4,4.0
618,deflatie,dɛflˈaːtsi,dɛ - flaːt - si,88,48208,20688.0
619,uitbracht,ˈœytbrˌɑxt,œyt - brɑxt,9390,235788,122589.0
620,viert,vˈirt,virt,245,245,245.0
621,aangiftes,ˈaːnɣɪftˌɛs,aːn - ɣɪf - tɛs,1756,3667,2983.0
622,plezier,pleːzˈir,pleː - zir,1573,6109,3841.0
623,friesland,frˈislɑnt,fri - slɑnt,1861,2223,2042.0
624,aanlopen,ˈaːnlˌoːpən,aːn - loː - pən,1756,179724,107770.66666666667
625,bram,brˈɑm,brɑm,17,17,17.0
626,steelt,stˈeːlt,steːlt,686,686,686.0
627,rector,rˈɛktɔr,rɛk - tɔr,8952,13351,11151.5
628,naakte,nˈaːktə,naːk - tə,483,995799,498141.0
629,overvaller,ˌoːvərvˈɑlər,oː - vər - vɑ - lər,18475,61458,39385.0
630,vlotte,vlˈɔtə,vlɔ - tə,42,995799,497920.5
631,rent,rˈɛnt,rɛnt,1319,1319,1319.0
632,europese,ˌøːroːpˈeːsə,øː - roː - peː - sə,2754,63448,30490.75
633,grondstoffen,ɣrˈɔntstɔfən,ɣrɔnt - stɔ - fən,52,8582,3690.6666666666665
634,roos,rˈoːs,roːs,2646,2646,2646.0
635,beet,bˈeːt,beːt,20987,20987,20987.0
636,lijst,lˈɛɪst,lɛɪst,10,10,10.0
637,stof,stˈɔf,stɔf,385,385,385.0
638,werk,ʋˈɛrk,ʋɛrk,7622,7622,7622.0
639,slachtoffer,slˈɑxtɔfər,slɑx - tɔ - fər,1004,6959,4427.666666666667
640,oma,ˈoːmaː,oː - maː,23008,167764,95386.0
641,ontglipt,ɔntɣlˈɪpt,ɔnt - ɣlɪpt,136,170331,85233.5
642,oude,ˈʌʊdə,ʌʊ - də,24454,208410,116432.0
643,verslikte,vərslˈɪktə,vər - slɪk - tə,29,995799,352428.6666666667
644,keuze,kˈøːzə,køː - zə,1701,243958,122829.5
645,wereld,ʋˈɪːrəlt,ʋɪː - rəlt,3661,20153,11907.0
646,begeleid,bəɣəlˈɛɪt,bə - ɣə - lɛɪt,78,805074,275391.6666666667
647,staker,stˈaːkər,staː - kər,4157,5101,4629.0
648,plassen,plˈɑsən,plɑ - sən,7046,125869,66457.5
649,voorkomen,vˈɔːrkˌoːmən,vɔːr - koː - mən,64130,213456,114003.33333333333
650,tor,tˈɔr,tɔr,13351,13351,13351.0
651,kamp,kˈɑmp,kɑmp,18,18,18.0
652,veegde,vˈeːɣdə,veːɣ - də,69,208410,104239.5
653,beroemdheid,bərˈumdhɛɪt,bə - rum - dhɛɪt,1147,21023,8703.0
654,onredelijk,ɔnrˈeːdələk,ɔn - reː - də - lək,2224,320570,200540.25
655,rotzooi,rˈɔtzoːj,rɔt - zoːj,32,1140,586.0
656,onbeleefd,ɔnbəlˈeːft,ɔn - bə - leːft,3632,320570,115075.0
657,wellicht,ʋˈɛlɪxt,ʋɛ - lɪxt,3521,18719,11120.0
658,repareerde,rˌeːpaːrˈɪrdə,reː - paː - rɪr - də,1850,270957,130272.75
659,reizen,rˈɛɪzən,rɛɪ - zən,64717,240675,152696.0
660,fladderen,flˈɑdərən,flɑ - də - rən,73,208410,71714.0
661,geworden,ɣəʋˈɔrdən,ɣə - ʋɔr - dən,7143,805074,309749.0
662,gemaakt,ɣəmˈaːkt,ɣə - maːkt,18228,805074,411651.0
663,kon,kˈɔn,kɔn,75959,75959,75959.0
664,stevige,stˈeːvəɣə,steː - və - ɣə,28168,805074,296240.0
665,onderzocht,ˈɔndərzˌɔxt,ɔn - dər - zɔxt,4488,320570,125114.66666666667
666,meeste,mˈeːstə,meː - stə,87327,247036,167181.5
667,bouw,bˈʌʊ,bʌʊ,1969,1969,1969.0
668,congres,kɔnɣrˈɛs,kɔn - ɣrɛs,43,75959,38001.0
669,dronkaard,drˈɔŋkaːrt,drɔŋ - kaːrt,13,7342,3677.5
670,uitslag,ˈœytslˌɑx,œyt - slɑx,5320,235788,120554.0
671,wanneer,ʋɑnˈɪr,ʋɑ - nɪr,709,4619,2664.0
672,bolletje,bˈɔlɛtʲə,bɔ - lɛtʲ - ə,1046,2281166,762930.3333333334
673,geschilderd,ɣəsxˈɪldərt,ɣə - sxɪl - dərt,3822,805074,274404.3333333333
674,echte,ˈɛxtə,ɛx - tə,338048,995799,666923.5
675,penseel,pɛnsˈeːl,pɛn - seːl,199,5546,2872.5
676,eerst,ˈɪːrst,ɪːrst,16800,16800,16800.0
677,overtreders,ˌoːvərtrˈeːdərs,oː - vər - treː - dərs,15839,61458,39394.5
678,gebracht,ɣəbrˈɑxt,ɣə - brɑxt,9390,805074,407232.0
679,delhi,dˈɛlhi,dɛlh - i,32,3606231,1803131.5
680,indruk,ˈɪndrˌɵk,ɪn - drɵk,5725,214096,109910.5
681,nederland,nˈeːdərlˌɑnt,neː - dər - lɑnt,29339,50286,37197.333333333336
682,spits,spˈɪts,spɪts,6,6,6.0
683,zonnige,zˈɔnəɣə,zɔ - nə - ɣə,1160,805074,282060.6666666667
684,streelde,strˈeːldə,streːl - də,43,208410,104226.5
685,beschuldigde,bəsxˈɵldɪɣdə,bə - sxɵl - dɪɣ - də,1977,208410,59883.5
686,bangerik,bˈɑŋɪːrˌɪk,bɑŋ - ɪː - rɪk,995,240981,81712.0
687,onduidelijk,ɔndˈœydələk,ɔn - dœy - də - lək,2224,320570,133608.25
688,kruising,krˈœyzɪŋ,krœy - zɪŋ,3742,10561,7151.5
689,zoete,zˈutə,zu - tə,22499,995799,509149.0
690,krullen,krˈɵlən,krɵ - lən,17,285422,142719.5
691,piano,piˈaːnoː,pi - aː - noː,32392,1385476,485555.3333333333
692,gebakken,ɣəbˈɑkən,ɣə - bɑ - kən,5095,805074,394955.6666666667
693,gevuld,ɣəvˈɵlt,ɣə - vɵlt,1048,805074,403061.0
694,benul,bənˈɵl,bə - nɵl,32,21023,10527.5
695,overvalt,ˌoːvərvˈɑlt,oː - vər - vɑlt,2808,61458,29091.333333333332
696,blinde,blˈɪndə,blɪn - də,662,208410,104536.0
697,kapper,kˈɑpər,kɑ - pər,1733,22550,12141.5
698,wedstrijd,ʋˈɛtstrɛɪt,ʋɛt - strɛɪt,5869,6213,6041.0
699,verkiezingen,vərkˈizɪŋən,vər - ki - zɪŋ - ən,2451,61458,26417.25
700,geliefde,ɣəlˈivdə,ɣə - liv - də,1844,805074,338442.6666666667
701,verkoper,vərkˈoːpər,vər - koː - pər,22550,64130,49379.333333333336
702,terrorist,tˌɛɾroːrˈɪst,tɛɾ - roː - rɪst,85,32298,11163.666666666666
703,journalist,ʒˌurnaːlˈɪst,ʒur - naː - lɪst,52,124785,42846.666666666664
704,atleet,ɑtlˈeːt,ɑt - leːt,687,17953,9320.0
705,was,ʋˈɑs,ʋɑs,476,476,476.0
706,voelde,vˈuldə,vul - də,4582,208410,106496.0
707,zorgde,zˈɔrɣdə,zɔrɣ - də,1853,208410,105131.5
708,genoegen,ɣənˈuɣən,ɣə - nu - ɣən,31923,805074,427265.3333333333
709,gooien,ɣˈoːjən,ɣoː - jən,1225,23697,12461.0
710,voltallige,vɔltˈɑləɣə,vɔl - tɑ - lə - ɣə,5345,855914,420800.5
711,tennissen,tˈɛnɪsən,tɛ - nɪ - sən,15478,125869,66644.33333333333
712,vierhonderd,vˈirhɔndərt,virh - ɔn - dərt,124,320570,111670.33333333333
713,groenteboer,ɣrˌuntəbˈur,ɣrun - tə - bur,14,995799,332768.6666666667
714,dader,dˈaːdər,daː - dər,15995,50286,33140.5
715,brandstof,brˈɑndstɔf,brɑnd - stɔf,74,385,229.5
716,vakantie,vaːkˈɑntsi,vaː - kɑnt - si,3046,88297,46517.0
717,stijgen,stˈɛɪɣən,stɛɪ - ɣən,757,444799,222778.0
718,kortere,kˈɔrtərə,kɔr - tə - rə,14429,995799,479661.3333333333
719,race,(en)ɹˈeɪs(nl),(en)ɹ - e - ɪs(nl),1169,1637,1397.0
720,door,dˈoːr,doːr,7106,7106,7106.0
721,musicus,mˈyzikˌɵs,my - zi - kɵs,23,32329,17949.333333333332
722,at,ˈɑt,ɑt,17953,17953,17953.0
723,lisa,lˈizaː,li - zaː,33307,111845,72576.0
724,flauw,flˈʌʊ,flʌʊ,1845,1845,1845.0
725,prestatie,prɛstˈaːtsi,prɛ - staːt - si,6122,48208,30316.666666666668
726,broodje,brˈoːtjə,broːt - jə,368,145604,72986.0
727,ruches,rɵxˈɛs,rɵx - ɛs,2419,89243,45831.0
728,perceel,pɛrsˈeːl,pɛr - seːl,199,36585,18392.0
729,bandana,bɑndˈaːnaː,bɑn - daː - naː,10073,124785,50284.333333333336
730,champagne,ʃɑmpˈɑɲə,ʃɑm - pɑɲ - ə,5,2281166,761131.3333333334
731,reus,rˈøːs,røːs,1,1,1.0
732,ontslagen,ɔntslˈaːɣən,ɔnt - slaː - ɣən,11436,444799,208855.33333333334
733,die,dˈi,di,441857,441857,441857.0
