,Count
et,115.0
'slIx,0.0
namt,15.0
'lOmp,125.0
rAd,0.0
sef,1.0
brItS,0.0
'nK,894.0
'klIf,139.0
'f}k,11.0
rAsp,1.0
'Ms,1.0
nald,0.0
vLst,7.0
'bMwt,1172.0
wut,0.0
zwAg,9.0
knOl,0.0
'vlEGd,0.0
kOG,1.0
smEl,67.0
'dinst,4538.0
'l|k,26044.0
d|r,1312.0
sKs,9.0
'sxAGd,0.0
kMs,61.0
'bOks,118.0
slKp,0.0
'gru,47.0
Ins,402.0
xest,53.0
'kram,84.0
'tEt,43.0
sxEts,13.0
dEt,0.0
'plar,273.0
pral,2.0
'sK,2531.0
'k|,6708.0
'log,0.0
'tril,0.0
blar,0.0
'GOn,297.0
d}g,21.0
'fis,1470.0
'vlix,6794.0
strEm,0.0
gOs,0.0
trEs,0.0
'b}rxt,36.0
sAlf,6.0
m|,130.0
Ez,0.0
sxErt,0.0
'zwAN,5.0
'rus,225.0
fOr,8759.0
krOm,0.0
'nip,15.0
'xrM,2.0
wAl,74.0
'pAf,57.0
'sxErp,1121.0
wAx,846.0
'oj,12.0
'stANk,487.0
'jA,4831.0
kOs,1028.0
'smMt,0.0
swer,78.0
hOl,970.0
'dOrst,838.0
'knAs,0.0
word,283.0
'fOn,25.0
Grep,156.0
dex,11.0
'zIGdz,15.0
sme,110.0
'sIk,8.0
pEr,7938.0
'plik,23.0
rOnt,254.0
bOl,272.0
vr@s,0.0
'dOlk,244.0
'zilt,25.0
blIs,0.0
'sEkst,16.0
drONk,15.0
sk}lp,19.0
tSe,13.0
strek,55.0
rKg,0.0
'yw,48241.0
N@l,2328.0
'nKs,4.0
spyw,0.0
'il,9.0
'vr|xt,43.0
'l}m,2.0
'het,14866.0
'trL,508.0
'vraxt,5037.0
'nOx,2526.0
kOps,2.0
fyr,250.0
'vEn,594.0
'd}z,15.0
stref,0.0
'blEn,0.0
nM,114.0
'xlOs,1.0
kAlft,0.0
lEG,3.0
'nord,126.0
bOk,224.0
blAn,0.0
'go,0.0
'pleG,98.0
d@xt,1655.0
'lovz,8.0
'kwAts,0.0
'SmiN,19.0
'l}sk,7.0
'smA,15.0
'zAlv,21.0
'hOnd,3.0
'hAk,396.0
snurt,4.0
trEf,0.0
vlIn,0.0
'mArk,1483.0
vis,7.0
f@,15068.0
sxru,16.0
bAr,738.0
stAG,10.0
'sn}rk,44.0
'nIs,2095.0
h|p,1.0
'vliz,0.0
krus,13.0
kwe,21.0
drIl,1.0
'lExt,12.0
hElm,10.0
'fyt,3.0
'hOts,0.0
'mir,119.0
'prLl,0.0
i,30558.0
'kwOn,15.0
sy,1564.0
san,0.0
tjO,0.0
'tSIl,2.0
v@lz,3.0
'mON,0.0
w}st,153.0
'spyG,8.0
dKn,104.0
trOts,24.0
kra,660.0
'sxin,57369.0
dOm,1513.0
dAks,0.0
f},66.0
'di,325903.0
'trO,3774.0
tKl,1.0
ken,0.0
'Sni,0.0
'Zert,1.0
'hornt,1.0
'z},28446.0
'its,98340.0
'kOrn,163.0
'fet,341.0
nit,61.0
'pr}l,46.0
bEr,295.0
'sxag,23.0
xr},0.0
N@z,1.0
'xart,1.0
'hAj,819.0
zwo,0.0
'fok,7.0
tlAs,0.0
SAn,413.0
vrMws,0.0
'kaj,43.0
ker,720.0
'klEdz,0.0
'ak,5.0
stLp,0.0
'kMs,98.0
'twIn,2636.0
'l}G,75.0
'smE,537.0
sxrIg,13.0
fem,0.0
'wEldz,3.0
'd|n,81.0
plar,11.0
GAt,360.0
'trAm,89.0
'INkt,335.0
'stOg,40.0
frik,14.0
pAkt,106.0
'spIN,0.0
jAn,27.0
GrIp,25.0
'f}t,38.0
'rIps,0.0
kOmp,0.0
'm|x,13.0
'jAg,0.0
'kif,0.0
'flAp,4.0
G@l,11488.0
t@r,199618.0
p}ndz,0.0
'j@,1600888.0
'mul,0.0
'dOn,9337.0
'sun,759.0
tef,2.0
'sIt,5.0
bIn,396.0
'GAlm,0.0
'fIts,1.0
'vo,6774.0
'sOf,51.0
stry,431.0
'swItS,14.0
as,260.0
bin,0.0
fli,154.0
zif,4.0
'kIzd,0.0
'wrak,2004.0
'spOrd,17.0
'spen,31.0
s@l,5860.0
'ets,0.0
lAn,1163.0
'sxOg,5.0
'sxOt,130.0
falt,5.0
bAt,1589.0
'p|t,17.0
lANk,6.0
'spent,11.0
flANk,2.0
'lEp,31.0
paps,0.0
wAm,13.0
'sxOdz,0.0
m@t,71.0
'wAxt,37493.0
'twIs,105.0
'tEm,1808.0
'knir,0.0
'tsIn,3.0
'strI,451.0
G@m,231.0
'styrt,2.0
'vlMw,0.0
'brLdz,16.0
wakt,0.0
I,2648.0
'hox,10716.0
'Kl,22.0
ni,18731.0
sOp,10.0
'truN,3.0
'speN,0.0
'zew,0.0
'drom,5080.0
'dIkt,32.0
'dex,81.0
'lAmz,27.0
plL,38.0
'karz,0.0
fes,42.0
bruj,0.0
'spyx,342.0
'stult,6.0
'klIntS,15.0
'fIlm,8412.0
'pEnt,31.0
'pib,0.0
mErk,365.0
'dits,0.0
'flEns,11.0
'bek,152.0
'lIk,39.0
'tSA,0.0
l}xt,415.0
'bEnd,7.0
'klAp,1362.0
wes,7.0
vIks,9.0
prAk,373.0
'tuN,0.0
mOr,5541.0
pEst,38.0
snIt,7.0
m)l,0.0
lI,783.0
b@nt,3.0
'tSIps,409.0
tj@s,2080.0
'Sow,2523.0
'fAks,0.0
nOt,2.0
'ZEk,0.0
'tAjp,3.0
'sxrAm,72.0
'brOns,67.0
plur,0.0
vl}x,12.0
low,55.0
'prAt,20.0
'kEzd,7.0
'sxar,279.0
streps,0.0
mEtS,6.0
krOn,7.0
ZAn,0.0
'SI,41.0
'rIts,191.0
'kAmt,37.0
'pAN,148.0
wers,4.0
GIps,0.0
bo,4911.0
'sxa,6113.0
'grin,332.0
'rEsk,6.0
'mKl,719.0
'dInz,1089.0
blat,0.0
n}x,9.0
'frI,143.0
stan,4798.0
'vAxt,145.0
'lAN,44516.0
mElg,0.0
'kOts,216.0
'spig,5.0
ramt,0.0
'_Et,256.0
tut,15.0
'plANk,655.0
pIn,61.0
kwin,0.0
'v}t,0.0
'ZEl,78.0
kort,13.0
'dK,855.0
'gAm,3.0
hIN,0.0
SIN,0.0
'mIz,3406.0
'knOf,220.0
pn|,8.0
zoG,1.0
r@,255397.0
mElk,250.0
'dOr,652.0
'slIst,1573.0
leb,0.0
'ron,0.0
'sprEN,17.0
'jOl,5.0
'zwIk,11.0
'kroN,46.0
'Z),38.0
'tafs,0.0
'zir,5884.0
'paj,6.0
'dOft,6.0
'hEsp,4.0
k@lt,1328.0
kOf,0.0
'vrEk,59.0
'lops,49.0
'stref,0.0
'fEr,87.0
'jol,563.0
'drus,0.0
b@,395542.0
'GOmt,0.0
Egz,2.0
fAxt,2.0
'stES,11.0
'kI,1482.0
'wikt,0.0
'hud,0.0
'tAgd,0.0
bret,33.0
'writ,0.0
'sxOm,2.0
'pOrt,2182.0
'tr}k,1541.0
'fOz,0.0
'smL,0.0
knAk,0.0
hak,39.0
'smIdz,0.0
bMwt,8.0
spok,0.0
'Edz,0.0
'lAjf,716.0
jet,0.0
'rEg,23.0
'vLlt,52.0
'wENg,44.0
m@s,187.0
'NIn,2624.0
sAp,321.0
t@nd,0.0
'San,0.0
drAN,57.0
'xrAf,1775.0
delz,3.0
'blift,31518.0
'fOg,2.0
'stexs,0.0
klis,3.0
dwep,0.0
slav,4.0
jys,789.0
vris,26.0
r}rx,57.0
'smed,6.0
'slAG,460.0
vEt,51.0
'vot,12.0
frIk,3.0
t)r,4.0
skro,0.0
'trax,449.0
bla,1525.0
'gOt,0.0
ur,0.0
'slKg,0.0
'zArt,42.0
rOf,0.0
'zuk,12808.0
'sId,396.0
'trOmp,1.0
lars,30.0
'lwar,0.0
wI,1396.0
'wKl,7579.0
'vElG,0.0
zOrx,365.0
'kEmp,78.0
s}xt,326.0
'tir,1303.0
'A,137491.0
drix,0.0
GEns,12.0
tEs,830.0
v}m,2.0
kOmz,3.0
'j),3.0
'klEb,0.0
t|s,63.0
'Af,86276.0
'skyr,23.0
'kaN,3.0
'Mts,76.0
dib,0.0
'tref,0.0
'kOs,2130.0
sErt,27.0
'm|rt,39.0
'bles,0.0
'tErn,97.0
stOl,7.0
'tEkst,888.0
kErk,32.0
ANst,399.0
stOrm,189.0
'skry,0.0
'nIpt,44.0
'rir,297.0
'Arm,3847.0
platst,10.0
kwAr,1574.0
stil,0.0
wrK,32.0
'suns,4.0
'vrOn,28.0
'xElt,34895.0
sxAt,118.0
w@ns,4168.0
lES,0.0
'kEt,1496.0
dan,2067.0
'kuns,0.0
syr,86.0
'ris,11.0
wIs,222.0
sIft,0.0
'bist,0.0
'dOp,243.0
dOrp,40.0
'ZwA,27.0
stod,0.0
lOk,28.0
xans,30.0
'wAst,1.0
tron,19.0
'sxMt,3.0
'xo,4172.0
'rop,55.0
'Ardz,0.0
kop,2765.0
xruj,14.0
'kEm,439.0
'tSIp,635.0
'filt,0.0
'na,56184.0
'kr}lt,10.0
'sxid,72.0
'klaG,203.0
'hKn,23.0
blu,342.0
tEt,6.0
'kn}l,2433.0
'mudz,0.0
'sn|,178.0
'tut,180.0
vorts,55.0
'pre,550.0
lAg,0.0
'koks,9.0
kru,47.0
tAx,0.0
'wEN,26.0
'sAk,4.0
'dux,57.0
'rOg,1.0
pEn,1876.0
'krOp,18.0
'rAlt,22.0
'kAS,47.0
sxet,131.0
'G}nt,0.0
'brOS,73.0
'jArx,20.0
'kam,0.0
krO,25.0
'nMw,260.0
'zwem,10.0
'zi,13685.0
fMn,19.0
'gar,20.0
'sprew,22.0
'stMw,0.0
'not,2432.0
'mEndz,0.0
stEn,38.0
'_e,0.0
'kax,0.0
'naN,16.0
'sxrIg,30.0
weg,0.0
'zilz,0.0
'stEm,4183.0
'zon,20586.0
'brAm,14.0
'fAzd,3.0
stAts,0.0
SAm,1546.0
'bruk,3157.0
'hops,0.0
jAN,4.0
'fLt,0.0
'pKb,0.0
'strEtS,16.0
r}x,138.0
'nEzd,0.0
'twKx,15.0
'xIf,875.0
kwEn,21.0
psAlm,0.0
'rExt,11680.0
bik,0.0
krANk,1069.0
vKn,0.0
'krKGz,3.0
'lKvs,0.0
'brEt,0.0
klI,52.0
'rur,710.0
'jit,379.0
'bAn,277.0
slIn,0.0
'sk}l,49.0
'xud,539.0
'jars,408.0
pto,0.0
Z@,9943.0
Ert,3.0
bErG,93.0
p}lk,0.0
b@lt,1.0
'zwArt,2606.0
lIks,13.0
'sEnd,253.0
zEt,1757.0
dE,522.0
tart,622.0
'ew,1103.0
'vlKm,34.0
dKs,3.0
'GArx,1.0
'k}n,1276.0
vit,1.0
hax,0.0
'zAlf,75.0
'drEns,1.0
'knEGdz,0.0
'sxeps,137.0
'fEs,217.0
xoj,7.0
'Ert,30.0
'kwInt,4.0
b),0.0
'bixd,0.0
'krLp,19.0
stat,42.0
'jOp,0.0
slOmp,13.0
'z@n,46345.0
zINk,0.0
'bligz,0.0
'strEN,591.0
'norts,2.0
'xrK,846.0
Gut,1795.0
'SOt,303.0
tOs,14.0
'x}lp,77.0
bi,19252.0
dIt,545.0
'kr}g,0.0
'z}s,9739.0
sLd,14.0
'zo,198167.0
'vlot,576.0
sl}r,3.0
Sef,3.0
ars,0.0
jan,0.0
'stElt,3920.0
'xlO,1.0
'mAzd,0.0
'rKk,4198.0
'tEmp,1.0
'pArs,1.0
'xruv,0.0
'b|rt,1834.0
'zwEm,1245.0
jes,0.0
'kOxt,4.0
'fIst,54.0
nyt,1.0
sxAlk,121.0
'hug,0.0
'haks,228.0
'fInt,0.0
kEl,216.0
'rAd,25.0
wet,2.0
'spi,2140.0
'GrEnz,0.0
flAx,0.0
'smOk,42.0
bINk,0.0
'gur,0.0
'fl|r,68.0
'kl|r,1927.0
'spy,217.0
'glE,71.0
'kitS,16.0
bEks,0.0
bun,0.0
'blar,10.0
'laxs,0.0
'lIN,1323.0
'lAf,1273.0
hywt,0.0
fAl,719.0
klMw,2.0
'platst,621.0
'lLs,28141.0
'wOnt,3330.0
rKm,2.0
'kot,86.0
'krin,2.0
'kErzd,181.0
prKz,0.0
'mErG,1.0
'zwIt,0.0
f@rs,2.0
'bluws,137.0
'kagz,0.0
'lj|,264.0
'krif,0.0
warts,1267.0
'as,462.0
'dr},1852.0
'flIts,162.0
vr|xt,0.0
'pIz,13.0
mAjs,0.0
'xril,0.0
'r|s,426.0
'slIs,0.0
z@rz,3.0
'xest,4189.0
'xen,173477.0
tOpt,3.0
'stOrd,23.0
'wIx,119.0
spExt,0.0
tOj,2.0
'fM,38.0
'gr),101.0
'w|s,83.0
vra,243.0
hor,80.0
zAg,0.0
mAst,21.0
'kErs,82.0
'xA,397.0
'brLts,227.0
'vra,20238.0
spL,69.0
t@ls,0.0
Gj|,0.0
hMdz,7.0
'droG,46.0
'knOl,50.0
'peN,0.0
kord,0.0
'dwi,5.0
'Grot,33.0
'stAx,58.0
hEks,2.0
'bens,0.0
brEm,0.0
nits,0.0
sIp,12.0
blEs,0.0
'hAlv,221.0
h}n,12.0
kl@,73.0
'plEd,0.0
sxAp,11455.0
'Ste,6.0
'blI,301.0
'krim,0.0
'lo,64140.0
'jom,12.0
bos,97.0
'do,10692.0
'nots,239.0
'rIst,887.0
'dju,289.0
'zwan,87.0
'drA,26.0
sxEl,70.0
'bent,0.0
'snAp,9622.0
sxruft,5.0
'vrANk,1.0
xAst,269.0
hArk,0.0
Glast,0.0
'hEls,49.0
krOxt,2.0
'klLz,9.0
lAS,16.0
haj,22.0
sAs,0.0
lAns,42.0
'naj,111.0
'xrAxt,59.0
'GAN,159.0
'spIts,144.0
'sOrt,4.0
'hEG,14.0
jOm,30.0
dop,25.0
'gem,219.0
'brLgz,0.0
kINz,410.0
'spON,1.0
lAjn,266.0
'sx}t,232.0
'tSenS,15.0
@m,15.0
'pest,0.0
sxEr,199.0
'zAG,1.0
'gust,2.0
daG,0.0
'vlErkt,0.0
'brEs,30.0
'stuf,0.0
'kEnt,4835.0
'pfAj,18.0
'rud,0.0
'sl|f,4.0
'n|t,136.0
xron,0.0
'strAg,0.0
'tEnt,2415.0
nK,81.0
fOnt,5.0
'AN,435.0
tA,598.0
'sx}r,293.0
'zelt,1.0
sx}p,0.0
'vAr,1405.0
'Ad,0.0
kON,1882.0
'slI,4091.0
ens,26.0
'knEr,0.0
'kOst,3724.0
'nAs,16.0
d},118.0
'bals,1.0
jOs,57.0
spu,267.0
'tAnd,643.0
stup,0.0
'pIps,61.0
l|t,4.0
'trem,0.0
'zig,29.0
d|,8.0
'tLN,19.0
sAlm,0.0
tral,0.0
b}rxt,0.0
kl|r,12.0
sart,0.0
wIm,13.0
star,1.0
bL,1376.0
'bOr,1972.0
vor,41977.0
'pal,366.0
'trer,1.0
'drad,37.0
'rKd,1.0
'snErt,3.0
'wKts,5.0
lup,0.0
fErz,3.0
'dOxt,2.0
'klir,81.0
drAxt,2466.0
v@l,3584.0
'krENkt,93.0
nAs,503.0
'pus,866.0
'lKst,2925.0
Akt,0.0
'zuf,8.0
hArd,395.0
pEnts,1.0
'vrind,0.0
trop,0.0
'wrAN,16.0
'sxEpt,18.0
n@,266696.0
'vu,10009.0
lAm,40.0
'zwo,414.0
'wrut,3.0
'mErx,31.0
zil,29.0
w@z,0.0
't|x,38.0
'zOn,31677.0
'jEk,6804.0
prEG,1.0
G|r,3.0
'mEnts,47.0
'prAj,591.0
'Sans,0.0
'Ets,15.0
klAk,4.0
rANz,0.0
'mIl,2.0
'xry,394.0
swI,0.0
vOr,97.0
'bMd,0.0
sxMt,0.0
vro,0.0
'twern,0.0
'GMw,11.0
'slLt,1273.0
x@l,1915.0
mEs,493.0
'stOrt,595.0
wEns,6.0
tr@s,0.0
'h|l,8.0
'dIGd,28.0
'tLs,18006.0
'zAN,236.0
z@n,5.0
'wrIkt,0.0
wInst,192.0
dot,296.0
'xox,0.0
pOg,5.0
grAn,8.0
kes,471.0
'or,13437.0
'kraxt,0.0
'Ak,2443.0
pKm,0.0
'lex,3109.0
'xlad,0.0
zAnt,83.0
'pAg,2.0
'mAGdz,5.0
'fjOr,0.0
bra,1371.0
'bus,2.0
'strE,258.0
'xIl,682.0
'zO,1216.0
'pruzd,0.0
'sx}b,0.0
'r}S,51.0
'bErt,0.0
mats,0.0
hovd,9.0
'lEst,18.0
'wor,5754.0
vojst,0.0
'p}nS,127.0
frOst,21.0
'sxrom,17.0
'kAst,418.0
'sxOl,24.0
jANk,0.0
'mIn,8256.0
'klIb,0.0
j@,145311.0
drOG,0.0
hIr,6.0
'bArk,6.0
'wag,0.0
p}Nk,89.0
'Ernst,255.0
'nart,0.0
'kest,1.0
frI,336.0
w@rt,81.0
'trEntS,3.0
fAk,176.0
m|rt,13.0
'lit,2858.0
'fEkt,5567.0
nAst,1.0
e,13352.0
prEd,6.0
'slExts,3846.0
prIs,2.0
lod,0.0
'waf,0.0
'terts,0.0
'dwKl,73.0
'frAns,4.0
lKmt,0.0
'klaf,20.0
tAk,368.0
dad,160.0
'pl}k,128.0
'xlAz,5.0
'dEm,39.0
'kwK,116.0
'w}lp,2.0
jEl,0.0
'p}N,19.0
'rIns,1.0
GOz,0.0
l}k,5240.0
dMw,11.0
'pElz,0.0
slip,1.0
'bruks,12.0
mKt,215.0
zIG,5234.0
'rK,19370.0
'xOn,81.0
'smO,382.0
'hLs,39682.0
sOls,0.0
'b}xt,1.0
'drax,81.0
spelt,0.0
'vuxt,400.0
vlEk,150.0
kOmst,7472.0
'hAgd,50.0
'xom,0.0
tIs,123.0
'tors,0.0
'reks,291.0
nINz,23.0
'jAn,1204.0
GIft,29.0
hL,81.0
'knet,0.0
'vist,0.0
sxak,137.0
'tr},88.0
bE,826.0
prA,0.0
'sxOd,0.0
niw,534.0
'tS|s,191.0
'tSAj,0.0
'bix,233.0
'lert,4099.0
'sxrew,950.0
wus,1307.0
'zIts,0.0
'h}rk,1.0
'oGzd,0.0
lEn,170.0
'luS,77.0
'dAn,192782.0
klKn,146.0
'plas,3.0
'drOps,5.0
lLs,395.0
't}rf,24.0
sxOts,13.0
'bOnts,6.0
slLs,86.0
t|,25.0
sIst,0.0
dANk,4.0
'x}m,21.0
'pn|,0.0
vOnd,589.0
xruf,0.0
tIg,0.0
'kOp,12071.0
'dLms,0.0
rAn,1273.0
'xKk,0.0
'kAN,1061.0
'bLx,40.0
dAG,1157.0
bEdz,0.0
'vlez,4.0
'sOrp,6.0
'dEf,91.0
't@,343019.0
'ket,51.0
djIr,0.0
mIst,0.0
pL,10.0
kAN,115.0
wK,2383.0
'pard,162.0
'blMw,1559.0
'fl)r,41.0
'trEv,13.0
duks,0.0
'sEd,0.0
wis,0.0
fr}s,233.0
net,2.0
art,1108.0
zKn,619.0
'fErm,8.0
'fMt,7278.0
zEn,598.0
d}m,29.0
d@,515645.0
'twe,51758.0
spor,134.0
'GlI,0.0
flis,66.0
'fri,33.0
kot,20.0
dIx,33.0
hEr,9292.0
kep,1.0
'vEGdz,0.0
'Gaj,145.0
'her,11772.0
'smKt,0.0
GrIm,58.0
'vlOkt,0.0
'bOrG,0.0
'xlLps,0.0
t@rn,131.0
'krEk,264.0
GrKn,1.0
'bug,14.0
buk,2245.0
'mElt,461.0
wont,4.0
slaf,16.0
's}rtS,238.0
'sm|r,0.0
Ob,1007.0
'vret,143.0
spirt,0.0
'nim,437.0
krLk,1.0
'trEnt,210.0
dol,6.0
'drox,988.0
'st}x,55.0
'tyrs,0.0
mur,17.0
bat,37.0
'blEt,101.0
'j|xd,2.0
'baN,0.0
sp}n,0.0
'_Es,336.0
'hIs,0.0
jEnt,0.0
'pAr,349.0
'stEn,716.0
'klEn,138.0
brAm,1.0
'staN,0.0
'kri,873.0
k}s,2025.0
'vut,4228.0
'su,206.0
'prAN,0.0
'pA,20342.0
Grut,2.0
S@,2415.0
darz,0.0
'blANk,735.0
'wEnt,1604.0
'niwt,646.0
'Grik,0.0
'jo,2602.0
'za,9408.0
'xIx,15.0
'rKks,113.0
'kKn,94.0
'mAls,49.0
vri,38.0
'lEn,3384.0
'trAkts,0.0
'xOk,721.0
bis,326.0
'klMs,73.0
'drAN,227.0
'xrInt,30.0
'pEk,53.0
sxKts,153.0
dOr,130.0
j}rk,228.0
'til,446.0
'nef,2120.0
'S}n,3.0
'plak,5.0
'hL,5729.0
'lLd,40.0
'Guns,0.0
pj@s,82.0
wErps,0.0
Go,1742.0
sMt,55.0
rINz,172.0
'wrAt,38.0
sxOd,0.0
lOfts,11.0
'tAj,1080.0
blo,10.0
'vI,3701.0
'stem,57.0
plats,2617.0
dem,9.0
vitS,6.0
'xrEns,1740.0
'tSum,0.0
'Ks,1842.0
lad,0.0
'rIl,58.0
'stINk,4.0
vl|,28.0
'stArd,63.0
'st}m,70.0
drEx,0.0
'dra,12790.0
'mO,2320.0
p}N,0.0
'prONg,0.0
lIGd,1.0
'dat,11287.0
d@k,0.0
t@rz,32.0
tr|,48.0
p}nS,0.0
'fut,36.0
'hAs,14.0
'mem,0.0
'kErk,4082.0
'slOp,20.0
hAns,23.0
xIts,28.0
klOg,0.0
'kEst,190.0
'blKt,148.0
'slKkt,0.0
}p,0.0
'pEm,0.0
'prOmpt,10.0
'prONk,23.0
'fe,800.0
'lirs,2.0
'stAp,5539.0
'lIp,451.0
blInt,77.0
'GrIbz,0.0
z}x,0.0
Goj,9.0
hix,0.0
'sIn,132.0
'kwIst,2.0
'zwaj,266.0
mis,487.0
'plOk,1.0
GrInt,0.0
'krEN,950.0
'gK,51.0
'hAnts,175.0
'sEf,1036.0
hAp,2.0
xlIp,0.0
'prEnd,1.0
'wIn,2291.0
sxam,8.0
wik,5.0
fAs,0.0
'GnI,4.0
prAxt,0.0
nor,0.0
d@lz,15.0
'luk,167.0
'knap,383.0
'tAr,197.0
'sIxt,0.0
nAGd,0.0
'Ef,399.0
'hEmts,0.0
'wIG,13.0
'slAt,0.0
'f}l,290.0
frEk,0.0
flMw,0.0
'hEnt,0.0
zEk,9.0
s@x,425.0
'knIp,368.0
Gyr,101.0
pEks,7.0
'dAns,2011.0
'ozd,17.0
'k}zd,2.0
'tSOn,1300.0
wElt,14.0
plex,49.0
brEN,52.0
'sxElp,59.0
'r|k,85.0
'stom,386.0
's}p,56.0
'kOr,837.0
'drEn,1.0
bANk,1960.0
'plex,803.0
'tEns,264.0
s@ms,14.0
'k}l,498.0
lAxs,0.0
n@l,1533.0
So,4786.0
trEt,29.0
'wOt,501.0
'skM,18.0
'myn,235.0
'b)r,77.0
xOrs,0.0
trIkt,20.0
hArs,3.0
'mAl,392.0
pOk,2.0
'trAgd,27.0
'xly,217.0
xIps,1.0
'flap,12.0
l}nS,14.0
f@lt,519.0
vIlt,0.0
'sx}pt,2.0
Olm,0.0
'wan,932.0
sOrs,0.0
'xl|f,35.0
'krEnt,67.0
Ax,9495.0
stElt,480.0
hArp,0.0
'vlOt,307.0
'tOps,7.0
tSMw,4.0
'dKgz,0.0
f@l,6556.0
'zwEt,14.0
strA,32.0
'vE,854.0
'w}lps,5.0
vOnts,0.0
frA,18.0
t@rt,657.0
'hMd,47.0
O,7302.0
spir,32.0
'dik,20.0
br@,33.0
sInt,26.0
'Ger,123.0
'xriks,0.0
'drINg,24.0
'wers,38.0
'Gj|s,169.0
'stIxt,309.0
'xep,0.0
hoft,1274.0
sfer,29.0
sprok,0.0
'hLft,0.0
'kMw,509.0
'vErt,20.0
'gOj,6.0
'krAp,180.0
'Sun,1126.0
s@ls,16.0
dels,125.0
Glu,1.0
'ruk,2.0
'hAf,108.0
'zwEr,444.0
'vlEt,0.0
'mArkt,919.0
gOn,6.0
drOn,2.0
stK,401.0
'fK,2021.0
'dodz,770.0
'jarz,0.0
'bInt,2.0
'frAnz,0.0
sAt,117.0
stArt,0.0
f}Nk,298.0
bAl,2647.0
lAx,689.0
'smad,0.0
'fil,521.0
st@nt,0.0
'fuf,0.0
'hEnts,33.0
'Ges,36.0
tj@r,7.0
'prAk,609.0
kn}l,6.0
'dem,34.0
b}x,4.0
'jObz,0.0
'mon,74.0
'xrAm,280.0
'slEks,0.0
'prOn,0.0
'kip,9.0
sil,5.0
dEl,148.0
'spAts,46.0
krax,10.0
'plEx,204.0
nam,7940.0
jIN,133.0
'burt,17.0
p},173.0
fest,1381.0
'j}t,17.0
'klAm,58.0
kr}k,33.0
'smort,31.0
tSes,2.0
'rKzd,0.0
mEts,0.0
horns,0.0
m@ls,251.0
wOlf,231.0
'Gluj,0.0
zKk,2.0
'_A,0.0
'v|r,3.0
'frOnt,527.0
blem,176.0
SIm,0.0
krLn,1.0
'l)r,978.0
ply,142.0
'spIxt,0.0
tSAk,0.0
'lKnz,0.0
zo,53835.0
sIndz,737.0
'vlE,307.0
'jEns,0.0
'duk,446.0
bidz,0.0
'fr|,0.0
slEx,0.0
ket,1.0
'sxIkt,1062.0
'pElst,0.0
N@rd,0.0
zIs,39.0
'tarts,0.0
'b}k,0.0
'byn,72.0
'tyn,2.0
'beld,35.0
d@rd,20.0
rak,17.0
'sxen,140.0
'frAG,15.0
mK,9.0
'wErkt,50.0
st@,33054.0
bOts,0.0
'kra,1009.0
zon,757.0
'tAnts,20.0
'sten,1886.0
'fKd,0.0
SIn,0.0
'zKnz,0.0
'kwi,247.0
'tOt,91.0
'spOj,3.0
'drer,0.0
kraft,13.0
pMs,3.0
'kOzd,293.0
'sIts,0.0
'wid,0.0
'sonz,7.0
'zwef,64.0
N@s,192.0
'wEnst,319.0
'klOn,8.0
'rLn,22.0
wunz,0.0
'brLks,50.0
'klem,161.0
'SIrp,0.0
swaj,0.0
'traG,0.0
'sxep,54.0
worts,0.0
'wAl,2580.0
k@rs,492.0
'xr),0.0
'fr),0.0
mKn,2514.0
'stet,58.0
'xInts,108.0
'lLdz,21.0
son,577.0
'vlIn,280.0
drEn,0.0
'dLn,18.0
saG,0.0
lINs,419.0
'sirz,0.0
trMwt,9.0
'pry,20.0
tif,688.0
sxElp,5.0
'plot,0.0
'rOdz,25.0
'sm},130.0
'w}s,764.0
'vInt,107.0
'b}l,205.0
zwort,0.0
'biz,0.0
'sxul,3.0
bris,1.0
famt,0.0
kOn,21455.0
tik,77.0
'le,117121.0
'Oks,0.0
'SOm,0.0
'kwat,6985.0
'rEmt,24.0
st|nt,0.0
sIx,132.0
'kloj,30.0
'dolt,1.0
GElt,1209.0
byrt,91.0
wINz,1.0
xlAt,3.0
'xOrt,99.0
x},0.0
'vlukt,525.0
v@N,2.0
'hLz,558.0
'vEst,387.0
sit,2.0
'trONk,0.0
'blom,0.0
xOd,6.0
'GrOl,0.0
sOl,2483.0
juN,0.0
S@r,274.0
'Glyr,7.0
pif,1.0
'hONk,216.0
'spElt,127.0
'vINk,24.0
frAx,0.0
'bErm,30.0
drAjf,10.0
'vor,339085.0
SpEl,1.0
'wOtS,2.0
'Apt,51.0
'Arms,0.0
'sals,0.0
'tMr,6.0
bAm,8.0
'nEdz,1.0
'hoxt,132.0
fAndz,0.0
x@r,131.0
'_ip,337.0
wOl,19.0
dIp,1.0
part,340.0
'jEn,388.0
'nArx,26.0
'stIkt,96.0
d@lt,179.0
'rAG,63.0
sm}k,8.0
kwAst,4.0
GlAn,0.0
vIts,0.0
sli,0.0
fux,0.0
hOm,0.0
'skrIpt,842.0
'bEnt,3467.0
'tA,887.0
log,16.0
'spiz,0.0
'zIxts,159.0
dos,214.0
bOr,689.0
'tAkt,4731.0
kym,0.0
kans,0.0
'gEd,140.0
xMd,0.0
'hust,126.0
sAG,19.0
'kaf,0.0
trAp,181.0
sxIkt,0.0
'frit,149.0
'rAspt,1.0
hust,11.0
'strim,6.0
xlu,26.0
vKl,18.0
'sMst,1.0
fud,5.0
'dAr,127.0
