,Count
mEN,4.0
'zKk,930.0
ziz,0.0
'klOg,0.0
'hOrm,0.0
'xAt,2396.0
'kArm,0.0
tAst,20.0
'hE,152817.0
'mK,2630.0
'mIlk,71.0
'xars,0.0
'x|s,0.0
drOk,0.0
tAm,93.0
'sna,103.0
w@r,571.0
'bir,3941.0
pINs,118.0
tun,1.0
flI,13.0
'rIk,15.0
kli,898.0
'kApt,71.0
'rArx,0.0
bANg,3.0
xud,31.0
'mInt,91.0
'tArn,3.0
'snK,1217.0
'xor,130.0
'kwEr,0.0
'stop,0.0
't}rx,0.0
vlAs,0.0
flAk,28.0
stOn,0.0
'lAz,9.0
'krOxt,1.0
'dr}g,42.0
vrut,0.0
splK,2.0
'ret,1841.0
'vuG,68.0
'ral,5609.0
'von,0.0
'hONg,628.0
'lAjnz,0.0
'klyt,0.0
'ju,3717.0
z},0.0
'dKg,0.0
'wrA,0.0
'nOm,0.0
'snElt,39.0
'wAlx,219.0
G@z,1.0
'br}t,2.0
'st}ks,0.0
'son,7352.0
'wArs,47.0
b}p,0.0
'klof,186.0
'strEkt,151.0
pr}t,0.0
frM,84.0
'wart,4975.0
'sxrIk,619.0
'praxs,0.0
'gEk,2.0
'kOlk,7.0
hEv,0.0
'pIN,127.0
mMs,0.0
flAN,3.0
lir,84.0
't|r,6424.0
'h}lk,85.0
nidz,0.0
'dopt,0.0
'An,50151.0
'hAkt,362.0
'stEN,5.0
'xIft,215.0
oxst,15.0
'pup,219.0
xr@,0.0
'hLst,3.0
'kl|m,0.0
sIr,282.0
t@nts,3.0
'draj,3061.0
'nOrm,2087.0
'dM,1.0
'zwENkt,0.0
'b},1174.0
lId,0.0
Sur,11.0
strAN,0.0
'd)r,109.0
'vlOn,0.0
'wAlt,0.0
'pra,28286.0
st|n,59.0
'flyt,0.0
sIt,96.0
dro,398.0
'wad,2.0
'zul,0.0
n@z,47.0
'prIg,27.0
spLt,49.0
'vlOd,0.0
'psAlm,63.0
'sxENg,0.0
'pOzd,349.0
'wEd,110.0
'trik,95.0
'pEs,1067.0
r}m,376.0
'byr,1077.0
'dOf,27.0
'gAr,104.0
'r|g,0.0
'pert,18.0
dAmp,16.0
L,1547.0
lOz,65.0
MG,0.0
zEnt,0.0
loft,73.0
'wAlm,7.0
n),13.0
'jLm,0.0
'kwArt,1030.0
'lOv,8.0
mLl,10.0
lKnt,8.0
tSAr,0.0
'bM,501.0
mek,627.0
'vKns,1.0
'kr),0.0
'sor,5.0
'mAst,98.0
'r}m,253.0
'p}l,134.0
dwK,15.0
x@lt,63.0
'prKz,0.0
'vOlkt,26.0
'jats,0.0
'spEg,0.0
sprANk,0.0
GrEs,9.0
'prInz,2.0
kwArt,65.0
spAlk,0.0
zEr,97.0
'kl}b,0.0
'jEsk,0.0
'krAb,0.0
'stOrm,1373.0
'trats,0.0
slLp,0.0
g}t,1.0
'xro,519.0
'bron,0.0
'swE,69.0
'ZEn,0.0
'xrOf,544.0
twIn,556.0
'zIst,39.0
'rOt,7293.0
GlA,0.0
tEsk,0.0
mel,83.0
'driG,34.0
'fert,3.0
'hors,4.0
'tOr,84.0
'GrAmt,0.0
'xraj,2.0
'bKts,3.0
brOk,9.0
'krLk,68.0
sIk,44.0
'spAl,14.0
'klEf,45.0
'wrK,210.0
'kl}s,1778.0
'GIft,2.0
'roz,0.0
'vwA,32.0
'jArk,0.0
frAk,22.0
'dj|,74.0
'brLg,211.0
'nust,0.0
p@x,8347.0
'laxt,3.0
lOx,8508.0
'smEr,0.0
'zerst,0.0
'spAs,21.0
'SE,3527.0
'plAz,0.0
hEft,0.0
stINk,66.0
kwAns,0.0
kAlf,11.0
rKd,11.0
sxrot,2.0
'bAks,83.0
hOn,1037.0
'sxK,6573.0
xi,3921.0
'kOks,5.0
sElf,3.0
'Et,54.0
'weg,24.0
'st|m,36.0
lEst,0.0
'hals,0.0
'strA,656.0
'trat,92.0
'oG,277.0
'kwIz,3.0
'xrAp,5913.0
'GlK,3.0
'kEd,37.0
'lyw,2.0
'kAts,0.0
blek,28.0
G@t,28.0
slaG,0.0
ri,57280.0
wInt,151.0
zAlm,0.0
'xOrs,1.0
'sprKt,483.0
'yr,15778.0
'strKg,4.0
'lat,90866.0
'dol,207.0
b@ls,94.0
j@rz,0.0
'lKn,3142.0
'blKk,201.0
z|r,33.0
'pl}rk,3.0
maj,1.0
'hO_,4.0
'knops,5.0
'juns,5.0
sple,1.0
'slOr,246.0
'strAv,652.0
'tON,1442.0
'pEns,46.0
ent,18.0
krAmp,29.0
's)r,241.0
klof,2.0
stEnt,26.0
'statz,0.0
'dwK,2167.0
'sEr,483.0
'tif,5447.0
pes,14.0
'rIzg,0.0
'k}nzd,8.0
'kErks,3.0
l@k,181254.0
'sLst,9.0
'sxrANk,3.0
jIn,0.0
'sxrOt,0.0
'klAd,14.0
sx|,49.0
nOs,65.0
'kwAtS,0.0
ik,0.0
Gat,12.0
'br|s,0.0
'stel,387.0
'pLt,304.0
smEt,0.0
'strAft,184.0
'tme,0.0
Gir,0.0
zwEN,0.0
rOm,0.0
'stIft,35.0
nEnt,4.0
'f|s,4.0
'elt,33.0
'fIk,483.0
p@,157985.0
'xik,3.0
rOkt,0.0
Graf,11.0
'M,39262.0
'bOdz,0.0
wKf,254.0
'hEv,23.0
'bl|,17.0
did,1.0
G@,450488.0
'slAxts,57.0
'wEns,2605.0
'kwAr,34.0
'n}x,531.0
GEm,0.0
'pl}x,48.0
w}rk,53.0
'hers,0.0
'draf,1.0
Glas,0.0
'pon,13.0
lot,324.0
mOt,1.0
kwI,3.0
pl}k,0.0
dar,22959.0
mLz,0.0
w},0.0
stL,8.0
fEx,258.0
'blak,0.0
dEmp,0.0
stINkt,36.0
dLm,2.0
b@x,43.0
zwErm,0.0
sx}lt,449.0
vex,10.0
'plLs,66.0
'tex,15.0
'hOf,1088.0
'slow,0.0
'lImf,0.0
'wont,59.0
'wAk,18.0
'rKts,0.0
'zeft,34.0
'g},0.0
'pAx,9.0
'zwed,2.0
'frik,406.0
'prI,509.0
'rLG,0.0
tIk,678.0
'kwEst,0.0
spAd,0.0
lKns,0.0
'mas,19.0
'plAm,0.0
rin,0.0
vKf,23.0
vlAk,411.0
'zol,42.0
'GlIm,0.0
'nut,0.0
tIp,0.0
pLn,0.0
'pOg,0.0
'hIk,43.0
'jer,133.0
'hAls,486.0
nEst,63.0
'pOst,2223.0
stErf,13.0
k@G,2.0
'zwIlk,0.0
vANz,0.0
bLs,178.0
'brIst,0.0
byr,32.0
'vAt,977.0
'sOv,81.0
'wus,416.0
'mum,0.0
sma,148.0
GAl,5.0
'slIk,239.0
'nAz,0.0
'din,3358.0
'kEp,846.0
'xEk,23936.0
'rEnt,146.0
'jAm,244.0
'w<,52.0
'j)r,108.0
jEf,0.0
'Elv,112.0
'tEgzd,7.0
lOxs,462.0
'wrag,0.0
zint,23.0
'lent,510.0
'n}dz,5.0
'jAG,0.0
'bEl,13915.0
bug,2.0
lu,293.0
twar,0.0
'nOks,0.0
'ros,1011.0
'pEd,1.0
'nus,0.0
'bux,249.0
'vud,943.0
'vis,1041.0
xO,617.0
op,0.0
nItS,0.0
'stIn,27.0
zIk,102.0
'h}lst,16.0
b}s,506.0
tKd,17.0
'stant,99.0
brakt,5.0
j}f,107.0
hE,1256.0
m@l,14839.0
'spits,9.0
'Grin,4.0
'xOr,460.0
'rEm,495.0
'vlExt,29.0
'brAs,18.0
'vrM,912.0
'prLm,66.0
'spIn,360.0
SAl,0.0
'dLm,520.0
'kers,227.0
'vLx,2.0
Z@t,9.0
bIs,87.0
'xKl,24.0
'spor,2520.0
GINz,6.0
'plLst,0.0
lM,7.0
'slaf,776.0
'bOrt,1197.0
stAp,388.0
'zwEts,49.0
'klOk,82.0
'plEps,25.0
steN,0.0
slExt,23.0
pIk,317.0
hAk,3.0
krEm,0.0
pol,294.0
f|,1.0
'rep,116.0
zir,6.0
'Gly,38.0
d@z,151.0
'prKk,0.0
rLt,156.0
'vKv,978.0
'SEg,59.0
'rIm,144.0
'spru,85.0
'mew,28.0
'tIs,281.0
'Gir,21.0
'prAxt,238.0
'krL,1695.0
w}s,12.0
l@kt,0.0
pElt,0.0
mId,0.0
'rews,0.0
'flu,1.0
kOxt,135.0
'wAn,2643.0
GrIms,26.0
'wOnd,0.0
plax,11.0
'GnOs,7.0
en,32331.0
'vAd,82.0
'brL,11953.0
'kirS,26.0
sep,0.0
sAr,1135.0
'druf,85.0
v@z,160.0
'pEt,751.0
s}s,81.0
'kwEk,32.0
'xram,0.0
'slaft,577.0
'mOf,91.0
'sef,147.0
p}l,145.0
kwa,688.0
klMs,55.0
'zwENk,5.0
nOn,208.0
ro,6384.0
nAnt,21.0
'SOk,451.0
'sxats,28.0
'SEl,13.0
'vler,141.0
'lif,11443.0
'nEls,0.0
GO,0.0
r@ld,665.0
'pOrd,7.0
'sp|r,195.0
hup,0.0
'sip,1.0
'fli,99.0
hErfst,0.0
'vElx,12.0
'sp},9.0
ku,776.0
frin,27.0
'bOgz,35.0
drAx,145.0
tINk,1.0
'ars,37.0
l@l,0.0
'drKfs,222.0
'dAs,598.0
G}l,0.0
'vKf,15518.0
'lAps,0.0
pAl,97.0
'swar,46.0
her,835.0
d}k,97.0
'brom,27.0
'SwuN,2.0
sik,291.0
'vOx,574.0
'grep,63.0
rO,882.0
prOpt,2.0
'b}ps,1.0
'fla,197.0
'kwak,0.0
'spIm,0.0
'fLk,7.0
'spri,7.0
flut,57.0
jer,0.0
'GlIst,0.0
bar,13640.0
'xlIp,26.0
'lEr,367.0
'sxam,530.0
'brOk,89.0
'sAn,160.0
klKm,7.0
kne,0.0
Grujt,9.0
nju,3.0
jOk,8.0
tLx,5185.0
'kr},213.0
'wIN,4140.0
'vAnt,313.0
'x}nzd,0.0
'n|st,0.0
wInzd,0.0
dEr,351.0
'kojs,15.0
sx}r,2.0
kOk,20.0
prOG,69.0
klLt,0.0
'kIz,0.0
'krut,0.0
vli,118.0
tAnz,0.0
'trIt,0.0
sxre,342.0
fry,0.0
'klLf,37.0
'GrKns,1.0
'GInts,240.0
'kirs,0.0
'fl}x,220.0
'xas,42.0
'stOpt,3581.0
klOs,0.0
'fOrm,1131.0
'kLt,23.0
GrO,0.0
'krAn,97.0
'knurt,3.0
mAm,12.0
stIn,0.0
_@r,1251.0
klKs,0.0
'nEr,6352.0
'SAs,1.0
nIx,9.0
'pyl,17.0
'}p,1118.0
'krAts,0.0
'tSAr,0.0
'jost,0.0
'blat,92.0
'nEk,2843.0
xlO,1.0
'kran,349.0
'led,11.0
Axt,276.0
'u,2382.0
sM,68.0
wKt,446.0
rAm,34.0
'xla,731.0
spOx,0.0
'fArkt,18.0
'zom,183.0
'GrEn,42.0
vrax,370.0
slIk,0.0
hENst,90.0
wIxts,4.0
'zwIGd,0.0
'dyp,0.0
spKs,3.0
'p}nts,0.0
stAnts,2.0
'z}l,0.0
t@nt,7372.0
'jup,0.0
'pErkt,389.0
'tSub,0.0
vAns,0.0
'm}t,27.0
slop,11.0
kL,109.0
klEt,11.0
spOns,0.0
'skat,0.0
'mId,9.0
'kiN,0.0
'wIm,42.0
'mAx,1755.0
'kOnt,438.0
'stif,248.0
'hArp,84.0
'm|,290.0
'bArt,22.0
stAr,79.0
'sL,1243.0
'wax,846.0
'mE,2181.0
'rust,162.0
'vlAm,347.0
p@ns,0.0
'st}n,37.0
xrK,40.0
blKn,0.0
'hKm,4841.0
'zK,38805.0
smAk,1.0
'kned,18.0
'pun,673.0
'sid,0.0
br}x,120.0
xE,28.0
'sx}rft,26.0
'frOns,17.0
'wMd,4.0
xlut,1.0
'brOks,0.0
'zEl,3721.0
gwe,0.0
'pris,1464.0
'h)t,7.0
lit,202.0
'wElp,32.0
'strAnt,1788.0
d@lst,0.0
'bl}t,549.0
'zam,0.0
rimz,0.0
'rAm,410.0
'xOlfs,0.0
pAf,1.0
sxAl,9.0
'SOn,167.0
'varz,0.0
xrup,289.0
niz,0.0
'sm|,21.0
'dOrp,2368.0
est,0.0
'tint,0.0
vAk,331.0
sxe,196.0
'b}rG,0.0
st),0.0
mIts,0.0
'nIk,41.0
'd|Gd,0.0
'pak,1.0
'pl}g,1.0
'tSIf,3.0
'gOs,40.0
zwAm,2.0
kIt,19.0
'lOn,605.0
'frIs,559.0
'sprAN,10.0
'klif,0.0
'xIt,57.0
'pla,557.0
xy,0.0
'hLf,22.0
'zIf,0.0
't)r,738.0
'tE,23330.0
nIG,1.0
zben,0.0
nig,0.0
'p),0.0
mIn,851.0
rAb,0.0
'strop,129.0
'brit,0.0
'bAt,3954.0
'mOts,0.0
'sxre,1464.0
klLs,53.0
'hOr,58.0
xOk,0.0
'klut,0.0
hOf,804.0
'pr|s,0.0
'lAs,5207.0
stM,0.0
'fo,6738.0
bl}n,0.0
dLn,0.0
'blas,800.0
trip,0.0
't}l,42.0
'ton,1954.0
wEr,3933.0
'sxIlt,783.0
zEp,0.0
n}p,0.0
tAkt,259.0
strim,44.0
'sxE,1015.0
nKs,0.0
bEs,26.0
'sxAft,25.0
w@rs,0.0
xOr,314.0
snur,65.0
hMd,1.0
'doj,89.0
hud,5.0
'b|l,197.0
'lyks,0.0
'lAxt,0.0
fl@s,0.0
GOs,5.0
'xlyr,67.0
hKd,1.0
kwAs,0.0
p}s,563.0
sm},4.0
'dorz,0.0
ble,127.0
bord,5.0
ran,26.0
'pId,0.0
rAt,156.0
'jif,0.0
'drOns,0.0
'des,0.0
fElt,1973.0
'lAkt,13.0
wor,3027.0
'm}tst,5.0
'lIps,1.0
'kMnt,63.0
'rOkt,0.0
r)r,0.0
zEz,6.0
'xrKz,3.0
swEm,0.0
lANs,1017.0
'Ent,107.0
'sxKl,0.0
trOG,3.0
nil,1.0
pOs,99.0
'kwEtst,738.0
pot,103.0
'sprIn,24.0
ta,11127.0
'kIts,432.0
'wred,3.0
'b}nt,0.0
'rAms,0.0
hofts,0.0
'pjer,2.0
'zwElx,5.0
'plux,433.0
'klo,1329.0
'r}st,6383.0
'lAk,156.0
'str}k,239.0
sxor,0.0
krKt,4.0
n@G,37.0
'kuN,0.0
'knok,0.0
my,10535.0
dLg,3.0
krK,306.0
'plOns,24.0
z@nd,3.0
zIl,17.0
'flow,0.0
sxElf,0.0
'knaG,46.0
'zaks,0.0
'fOnt,389.0
'niws,7831.0
'moj,26949.0
'brew,0.0
bram,0.0
'stOlb,0.0
krot,0.0
'pIl,480.0
'tru,525.0
'klLt,17.0
'drENg,0.0
sEm,11.0
'sxOts,53.0
'sxruf,92.0
xIN,1.0
Ab,292.0
'flo,111.0
skAn,8.0
'wert,27.0
xrOx,0.0
mM,35.0
'hK,1946.0
'spet,139.0
sAxs,0.0
'rKpt,17.0
'kAb,0.0
'mirs,0.0
dref,0.0
'stAf,597.0
swAn,0.0
fles,455.0
'mEt,298057.0
dwa,80.0
m|r,19.0
w@ls,142.0
smer,66.0
'blO,288.0
mAtS,0.0
'plat,3893.0
'sx}rk,506.0
'ZAst,479.0
'GlO,1.0
'blip,4.0
'bId,1.0
'mud,2.0
lMntS,0.0
'sxLm,190.0
bl},83.0
'drEm,122.0
'sxErts,19.0
'vOrmt,233.0
'z),0.0
'spLs,82.0
hOj,56.0
snup,0.0
Ond,2900.0
pAs,1382.0
r}ps,6.0
'jLt,37.0
'tist,441.0
'mj),0.0
'kik,14.0
'streps,0.0
fKn,63.0
'wElf,12.0
'slENk,15.0
slOt,93.0
blI,20.0
'dryg,0.0
makt,649.0
'uf,10.0
'tAx,270.0
'kAlfs,70.0
slK,93.0
strOm,0.0
wMt,206.0
'tErm,298.0
'f|,97.0
'xrut,332.0
'lINgz,0.0
'Ek,2690.0
stok,0.0
'flA,106.0
'xraN,5.0
'hol,108.0
'n}rk,1.0
'wo,5629.0
'dwIN,3.0
xlAns,0.0
An,1871.0
'blAN,2026.0
sAj,70.0
'krAGd,54.0
'sxLl,715.0
'xrun,1826.0
'wEdz,44.0
'protS,11.0
'kON,45.0
'plax,374.0
'ri,8116.0
dwArz,0.0
'wE_,0.0
'sl|jt,0.0
bid,6.0
'hyrs,0.0
z@m,381.0
'sxots,42.0
'w@,443891.0
'wEnd,22.0
'un,198.0
'mKs,16981.0
'pAt,2091.0
'xri,636.0
'pros,7.0
'kArt,25.0
'plOm,0.0
'paps,0.0
'vy,1081.0
wKz,0.0
'zIl,1036.0
'skrI,7.0
'Grert,0.0
lef,10.0
kan,9.0
klL,3.0
'rEs,2129.0
'kINk,37.0
'trKs,34.0
'blot,523.0
rIm,9.0
fLl,11.0
lew,22.0
sxAft,0.0
'knOdz,0.0
'hI,791.0
sxAxt,60.0
'm}s,214.0
pOrt,318.0
smIt,49.0
bOf,0.0
'dwast,18.0
'L,4609.0
'de,109775.0
'stats,241.0
vi,4710.0
xre,44.0
'stens,0.0
'zEG,269.0
r|s,87.0
tym,15.0
xef,23.0
Or,3723.0
kOm,19118.0
'dO,14327.0
'wef,292.0
'nad,8.0
'jAk,2066.0
sxot,14.0
'Su,68.0
hMs,1.0
s|,0.0
'Gl|ft,0.0
'krev,0.0
'har,130563.0
mKns,0.0
xl|f,0.0
'lyt,4273.0
'lKt,1230.0
'tOj,2.0
'ska,24.0
'p|,209.0
drO,3.0
'GOl,4.0
not,2949.0
'dOx,9863.0
'tEn,3111.0
mArkt,567.0
'sx}lpt,0.0
'sxAlks,0.0
'sxev,0.0
'sp}rt,3.0
'stINg,99.0
blOn,108.0
l}m,30.0
'tSel,9.0
'klON,19.0
zOj,1.0
'stOb,0.0
'h}t,1016.0
snEl,312.0
'bran,11.0
'zox,1.0
steg,0.0
jIm,2.0
r}p,2.0
'b}z,6.0
'wal,4.0
krMt,0.0
'Gaft,120.0
'bujt,2.0
zAn,12.0
spK,24.0
'fam,55.0
sno,19.0
'bAgz,3.0
'vin,0.0
'SIt,4150.0
'GrOm,30.0
'm}nt,820.0
'ter,279.0
'slOns,28.0
'krAmp,154.0
vrin,7630.0
kOlk,27.0
par,151.0
hArt,628.0
'mI,19780.0
'x}p,3.0
sxun,327.0
'slEm,0.0
v@ls,381.0
nom,1.0
frLt,1.0
'lor,12.0
'Ex,859.0
tENk,87.0
hEms,0.0
'pluG,37.0
'kAs,548.0
'}l,60.0
sxebz,0.0
'saj,1396.0
bro,239.0
'gwe,2.0
'tram,2.0
'pip,391.0
xA,167.0
sOns,0.0
'mOst,2.0
vla,1.0
'suS,0.0
knExt,66.0
bet,11.0
hEsp,0.0
'tOf,583.0
'dwAN,331.0
'kIl,122.0
'zA,2717.0
stOnt,19.0
'Zy,1708.0
'dest,16.0
'klINg,0.0
dis,792.0
'lIl,85.0
'Sal,3012.0
'nErft,0.0
'huz,15.0
tuts,1.0
'mAms,196.0
'zwIg,0.0
'ZE,17.0
'blOg,0.0
'zEs,10048.0
'ka,20766.0
GOdz,1.0
'blon,1.0
'kul,1226.0
klOnt,11.0
xis,112.0
vruG,10.0
'pyr,1058.0
'vert,913.0
sn}f,0.0
tsis,0.0
ton,312.0
da,5407.0
t@N,0.0
h}ls,6.0
bit,576.0
'fly,4.0
'tsar,78.0
'tre,4549.0
'fro,0.0
'hKs,190.0
'bAs,1070.0
'zils,209.0
'bEst,13965.0
fOrs,4.0
fK,97.0
'bOg,0.0
GINs,148.0
'tom,643.0
stOmpt,31.0
xIlt,0.0
'zOnd,0.0
'flInt,0.0
pr@,15288.0
'kwEm,0.0
sxer,1.0
'f}Nk,482.0
'stAnt,4212.0
klAmp,0.0
'buxt,0.0
'bEls,31.0
'tron,1223.0
'plo,1233.0
pAp,6.0
ZAs,0.0
stAnt,5529.0
'ers,0.0
'tSEx,0.0
'Gj|,337.0
'drEx,2.0
'plAk,146.0
'wIxts,29.0
'kuts,338.0
'spr|,2.0
'zev,3.0
'pAn,2723.0
'sl},14.0
xOlf,136.0
'vIt,0.0
'xrups,100.0
'kwAst,78.0
rof,67.0
ZEs,0.0
'gwal,0.0
'n}rks,7.0
'flMwt,0.0
'dots,868.0
'prek,347.0
'fer,330.0
'zAr,371.0
'xrEp,0.0
'krek,42.0
fres,13.0
'hAlm,3.0
bAg,0.0
'ti,8188.0
'r)r,41.0
'l|s,45.0
'fMnd,3.0
fars,0.0
'sANk,12.0
'bIms,0.0
'skAm,7.0
fel,145.0
'xElts,0.0
'dus,8.0
'lAp,1619.0
'fles,6.0
'trOm,56.0
hLs,7981.0
'zOr,20241.0
dOt,0.0
jEk,383.0
'slEp,0.0
'wOlk,275.0
lEm,1.0
krAt,0.0
'zLN,0.0
'hAl,6133.0
'jel,151.0
'G}l,3.0
GMw,0.0
'xut,154264.0
'trert,311.0
tr@,6.0
'dox,0.0
'xrL,1.0
dIG,2.0
'nuG,59.0
'spKk,0.0
'k|s,2696.0
xrOm,2.0
vINs,232.0
'GrEs,906.0
tiz,5.0
'tLG,2.0
'truf,107.0
'bat,170.0
'pl},304.0
bKl,63.0
v@x,1832.0
Ont,30288.0
mArS,0.0
dLk,51.0
'sti,968.0
kor,41.0
'tOns,3.0
'k}nz,0.0
lKnz,0.0
'stErn,76.0
'pK,1627.0
prE,620.0
stir,1.0
'_}N,1005.0
d}n,12.0
'preg,0.0
z@rs,3.0
jyw,4.0
Arts,1141.0
kAnt,3719.0
mArk,32.0
'nod,529.0
sEk,916.0
'zaj,21.0
bON,0.0
'skE,293.0
'splI,7.0
'twer,0.0
slet,0.0
'zans,7.0
bri,1326.0
'xrom,58.0
'_}r,228.0
'wIxt,897.0
'brMw,66.0
Ef,0.0
'we,92176.0
wOtS,25.0
fOndz,0.0
'brOt,0.0
pOns,1.0
'mKt,5008.0
kwEtst,0.0
'tarm,26.0
'xrum,3.0
'mOls,4.0
'xEt,8.0
'rAn,1242.0
rEGd,5.0
tOns,1.0
mort,2939.0
'kl|ms,0.0
kar,13.0
tErp,0.0
dal,89.0
w}r,0.0
'vrux,13814.0
bAN,1083.0
'slA,442.0
'stelt,1.0
'sxAnd,0.0
'zInt,179.0
'stOkt,4.0
zK,339.0
dIf,20.0
plot,0.0
dIl,0.0
'Al,157526.0
'kAkt,16.0
tI,436.0
'brI,42.0
xK,13.0
'rIp,104.0
'trin,22.0
'hoGz,0.0
'trEg,30.0
'xEnst,0.0
GrOm,1.0
'tlOn,1.0
xAN,2976.0
k}r,31.0
'bInst,3.0
'mEnt,17911.0
'bl}n,129.0
'd}s,61764.0
'krEm,8.0
kukz,0.0
tO,3566.0
'n}ft,21.0
vil,0.0
'SnOr,0.0
jas,0.0
rAx,12.0
fKl,0.0
bl}st,0.0
'smag,0.0
'wKs,7171.0
'drONk,753.0
'krux,409.0
h}t,55.0
'dwal,92.0
sxMwt,10.0
'vrat,14.0
'vje,1.0
'njOn,0.0
dinst,1406.0
'nOt,361.0
pEs,33.0
vux,4.0
'tSOk,19.0
'twEn,0.0
r}s,2460.0
'slIg,0.0
sis,2679.0
wOp,0.0
rert,0.0
'ONs,0.0
xOts,21.0
'gu,16.0
tsiN,1.0
dAs,436.0
'zEk,0.0
krIm,38.0
'Ged,2.0
'jis,0.0
'pAGd,2.0
wart,0.0
'slet,9.0
'vElt,909.0
'drKf,3396.0
'spEld,0.0
'Elms,2.0
kArt,430.0
pok,20.0
'krus,240.0
'skaf,0.0
'larst,0.0
rAl,4.0
'k}r,507.0
'nElz,0.0
rOnd,7.0
'kEl,1663.0
hip,216.0
fre,291.0
'skru,6.0
'bomt,0.0
'kr|n,29.0
rIN,21732.0
plEt,0.0
'nwar,14.0
vlAks,0.0
'jIn,79.0
pArt,164.0
'drINk,81.0
'horN,3.0
G@rt,152.0
'z}lt,9624.0
'nAst,5.0
'tEks,0.0
't)t,0.0
'sup,799.0
blEn,0.0
w}rm,36.0
'sxrIl,5.0
st}t,0.0
b}rx,34.0
'swEt,20.0
G@s,21.0
zOn,615.0
tjON,0.0
do,4608.0
f|n,0.0
'rAz,5.0
dEm,32.0
'knExts,0.0
we,7568.0
knAp,0.0
wam,4.0
'bAlx,1.0
'skit,6.0
hEn,48.0
f}r,0.0
dOrs,0.0
sOmp,0.0
'stur,495.0
tse,2.0
'briv,1.0
'_}Nk,206.0
ram,58.0
kwIn,8.0
krEN,0.0
'stLk,0.0
'zy,151.0
m@lt,17.0
nIts,0.0
'snOrk,0.0
'pAnt,483.0
Gr@,4.0
Ek,5389.0
'strEg,0.0
'kr<l,8.0
d@l,7870.0
'hy,6276.0
bInt,0.0
xaf,7.0
'twIzd,30.0
'dAG,1255.0
G@N,18.0
N}s,9.0
xANs,46.0
gi,117.0
bMnt,25.0
dAx,16848.0
ra,16503.0
'xrIft,0.0
'krik,0.0
'sxAmp,30.0
'sxral,13.0
'fr*,1.0
fremt,11.0
'kar,27917.0
d|rs,8.0
fAg,0.0
bixt,0.0
'latst,2654.0
slIN,0.0
'xrIn,0.0
'dint,1625.0
Lk,0.0
'vOrs,0.0
'sxKN,2.0
'wrO,10.0
pla,2663.0
dAk,742.0
'vEx,5934.0
'wAz,168.0
sfe,0.0
'xiv,3.0
m@,227160.0
kLl,43.0
kaj,7.0
'klIk,63.0
al,34.0
GEsp,1.0
'pru,918.0
Z@s,0.0
'rLz,0.0
'IntS,73.0
'prAGd,8.0
'wrOx,0.0
'jAxt,1396.0
'mAk,1054.0
'l}v,0.0
sEs,137.0
prI,6.0
sxK,322.0
sxOg,3.0
styr,750.0
jel,8.0
Gles,0.0
l@N,0.0
fAr,90.0
xrAf,15.0
'bruts,1.0
flLt,26.0
'bON,75.0
lon,102.0
'wA,14074.0
ny,889.0
hArst,0.0
'flEk,76.0
'mer,89562.0
streks,33.0
'frwA,0.0
'n}n,2.0
'slom,40.0
spits,0.0
enz,0.0
'sprEgz,0.0
zaG,0.0
wEts,1.0
r}st,498.0
st}k,2213.0
bMt,149.0
sprLt,0.0
sla,825.0
'dEN,18974.0
sup,117.0
pKl,69.0
'Or,2902.0
vLl,15.0
'sn}r,60.0
'xr},68.0
Zu,2.0
'zwKn,364.0
'nEd,0.0
pul,33.0
v}rs,0.0
wIN,1868.0
spO,4.0
klIps,1.0
fEs,193.0
'sIG,17.0
'mad,6.0
fEr,335.0
'pLst,42.0
kugz,0.0
'flES,139.0
'br}S,0.0
fOxt,0.0
m@ns,891.0
'gr|s,0.0
'sKnz,0.0
'gwi,4.0
'sxKm,226.0
'stat,28645.0
pOzd,0.0
'tIm,0.0
N@x,6.0
pli,1065.0
knA,612.0
'lE,19908.0
'dEl,1587.0
'ty,1147.0
'bIps,39.0
l<,2.0
'stAdz,56.0
'sxebz,34.0
stens,0.0
fIlm,386.0
sna,0.0
'wem,0.0
'krAm,3.0
stEld,0.0
d@g,0.0
dul,276.0
nMw,315.0
sur,0.0
SEnt,0.0
'jop,10.0
drAj,6.0
'jart,34.0
'nAG,132.0
drA,16.0
'S),124.0
's}s,0.0
'pOf,21.0
'rols,0.0
f@N,0.0
'jys,11.0
Gli,77.0
'sxElm,23.0
l!,35.0
'SAnt,0.0
'lOp,312.0
'strals,1.0
'byrd,3.0
'xrE,128.0
'tal,5986.0
'pIst,10.0
rKx,0.0
'kEnd,118.0
drIN,317.0
'sIr,1324.0
'hert,20.0
'fOl,179.0
dOms,11.0
fleks,163.0
'bAlk,80.0
'sxuj,18.0
'kLp,39.0
'GOlf,3.0
hIt,94.0
'hOlz,0.0
blAd,0.0
'xOm,22.0
d@ls,584.0
'ken,2.0
'luv,0.0
rIks,10.0
jis,0.0
'tOG,0.0
'snod,8.0
'tEzd,12.0
'steg,0.0
'sxro,8.0
'tIn,143.0
m}r,0.0
'slEmp,0.0
'splKt,26.0
j}Nk,7.0
'lik,504.0
'slaxs,10.0
'sl}rf,39.0
xrM,0.0
'xOl,638.0
'rakt,3732.0
blA,9.0
stI,1179.0
'blEs,4.0
nuz,0.0
trKs,0.0
'slAGdz,28.0
Kn,110.0
