TextGrid,Transcription,AlignOnset,AlignOffset,WordCount,NumWords,OnsetPhoneme,OffsetPhoneme,PresegBegin,Duration
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,Toen,0.0,0.25,1,13,t,n,0,0.25
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,de,0.25,0.4,2,13,d,@,0,0.15000000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,barkeeper,0.4,1.19,3,13,b,r,0,0.7899999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,die,1.19,1.35,4,13,d,i,0,0.16000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,de,1.35,1.42,5,13,d,@,0,0.06999999999999984
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,irritante,1.42,2.1,6,13,I,@,0,0.6800000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,klant,2.1,2.4,7,13,k,n,0,0.2999999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,bediende,2.4,2.89,8,13,b,@,0,0.4900000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,wegliep,2.89,3.32,9,13,w,p,0,0.4299999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,gingen,3.56,4.05,10,13,x,@,0,0.48999999999999977
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,de,4.05,4.28,11,13,d,@,0,0.23000000000000043
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,deuren,4.28,4.51,12,13,d,@,0,0.22999999999999954
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF001.TextGrid,open,4.51,4.91,13,13,o:,@,0,0.40000000000000036
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,Toen,0.0,0.23,1,13,t,n,0,0.23
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,de,0.23,0.3,2,13,d,@,0,0.06999999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,manke,0.3,0.77,3,13,m,@,0,0.47000000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,dronkaard,0.77,1.39,4,13,d,t,0,0.6199999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,die,1.46,1.6,5,13,d,i,0,0.14000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,de,1.6,1.76,6,13,d,@,0,0.15999999999999992
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,barkeeper,1.76,2.33,7,13,b,r,0,0.5700000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,betaalde,2.33,2.92,8,13,b,@,0,0.5899999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,lachte,2.92,3.42,9,13,l,@,0,0.5
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,viel,3.6,3.81,10,13,v,l,0,0.20999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,de,3.81,3.94,11,13,d,@,0,0.1299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,kruk,3.94,4.25,12,13,k,k,0,0.31000000000000005
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF002.TextGrid,om,4.25,4.62,13,13,O,m,0,0.3700000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF003.TextGrid,De,0.0,0.21,1,10,d,@,0,0.21
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF003.TextGrid,rector,0.21,0.65,2,10,r,r,0,0.44000000000000006
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF003.TextGrid,die,0.65,0.84,3,10,d,i,0,0.18999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF003.TextGrid,de,0.84,0.95,4,10,d,@,0,0.10999999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF003.TextGrid,stoere,0.95,1.34,5,10,s,r,0,0.3900000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF003.TextGrid,puber,1.34,1.76,6,10,p,r,0,0.41999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF003.TextGrid,strafte,1.76,2.26,7,10,s,@,0,0.4999999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF003.TextGrid,was,2.26,2.46,8,10,w,s,0,0.20000000000000018
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF003.TextGrid,erg,2.46,2.79,9,10,E,x,0,0.33000000000000007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF003.TextGrid,onredelijk,2.79,3.59,10,10,O,k,0,0.7999999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,De,0.0,0.11,1,11,d,@,0,0.11
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,inbreker,0.11,0.82,2,11,I,r,0,0.71
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,die,0.82,0.95,3,11,d,i,0,0.13
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,de,0.95,1.05,4,11,d,@,0,0.10000000000000009
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,gekrenkte,1.05,1.62,5,11,x,@,0,0.5700000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,pastoor,1.62,2.1,6,11,p,r,0,0.48
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,smeekte,2.1,2.67,7,11,s,@,0,0.5699999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,was,2.67,2.83,8,11,w,s,0,0.16000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,ten,2.89,3.09,9,11,t,n,0,0.19999999999999973
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,einde,3.09,3.67498866213152,10,11,Ei,@,0,0.5849886621315203
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF004.TextGrid,raad,3.67498866213152,3.88,11,11,r,t,0,0.2050113378684797
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,Vorige,0.0,0.63,1,12,v,@,0,0.63
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,week,0.63,0.96,2,12,w,k,0,0.32999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,kreeg,0.96,1.18,3,12,k,x,0,0.21999999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,de,1.18,1.28,4,12,d,@,0,0.10000000000000009
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,assistent,1.28,1.88,5,12,A,n,0,0.5999999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,die,1.88,2.04,6,12,d,i,0,0.16000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,de,2.04,2.14,7,12,d,@,0,0.10000000000000009
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,bruine,2.14,2.53,8,12,b,@,0,0.3899999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,tanden,2.53,2.77,9,12,t,n,0,0.2400000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,behandelde,2.77,3.5,10,12,b,@,0,0.73
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,de,3.5,3.67,11,12,d,@,0,0.16999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF005.TextGrid,uitslag,3.67,4.27,12,12,ui,x,0,0.5999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,Vorige,0.0,0.54,1,13,v,@,0,0.54
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,maandag,0.54,1.14,2,13,m,x,0,0.5999999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,kreeg,1.23,1.51,3,13,k,x,0,0.28
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,de,1.51,1.6,4,13,d,@,0,0.09000000000000008
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,medicus,1.6,2.26,5,13,m,s,0,0.6599999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,die,2.32,2.45,6,13,d,i,0,0.13000000000000034
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,de,2.45,2.59,7,13,d,@,0,0.13999999999999968
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,vreemde,2.59,2.99,8,13,v,@,0,0.40000000000000036
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,pokken,3.06,3.32,9,13,p,@,0,0.2599999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,behandelde,3.32,4.01,10,13,b,@,0,0.69
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,zelf,4.1,4.49,11,13,z,f,0,0.39000000000000057
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,de,4.49,4.61,12,13,d,@,0,0.1200000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF006.TextGrid,pokken,4.61,5.08,13,13,p,@,0,0.46999999999999975
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,Laatst,0.0,0.48,1,11,l,t,0,0.48
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,kreeg,0.48,0.81,2,11,k,x,0,0.33000000000000007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,de,0.81,0.97,3,11,d,@,0,0.15999999999999992
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,gevreesde,0.97,1.57,4,11,x,@,0,0.6000000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,psychiater,1.57,2.41,5,11,p,r,0,0.8400000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,die,2.5,2.64,6,11,d,i,0,0.14000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,de,2.64,2.77,7,11,d,@,0,0.1299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,verslaafde,2.77,3.33,8,11,v,@,0,0.56
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,behandelde,3.33,4.04,9,11,b,@,0,0.71
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,zijn,4.04,4.32,10,11,z,n,0,0.28000000000000025
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF007.TextGrid,ontslag,4.32,4.93,11,11,O,x,0,0.6099999999999994
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,De,0.0,0.29,1,12,d,@,0,0.29
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,overtreder,0.29,1.1,2,12,o:,r,0,0.81
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,die,1.1,1.23,3,12,d,i,0,0.1299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,de,1.23,1.35,4,12,d,@,0,0.1200000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,smeris,1.35,1.83,5,12,s,s,0,0.48
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,ontvlucht,1.83,2.36,6,12,O,t,0,0.5299999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,was,2.36,2.73,7,12,w,s,0,0.3700000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,is,2.93,3.09,8,12,I,z,0,0.1599999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,een,3.09,3.22,9,12,e:,n,0,0.13000000000000034
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,kronkelig,3.22,3.69,10,12,k,x,0,0.46999999999999975
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,paadje,3.76,4.18,11,12,p,@,0,0.41999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF008.TextGrid,ingerend,4.18,4.87,12,12,I,t,0,0.6900000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,De,0.0,0.19,1,11,d,@,0,0.19
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,eigenaars,0.19,0.89,2,11,Ei,s,0,0.7
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,van,0.89,1.08,3,11,v,n,0,0.19000000000000006
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,het,1.08,1.2,4,11,@,t,0,0.11999999999999988
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,landgoed,1.2,1.67,5,11,l,t,0,0.47
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,die,1.72,1.88,6,11,d,i,0,0.15999999999999992
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,honderden,1.88,2.37,7,11,O,@,0,0.4900000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,bezoekers,2.37,2.89,8,11,b,s,0,0.52
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,rondleiden,2.89,3.59,9,11,r,@,0,0.6999999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,zijn,3.59,3.9,10,11,z,n,0,0.31000000000000005
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF009.TextGrid,trots,3.9,4.49,11,11,t,s,0,0.5900000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,Gisteren,0.0,0.58,1,12,x,@,0,0.58
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,had,0.58,0.75,2,12,h,t,0,0.17000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,de,0.75,0.91,3,12,d,@,0,0.16000000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,brede,0.91,1.29,4,12,b,@,0,0.38
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,bodyguard,1.29,1.86498866213152,5,12,b,t,0,0.5749886621315199
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,die,1.86498866213152,1.99,6,12,d,i,0,0.12501133786848007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,de,1.99,2.14,7,12,d,@,0,0.15000000000000013
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,filmster,2.14,2.65,8,12,f,r,0,0.5099999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,beschermde,2.65,3.25,9,12,b,@,0,0.6000000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,een,3.25,3.38,10,12,e:,n,0,0.1299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,vrije,3.38,3.72,11,12,v,@,0,0.3400000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF010.TextGrid,dag,3.72,4.13,12,12,d,x,0,0.4099999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,Morgen,0.0,0.49,1,11,m,@,0,0.49
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,krijgt,0.49,0.83,2,11,k,t,0,0.33999999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,de,0.83,0.98,3,11,d,@,0,0.15000000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,ober,0.98,1.4,4,11,o:,r,0,0.41999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,die,1.4,1.6,5,11,d,i,0,0.20000000000000018
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,de,1.6,1.71,6,11,d,@,0,0.10999999999999988
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,beroemde,1.71,2.23,7,11,b,@,0,0.52
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,president,2.23,2.87,8,11,p,n,0,0.6400000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,beledigde,2.87,3.67,9,11,b,@,0,0.7999999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,zijn,3.67,3.95,10,11,z,n,0,0.28000000000000025
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF011.TextGrid,ontslag,3.95,4.62,11,11,O,x,0,0.6699999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,De,0.0,0.31,1,12,d,@,0,0.31
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,arts,0.31,0.67,2,12,A,s,0,0.36000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,die,0.72,0.86,3,12,d,i,0,0.14
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,de,0.86,1.01,4,12,d,@,0,0.15000000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,vieze,1.01,1.36,5,12,v,@,0,0.3500000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,bandage,1.36,1.97,6,12,b,@,0,0.6099999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,verschoonde,1.97,2.58,7,12,v,@,0,0.6100000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,trok,2.58,2.87,8,12,t,k,0,0.29000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,eerst,2.87,3.18,9,12,e:,t,0,0.31000000000000005
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,plastic,3.23,3.68,10,12,p,k,0,0.4500000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,handschoenen,3.68,4.23498866213152,11,12,h,@,0,0.5549886621315196
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF012.TextGrid,aan,4.23498866213152,4.56,12,12,a:,n,0,0.3250113378684798
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,De,0.0,0.2,1,15,d,@,0,0.2
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,sportarts,0.2,1.04,2,15,s,s,0,0.8400000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,die,1.04,1.24,3,15,d,i,0,0.19999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,de,1.24,1.33,4,15,d,@,0,0.09000000000000008
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,hockeyer,1.33,1.88,5,15,O,r,0,0.5499999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,met,1.88,2.07,6,15,m,t,0,0.18999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,de,2.07,2.21,7,15,d,@,0,0.14000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,gescheurde,2.21,2.74,8,15,x,@,0,0.5300000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,pezen,2.83,3.16,9,15,p,@,0,0.33000000000000007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,adviseert,3.16,3.88,10,15,A,t,0,0.7199999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,heeft,3.88,4.29,11,15,h,t,0,0.41000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,er,4.29,4.5,12,15,E,r,0,0.20999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,veel,4.5,4.74,13,15,v,l,0,0.2400000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,verstand,4.74,5.2,14,15,v,n,0,0.45999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF013.TextGrid,van,5.25,5.62,15,15,v,n,0,0.3700000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,De,0.0,0.4,1,12,d,@,0,0.4
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,oma,0.4,0.59,2,12,o:,a:,0,0.18999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,met,0.59,0.83,3,12,m,t,0,0.24
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,het,0.83,0.99,4,12,@,t,0,0.16000000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,gebroken,0.99,1.54,5,12,x,@,0,0.55
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,bekken,1.54,1.96,6,12,b,@,0,0.41999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,die,1.96,2.09,7,12,d,i,0,0.1299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,de,2.09,2.24,8,12,d,@,0,0.15000000000000036
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,verpleegster,2.24,2.87,9,12,v,r,0,0.6299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,raadpleegde,2.87,3.54,10,12,r,@,0,0.6699999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,moest,3.54,3.79498866213152,11,12,m,s,0,0.2549886621315198
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF014.TextGrid,huilen,3.79498866213152,4.33,12,12,h,@,0,0.5350113378684802
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,De,0.0,0.23,1,11,d,@,0,0.23
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,alcoholist,0.23,0.85,2,11,A,t,0,0.62
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,die,0.85,0.99,3,11,d,i,0,0.14
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,de,0.99,1.09,4,11,d,@,0,0.10000000000000009
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,bekende,1.09,1.59,5,11,b,@,0,0.5
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,psycholoog,1.59,2.12,6,11,p,x,0,0.53
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,behandelde,2.12,2.79,7,11,b,@,0,0.6699999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,heeft,2.79,3.07,8,11,h,t,0,0.2799999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,weer,3.07,3.29,9,11,w,r,0,0.2200000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,een,3.29,3.44,10,11,e:,n,0,0.1499999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF015.TextGrid,terugval,3.44,4.1,11,11,t,l,0,0.6599999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF016.TextGrid,Maandag,0.0,0.57,1,14,m,x,0,0.57
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF016.TextGrid,heeft,0.57,0.77,2,14,h,f,0,0.20000000000000007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF016.TextGrid,de,0.77,0.87,3,14,d,@,0,0.09999999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF016.TextGrid,scholier,0.87,1.47,4,14,s,r,0,0.6
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF016.TextGrid,die,1.47,1.6,5,14,d,i,0,0.13000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF016.TextGrid,de,1.6,1.69,6,14,d,@,0,0.08999999999999986
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF016.TextGrid,meester,1.69,2.15,7,14,m,r,0,0.45999999999999996
