TextGrid,Transcription,AlignOnset,AlignOffset,WordCount,NumWords,OnsetPhoneme,OffsetPhoneme,PresegBegin,Duration
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF121.TextGrid,de,0.88,0.99,3,11,d,@,0,0.10999999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF121.TextGrid,gevatte,0.99,1.48,4,11,x,@,0,0.49
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF121.TextGrid,brunette,1.48,2.17,5,11,b,@,0,0.69
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF121.TextGrid,die,2.17,2.3,6,11,d,i,0,0.1299999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF121.TextGrid,de,2.3,2.45,7,11,d,@,0,0.15000000000000036
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF121.TextGrid,zangeres,2.45,2.97,8,11,z,s,0,0.52
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF121.TextGrid,beoordeelt,3.03,3.61,9,11,b,t,0,0.5800000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF121.TextGrid,erg,3.67,3.94,10,11,E,x,0,0.27
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF121.TextGrid,partijdig,4.01,4.88,11,11,p,x,0,0.8700000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,Toch,0.0,0.29,1,11,t,x,0,0.29
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,is,0.29,0.51,2,11,I,s,0,0.22000000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,de,0.51,0.66,3,11,d,@,0,0.15000000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,bloemist,0.66,1.1,4,11,b,t,0,0.44000000000000006
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,die,1.2,1.33,5,11,d,i,0,0.13000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,de,1.33,1.44,6,11,d,@,0,0.10999999999999988
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,geschikte,1.44,1.97,7,11,x,@,0,0.53
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,sollicitant,1.97,2.74,8,11,s,t,0,0.7700000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,uitnodigt,2.74,3.36,9,11,ui,t,0,0.6199999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,erg,3.36,3.62,10,11,E,x,0,0.26000000000000023
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF122.TextGrid,vriendelijk,3.62,4.28,11,11,v,k,0,0.6600000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,De,0.0,0.18,1,11,d,@,0,0.18
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,tamme,0.23,0.56,2,11,t,@,0,0.33000000000000007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,poema,0.56,0.95,3,11,p,a:,0,0.3899999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,die,0.95,1.11,4,11,d,i,0,0.16000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,op,1.11,1.21,5,11,O,p,0,0.09999999999999987
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,de,1.21,1.38,6,11,d,@,0,0.16999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,Veluwe,1.38,1.78,7,11,v,@,0,0.40000000000000013
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,loopt,1.78,2.2,8,11,l,t,0,0.42000000000000015
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,is,2.2,2.37,9,11,I,s,0,0.16999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,niet,2.37,2.58,10,11,n,t,0,0.20999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF123.TextGrid,gevaarlijk,2.58,3.24,11,11,x,k,0,0.6600000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,Vera,0.0,0.57,1,12,v,a:,0,0.57
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,die,0.57,0.78,2,12,d,i,0,0.21000000000000008
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,het,0.78,0.93,3,12,@,t,0,0.15000000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,hondje,0.93,1.47,4,12,O,@,0,0.5399999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,wilde,1.47,1.63,5,12,w,d,0,0.15999999999999992
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,aaien,1.63,1.98,6,12,a:,@,0,0.3500000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,liet,1.98,2.17,7,12,l,t,0,0.18999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,de,2.17,2.28,8,12,d,@,0,0.10999999999999988
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,jonge,2.28,2.6,9,12,j,@,0,0.3200000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,puppy,2.6,2.99,10,12,p,i,0,0.3900000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,erg,2.99,3.24,11,12,E,x,0,0.25
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF124.TextGrid,schrikken,3.24,3.82,12,12,s,@,0,0.5799999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,Op,0.0,0.23,1,12,O,b,0,0.23
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,de,0.23,0.33,2,12,d,@,0,0.1
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,vorige,0.33,0.91,3,12,v,@,0,0.5800000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,pagina,0.97,1.5,4,12,p,a:,0,0.53
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,stond,1.5,1.83,5,12,s,t,0,0.33000000000000007
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,een,1.83,1.92,6,12,e:,n,0,0.08999999999999986
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,verkeerde,1.92,2.53,7,12,v,@,0,0.6099999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,zin,2.53,2.8,8,12,z,n,0,0.27
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,die,2.8,2.96,9,12,d,i,0,0.16000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,over,2.96,3.33498866213152,10,12,o:,r,0,0.37498866213151993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,eendenjacht,3.33498866213152,3.96,11,12,e:,t,0,0.6250113378684801
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF125.TextGrid,ging,3.96,4.41,12,12,x,N,0,0.4500000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,De,0.0,0.23,1,11,d,@,0,0.23
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,blinde,0.23,0.6,2,11,b,@,0,0.37
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,typiste,0.65,1.37,3,11,t,@,0,0.7200000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,die,1.37,1.54498866213152,4,11,d,i,0,0.17498866213151998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,ondanks,1.54498866213152,1.97,5,11,O,s,0,0.4250113378684799
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,haar,1.97,2.13,6,11,h,r,0,0.15999999999999992
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,handicap,2.13,2.63,7,11,h,p,0,0.5
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,werkte,2.63,3.2,8,11,w,@,0,0.5700000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,wist,3.2,3.51,9,11,w,t,0,0.3099999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,het,3.51,3.65,10,11,@,t,0,0.14000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF126.TextGrid,antwoord,3.65,4.38,11,11,A,t,0,0.73
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,De,0.0,0.21,1,12,d,@,0,0.21
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,resultaten,0.21,1.02,2,12,r,@,0,0.81
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,die,1.02,1.22,3,12,d,i,0,0.19999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,er,1.22,1.32,4,12,E,r,0,0.10000000000000009
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,niet,1.32,1.52,5,12,n,t,0,0.19999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,om,1.52,1.67,6,12,O,m,0,0.1499999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,logen,1.67,2.09,7,12,l,@,0,0.41999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,lieten,2.09,2.48,8,12,l,@,0,0.3900000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,een,2.48,2.6,9,12,e:,n,0,0.1200000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,sterke,2.6,3.1,10,12,s,@,0,0.5
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,tendens,3.1,3.7,11,12,t,s,0,0.6000000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF127.TextGrid,zien,3.7,4.09,12,12,z,n,0,0.3899999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,Moeder,0.0,0.36,1,11,m,r,0,0.36
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,keek,0.36,0.65,2,11,k,k,0,0.29000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,boos,0.65,0.75,3,11,b,s,0,0.09999999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,naar,0.75,1.02,4,11,n,r,0,0.27
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,de,1.02,1.33,5,11,d,@,0,0.31000000000000005
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,kleuter,1.33,1.93,6,11,k,r,0,0.5999999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,die,1.93,2.05,7,11,d,i,0,0.11999999999999988
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,een,2.05,2.17,8,11,e:,n,0,0.1200000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,flinke,2.17,2.59,9,11,f,@,0,0.41999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,pruillip,2.65,3.09,10,11,p,p,0,0.43999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF128.TextGrid,trok,3.17,3.56,11,11,t,k,0,0.3900000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,Het,0.0,0.22,1,12,@,t,0,0.22
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,nieuwe,0.22,0.6,2,12,n,@,0,0.38
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,doelwit,0.6,1.0,3,12,d,I,0,0.4
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,dat,1.05,1.22,4,12,d,t,0,0.16999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,de,1.22,1.36,5,12,d,@,0,0.14000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,tijger,1.36,1.79,6,12,t,r,0,0.42999999999999994
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,had,1.79,1.94,7,12,h,t,0,0.1499999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,gekozen,1.94,2.52,8,12,x,@,0,0.5800000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,liep,2.52,2.78,9,12,l,p,0,0.2599999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,het,2.78,2.98,10,12,@,t,0,0.20000000000000018
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,bos,2.98,3.22,11,12,b,s,0,0.2400000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF129.TextGrid,in,3.22,3.54,12,12,I,n,0,0.31999999999999984
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,Toen,0.0,0.22,1,13,t,n,0,0.22
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,de,0.22,0.31,2,13,d,@,0,0.09
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,choreograaf,0.31,1.26,3,13,x,f,0,0.95
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,die,1.26,1.37,4,13,d,i,0,0.1100000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,de,1.37,1.51,5,13,d,@,0,0.1399999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,trage,1.51,1.97,6,13,t,@,0,0.45999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,danser,1.97,2.32,7,13,d,r,0,0.34999999999999987
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,uitschold,2.32,2.78,8,13,ui,l,0,0.45999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,de,2.78,2.96,9,13,d,@,0,0.18000000000000016
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,reden,2.96,3.27,10,13,r,@,0,0.31000000000000005
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,hoorde,3.27,3.68,11,13,h,@,0,0.41000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,schrok,3.77,4.09,12,13,s,k,0,0.31999999999999984
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF130.TextGrid,hij,4.09,4.47,13,13,h,Ei,0,0.3799999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,De,0.0,0.19,1,11,d,@,0,0.19
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,man,0.19,0.6,2,11,m,n,0,0.41
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,die,0.6,0.75,3,11,d,i,0,0.15000000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,de,0.75,0.88,4,11,d,@,0,0.13
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,politie,0.88,1.49,5,11,p,i,0,0.61
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,arresteerde,1.49,2.25,6,11,A,@,0,0.76
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,werd,2.25,2.6,7,11,w,t,0,0.3500000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,onder,2.6,2.89,8,11,O,r,0,0.29000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,immens,2.89,3.39,9,11,I,s,0,0.5
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,protest,3.39,4.05,10,11,p,t,0,0.6599999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF131.TextGrid,afgevoerd,4.05,4.94,11,11,A,t,0,0.8900000000000006
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,De,0.0,0.21,1,11,d,@,0,0.21
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,flinke,0.21,0.68,2,11,f,@,0,0.4700000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,bonus,0.68,1.12,3,11,b,s,0,0.44000000000000006
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,die,1.12,1.28,4,11,d,i,0,0.15999999999999992
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,werd,1.28,1.56,5,11,w,t,0,0.28
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,uitgedeeld,1.56,2.15,6,11,ui,l,0,0.5899999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,aan,2.15,2.29,7,11,a:,n,0,0.14000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,het,2.29,2.41,8,11,@,t,0,0.1200000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,bestuur,2.41,2.93,9,11,b,r,0,0.52
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,werd,3.0,3.27,10,11,w,t,0,0.27
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF132.TextGrid,opgemerkt,3.27,4.12,11,11,O,t,0,0.8500000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF133.TextGrid,De,0.0,0.16,1,10,d,@,0,0.16
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF133.TextGrid,leerling,0.16,0.59,2,10,l,N,0,0.42999999999999994
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF133.TextGrid,die,0.59,0.73,3,10,d,i,0,0.14
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF133.TextGrid,werd,0.73,0.98,4,10,w,t,0,0.25
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF133.TextGrid,verhoord,1.03,1.55,5,10,v,t,0,0.52
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF133.TextGrid,had,1.55,1.74,6,10,h,t,0,0.18999999999999995
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF133.TextGrid,de,1.74,1.87,7,10,d,@,0,0.13000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF133.TextGrid,vermiste,1.87,2.44,8,10,v,@,0,0.5699999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF133.TextGrid,decaan,2.44,2.91,9,10,d,n,0,0.4700000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF133.TextGrid,vermoord,2.91,3.65,10,10,v,t,0,0.7399999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,De,0.0,0.21,1,13,d,@,0,0.21
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,vrouw,0.21,0.48,2,13,v,w,0,0.27
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,die,0.48,0.65,3,13,d,i,0,0.17000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,zwanger,0.65,1.07,4,13,z,r,0,0.42000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,was,1.07,1.34,5,13,w,s,0,0.27
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,werd,1.42,1.66,6,13,w,t,0,0.24
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,in,1.66,1.81,7,13,I,n,0,0.15000000000000013
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,kritieke,1.81,2.32,8,13,k,@,0,0.5099999999999998
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,toestand,2.32,2.84498866213152,9,13,t,n,0,0.5249886621315203
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,opgenomen,2.84498866213152,3.43,10,13,O,@,0,0.58501133786848
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,in,3.43,3.6,11,13,I,n,0,0.16999999999999993
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,het,3.6,3.71,12,13,@,t,0,0.10999999999999988
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF134.TextGrid,ziekenhuis,3.71,4.53,13,13,z,s,0,0.8200000000000003
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF135.TextGrid,De,0.0,0.19,1,10,d,@,0,0.19
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF135.TextGrid,vergeten,0.19,0.76,2,10,v,@,0,0.5700000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF135.TextGrid,dichter,0.76,1.26,3,10,d,r,0,0.5
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF135.TextGrid,die,1.26,1.4,4,10,d,i,0,0.1399999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF135.TextGrid,de,1.4,1.54,5,10,d,@,0,0.14000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF135.TextGrid,wrede,1.54,1.94,6,10,w,@,0,0.3999999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF135.TextGrid,lezer,1.94,2.42,7,10,l,r,0,0.48
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF135.TextGrid,vreest,2.42,2.89,8,10,v,t,0,0.4700000000000002
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF135.TextGrid,is,2.95,3.09,9,10,I,s,0,0.13999999999999968
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF135.TextGrid,wanhopig,3.09,3.92,10,10,w,x,0,0.8300000000000001
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,De,0.0,0.17,1,11,d,@,0,0.17
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,beschermheer,0.17,0.95,2,11,b,r,0,0.7799999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,van,0.95,1.17,3,11,v,n,0,0.21999999999999997
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,Delhi,1.17,1.69,4,11,d,i,0,0.52
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,die,1.69,1.83,5,11,d,i,0,0.14000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,de,1.83,1.93,6,11,d,@,0,0.09999999999999987
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,heilige,1.93,2.4,7,11,h,@,0,0.47
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,tempel,2.4,2.81,8,11,t,l,0,0.41000000000000014
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,bouwde,2.81,3.26,9,11,b,@,0,0.44999999999999973
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,is,3.34,3.53498866213152,10,11,I,s,0,0.19498866213152022
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF136.TextGrid,gestorven,3.53498866213152,4.36,11,11,x,@,0,0.8250113378684802
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF137.TextGrid,Het,0.0,0.23,1,11,@,t,0,0.23
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF137.TextGrid,houten,0.23,0.61,2,11,h,@,0,0.38
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF137.TextGrid,bureau,0.61,1.03,3,11,b,o:,0,0.42000000000000004
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF137.TextGrid,dat,1.03,1.23,4,11,d,t,0,0.19999999999999996
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF137.TextGrid,knullig,1.23,1.64,5,11,k,x,0,0.4099999999999999
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF137.TextGrid,in,1.64,1.78,6,11,I,n,0,0.14000000000000012
/home/at/workdir/example_workbook.tg/EQ_Ramp_Int2_Int1LPF137.TextGrid,elkaar,1.78,2.2,7,11,E,r,0,0.42000000000000015
