,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.7603333,0.50982565,0.3302582,0.24063744,0.38931483,0.49096087,0.5525847,0.16420318
auditory_clusters:cluster_2,0.7603333,1.0,0.50775224,0.4536181,0.35316658,0.19178158,0.43296954,0.31853813,-0.08281308
auditory_clusters:cluster_3,0.50982565,0.50775224,1.0,0.23515856,0.43055552,0.2627316,0.24571715,0.32076892,0.09831548
auditory_clusters:cluster_4,0.3302582,0.4536181,0.23515856,1.0,0.18700607,0.12548727,0.23455419,0.05269492,-0.12884827
auditory_clusters:cluster_5,0.24063744,0.35316658,0.43055552,0.18700607,1.0,-0.014815927,0.055076465,0.00746671,-0.058578596
auditory_clusters:cluster_6,0.38931483,0.19178158,0.2627316,0.12548727,-0.014815927,1.0,0.2987207,0.30132222,0.18785343
auditory_clusters:cluster_7,0.49096087,0.43296954,0.24571715,0.23455419,0.055076465,0.2987207,1.0,0.26051193,-0.004544302
syllables_clusters:cluster_1,0.5525847,0.31853813,0.32076892,0.05269492,0.00746671,0.30132222,0.26051193,1.0,0.7569773
syllables_clusters:cluster_2,0.16420318,-0.08281308,0.09831548,-0.12884827,-0.058578596,0.18785343,-0.004544302,0.7569773,1.0
