,AUD_AWFA,AWFA_p-e09,BIG_OWFA,SYL_mAWFA,VIS_IFG,VIS_VWFA,mAWFA_p-e09
AUD_AWFA,1.0,0.78767115,0.3290764,0.38510087,0.6235652,0.59762543,0.26055625
AWFA_p-e09,0.78767115,1.0,0.25152096,0.34204307,0.5558284,0.4856527,0.2177175
BIG_OWFA,0.3290764,0.25152096,1.0,0.11389862,0.23471703,0.39351872,0.061317224
SYL_mAWFA,0.38510087,0.34204307,0.11389862,1.0,0.15417042,-0.045541644,0.9299825
VIS_IFG,0.6235652,0.5558284,0.23471703,0.15417042,1.0,0.7109034,0.005017063
VIS_VWFA,0.59762543,0.4856527,0.39351872,-0.045541644,0.7109034,1.0,-0.14548819
mAWFA_p-e09,0.26055625,0.2177175,0.061317224,0.9299825,0.005017063,-0.14548819,1.0
