,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.5536936,0.6663702,0.5574213,0.30322492
cluster_2,0.5536936,1.0,0.44739702,0.4085814,0.2344519
cluster_3,0.6663702,0.44739702,1.0,0.37706336,0.2576862
cluster_4,0.5574213,0.4085814,0.37706336,1.0,0.38115716
cluster_5,0.30322492,0.2344519,0.2576862,0.38115716,1.0
