,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.57593113,0.55032915,0.3139805,0.2562667,0.95476454,0.57150614,0.6799889,0.4912004,0.33142623
bigrams_clusters:cluster_2,0.57593113,1.0,0.6600975,0.3015617,0.30539295,0.5357835,0.9182047,0.63674986,0.45856097,0.37774822
bigrams_clusters:cluster_3,0.55032915,0.6600975,1.0,0.19157824,0.2613613,0.49128366,0.57540786,0.80733496,0.3212853,0.27456248
bigrams_clusters:cluster_4,0.3139805,0.3015617,0.19157824,1.0,0.6645798,0.3263383,0.30913928,0.31543577,0.44304585,0.7767189
bigrams_clusters:cluster_5,0.2562667,0.30539295,0.2613613,0.6645798,1.0,0.25017896,0.27674827,0.275823,0.35361287,0.56673807
visual_clusters:cluster_1,0.95476454,0.5357835,0.49128366,0.3263383,0.25017896,1.0,0.5264846,0.671692,0.5062605,0.29586658
visual_clusters:cluster_2,0.57150614,0.9182047,0.57540786,0.30913928,0.27674827,0.5264846,1.0,0.5854427,0.44521505,0.43306485
visual_clusters:cluster_3,0.6799889,0.63674986,0.80733496,0.31543577,0.275823,0.671692,0.5854427,1.0,0.48712257,0.31996918
visual_clusters:cluster_4,0.4912004,0.45856097,0.3212853,0.44304585,0.35361287,0.5062605,0.44521505,0.48712257,1.0,0.33336258
visual_clusters:cluster_5,0.33142623,0.37774822,0.27456248,0.7767189,0.56673807,0.29586658,0.43306485,0.31996918,0.33336258,1.0
