,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.72269195,0.676997,0.7043559,-0.05560449
cluster_2,0.72269195,1.0,0.64015025,0.5826717,-0.16559201
cluster_3,0.676997,0.64015025,1.0,0.58798105,-0.039233588
cluster_4,0.7043559,0.5826717,0.58798105,1.0,0.022577148
cluster_5,-0.05560449,-0.16559201,-0.039233588,0.022577148,1.0
