,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.71125805,0.56911796,0.563957,0.10148882
cluster_2,0.71125805,1.0,0.4449869,0.565936,0.054941066
cluster_3,0.56911796,0.4449869,1.0,0.42379555,0.11010654
cluster_4,0.563957,0.565936,0.42379555,1.0,0.34093696
cluster_5,0.10148882,0.054941066,0.11010654,0.34093696,1.0
