,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6780001,0.7700087,0.33018425,0.35830307,0.9422499,0.6285111,0.7070369,0.29546952,0.18332846
bigrams_clusters:cluster_2,0.6780001,1.0,0.6985743,0.39033398,0.3627535,0.7231392,0.92327815,0.63128763,0.3058836,0.22718386
bigrams_clusters:cluster_3,0.7700087,0.6985743,1.0,0.2551665,0.2623737,0.7762842,0.62059814,0.79287726,0.35474905,0.1612535
bigrams_clusters:cluster_4,0.33018425,0.39033398,0.2551665,1.0,0.74825317,0.4127023,0.35882047,0.3330641,0.3236373,0.47211376
bigrams_clusters:cluster_5,0.35830307,0.3627535,0.2623737,0.74825317,1.0,0.40893257,0.32273954,0.3339923,0.264406,0.31924954
visual_clusters:cluster_1,0.9422499,0.7231392,0.7762842,0.4127023,0.40893257,1.0,0.68896776,0.74739486,0.35311678,0.21805577
visual_clusters:cluster_2,0.6285111,0.92327815,0.62059814,0.35882047,0.32273954,0.68896776,1.0,0.59209037,0.275027,0.22723144
visual_clusters:cluster_3,0.7070369,0.63128763,0.79287726,0.3330641,0.3339923,0.74739486,0.59209037,1.0,0.6193438,0.19616987
visual_clusters:cluster_4,0.29546952,0.3058836,0.35474905,0.3236373,0.264406,0.35311678,0.275027,0.6193438,1.0,0.1391762
visual_clusters:cluster_5,0.18332846,0.22718386,0.1612535,0.47211376,0.31924954,0.21805577,0.22723144,0.19616987,0.1391762,1.0
