,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7
cluster_1,1.0,0.55132127,0.5348712,0.39429736,0.106798895,0.5043935,0.66323876
cluster_2,0.55132127,1.0,0.4981563,0.40894273,0.13494389,0.1674996,0.50774246
cluster_3,0.5348712,0.4981563,1.0,0.3373237,0.4223611,0.35140282,0.49715993
cluster_4,0.39429736,0.40894273,0.3373237,1.0,0.11980977,0.19097675,0.4624097
cluster_5,0.106798895,0.13494389,0.4223611,0.11980977,1.0,0.010068914,0.13021113
cluster_6,0.5043935,0.1674996,0.35140282,0.19097675,0.010068914,1.0,0.4035106
cluster_7,0.66323876,0.50774246,0.49715993,0.4624097,0.13021113,0.4035106,1.0
