,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.45083815,0.29111308,0.41919136,0.2928161,0.95000136,0.5339065,0.5179317,0.57336515,0.36821684
bigrams_clusters:cluster_2,0.45083815,1.0,0.29206154,0.31853542,0.29894322,0.5223481,0.8957895,0.47439662,0.47279242,0.33757138
bigrams_clusters:cluster_3,0.29111308,0.29206154,1.0,0.023116076,0.13934794,0.34629008,0.26142177,0.810744,0.2802261,0.10121255
bigrams_clusters:cluster_4,0.41919136,0.31853542,0.023116076,1.0,0.6984459,0.42035335,0.35472444,0.14946528,0.47958103,0.7461541
bigrams_clusters:cluster_5,0.2928161,0.29894322,0.13934794,0.6984459,1.0,0.3060781,0.292019,0.21322684,0.3791066,0.59167534
visual_clusters:cluster_1,0.95000136,0.5223481,0.34629008,0.42035335,0.3060781,1.0,0.5807286,0.5993556,0.61493486,0.37949306
visual_clusters:cluster_2,0.5339065,0.8957895,0.26142177,0.35472444,0.292019,0.5807286,1.0,0.45060414,0.45598856,0.345902
visual_clusters:cluster_3,0.5179317,0.47439662,0.810744,0.14946528,0.21322684,0.5993556,0.45060414,1.0,0.53088844,0.25267828
visual_clusters:cluster_4,0.57336515,0.47279242,0.2802261,0.47958103,0.3791066,0.61493486,0.45598856,0.53088844,1.0,0.49822292
visual_clusters:cluster_5,0.36821684,0.33757138,0.10121255,0.7461541,0.59167534,0.37949306,0.345902,0.25267828,0.49822292,1.0
