,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.8210379,0.7226883,0.4551648,0.35892835,0.9737706,0.8094497,0.7935662,0.7776952,0.28053617
bigrams_clusters:cluster_2,0.8210379,1.0,0.70266056,0.47213453,0.4316373,0.8342521,0.9520623,0.70054704,0.76723677,0.222289
bigrams_clusters:cluster_3,0.7226883,0.70266056,1.0,0.42553237,0.3558544,0.7544481,0.6489296,0.834246,0.6441018,0.19273673
bigrams_clusters:cluster_4,0.4551648,0.47213453,0.42553237,1.0,0.74724054,0.48527893,0.46030265,0.3911602,0.6662385,0.6650056
bigrams_clusters:cluster_5,0.35892835,0.4316373,0.3558544,0.74724054,1.0,0.38125435,0.40210408,0.35904744,0.5694386,0.34175
visual_clusters:cluster_1,0.9737706,0.8342521,0.7544481,0.48527893,0.38125435,1.0,0.8255237,0.8100581,0.80914974,0.30225205
visual_clusters:cluster_2,0.8094497,0.9520623,0.6489296,0.46030265,0.40210408,0.8255237,1.0,0.6681243,0.7332379,0.22045186
visual_clusters:cluster_3,0.7935662,0.70054704,0.834246,0.3911602,0.35904744,0.8100581,0.6681243,1.0,0.7146328,0.18385519
visual_clusters:cluster_4,0.7776952,0.76723677,0.6441018,0.6662385,0.5694386,0.80914974,0.7332379,0.7146328,1.0,0.45020145
visual_clusters:cluster_5,0.28053617,0.222289,0.19273673,0.6650056,0.34175,0.30225205,0.22045186,0.18385519,0.45020145,1.0
