,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.73226637,0.5331083,0.5073686,0.29787877
cluster_2,0.73226637,1.0,0.56781876,0.5188218,0.25504923
cluster_3,0.5331083,0.56781876,1.0,0.65763545,0.17221613
cluster_4,0.5073686,0.5188218,0.65763545,1.0,0.3556713
cluster_5,0.29787877,0.25504923,0.17221613,0.3556713,1.0
