,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.7392805,0.615898,0.34672192,0.28050885,0.97136235,0.6698955,0.6644448,0.55769676,0.22829573
bigrams_clusters:cluster_2,0.7392805,1.0,0.65433466,0.4279265,0.2885136,0.7559752,0.9434087,0.65554714,0.6217044,0.22524084
bigrams_clusters:cluster_3,0.615898,0.65433466,1.0,0.27278113,0.18530653,0.62256664,0.59484,0.6952874,0.42138678,0.22202124
bigrams_clusters:cluster_4,0.34672192,0.4279265,0.27278113,1.0,0.70245177,0.3892398,0.44232368,0.4049318,0.5454316,0.68256634
bigrams_clusters:cluster_5,0.28050885,0.2885136,0.18530653,0.70245177,1.0,0.3040457,0.3050919,0.32406157,0.38006172,0.57909083
visual_clusters:cluster_1,0.97136235,0.7559752,0.62256664,0.3892398,0.3040457,1.0,0.6949562,0.7073671,0.59425515,0.27323723
visual_clusters:cluster_2,0.6698955,0.9434087,0.59484,0.44232368,0.3050919,0.6949562,1.0,0.65742356,0.65010554,0.27080974
visual_clusters:cluster_3,0.6644448,0.65554714,0.6952874,0.4049318,0.32406157,0.7073671,0.65742356,1.0,0.6738838,0.28639868
visual_clusters:cluster_4,0.55769676,0.6217044,0.42138678,0.5454316,0.38006172,0.59425515,0.65010554,0.6738838,1.0,0.35056618
visual_clusters:cluster_5,0.22829573,0.22524084,0.22202124,0.68256634,0.57909083,0.27323723,0.27080974,0.28639868,0.35056618,1.0
