,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.61907715,0.6510785,0.56533617,0.3550512
cluster_2,0.61907715,1.0,0.6012222,0.4971789,0.24460591
cluster_3,0.6510785,0.6012222,1.0,0.6155305,0.24368939
cluster_4,0.56533617,0.4971789,0.6155305,1.0,0.35651338
cluster_5,0.3550512,0.24460591,0.24368939,0.35651338,1.0
