,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6158031,0.59833485,0.33492106,0.17067762,0.94998944,0.5752524,0.6169278,0.4823625,0.19405726
bigrams_clusters:cluster_2,0.6158031,1.0,0.45654678,0.2687255,0.21135639,0.6215833,0.8782337,0.38756976,0.43161216,0.13019708
bigrams_clusters:cluster_3,0.59833485,0.45654678,1.0,0.051324897,0.1284753,0.58996457,0.38866132,0.6861388,0.23848838,0.09771878
bigrams_clusters:cluster_4,0.33492106,0.2687255,0.051324897,1.0,0.41257808,0.36637208,0.31739196,0.18596072,0.46457124,0.6342923
bigrams_clusters:cluster_5,0.17067762,0.21135639,0.1284753,0.41257808,1.0,0.16802412,0.20513968,0.10833888,0.31830016,0.5021541
visual_clusters:cluster_1,0.94998944,0.6215833,0.58996457,0.36637208,0.16802412,1.0,0.60365134,0.68562,0.5451581,0.20521586
visual_clusters:cluster_2,0.5752524,0.8782337,0.38866132,0.31739196,0.20513968,0.60365134,1.0,0.4562356,0.49028057,0.15196128
visual_clusters:cluster_3,0.6169278,0.38756976,0.6861388,0.18596072,0.10833888,0.68562,0.4562356,1.0,0.57381946,0.12235107
visual_clusters:cluster_4,0.4823625,0.43161216,0.23848838,0.46457124,0.31830016,0.5451581,0.49028057,0.57381946,1.0,0.27821064
visual_clusters:cluster_5,0.19405726,0.13019708,0.09771878,0.6342923,0.5021541,0.20521586,0.15196128,0.12235107,0.27821064,1.0
