,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.2269843,0.7367173,0.46132922,0.23739792
cluster_2,0.2269843,1.0,0.41435176,0.41399157,0.07580534
cluster_3,0.7367173,0.41435176,1.0,0.5525324,0.29236194
cluster_4,0.46132922,0.41399157,0.5525324,1.0,0.37251067
cluster_5,0.23739792,0.07580534,0.29236194,0.37251067,1.0
