,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.50660783,0.70890737,0.3427476,0.17506753,0.9441435,0.40636748,0.8351872,0.5198713,0.1796665
bigrams_clusters:cluster_2,0.50660783,1.0,0.55778086,0.2914601,0.16919532,0.48633322,0.9232121,0.5921999,0.4281694,0.12508094
bigrams_clusters:cluster_3,0.70890737,0.55778086,1.0,0.19606632,0.094515376,0.6497342,0.47636393,0.7933113,0.3161562,0.08125984
bigrams_clusters:cluster_4,0.3427476,0.2914601,0.19606632,1.0,0.58241814,0.40592706,0.19088465,0.31925687,0.6267316,0.63300264
bigrams_clusters:cluster_5,0.17506753,0.16919532,0.094515376,0.58241814,1.0,0.22242327,0.070671014,0.109828785,0.36588144,0.44449666
visual_clusters:cluster_1,0.9441435,0.48633322,0.6497342,0.40592706,0.22242327,1.0,0.38090742,0.84433997,0.5963144,0.2803397
visual_clusters:cluster_2,0.40636748,0.9232121,0.47636393,0.19088465,0.070671014,0.38090742,1.0,0.49383876,0.3682174,0.07401594
visual_clusters:cluster_3,0.8351872,0.5921999,0.7933113,0.31925687,0.109828785,0.84433997,0.49383876,1.0,0.5371923,0.27298346
visual_clusters:cluster_4,0.5198713,0.4281694,0.3161562,0.6267316,0.36588144,0.5963144,0.3682174,0.5371923,1.0,0.55477804
visual_clusters:cluster_5,0.1796665,0.12508094,0.08125984,0.63300264,0.44449666,0.2803397,0.07401594,0.27298346,0.55477804,1.0
