,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.40332383,0.6286017,0.6833357,0.3856171
cluster_2,0.40332383,1.0,0.34482834,0.4448365,0.23187207
cluster_3,0.6286017,0.34482834,1.0,0.49171668,0.25895143
cluster_4,0.6833357,0.4448365,0.49171668,1.0,0.5571765
cluster_5,0.3856171,0.23187207,0.25895143,0.5571765,1.0
