,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7
cluster_1,1.0,0.40925643,0.38168794,0.5007485,0.3255218,0.47527972,0.44517162
cluster_2,0.40925643,1.0,0.1311448,0.39439857,0.17115355,0.1605174,0.35898915
cluster_3,0.38168794,0.1311448,1.0,0.35861102,0.10599009,0.13922149,0.09141099
cluster_4,0.5007485,0.39439857,0.35861102,1.0,0.20195921,0.2557437,0.31840435
cluster_5,0.3255218,0.17115355,0.10599009,0.20195921,1.0,0.25542572,0.24502288
cluster_6,0.47527972,0.1605174,0.13922149,0.2557437,0.25542572,1.0,0.28766623
cluster_7,0.44517162,0.35898915,0.09141099,0.31840435,0.24502288,0.28766623,1.0
