,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6743598,0.7510351,0.35943446,0.23180087
cluster_2,0.6743598,1.0,0.57772845,0.26986715,0.22446218
cluster_3,0.7510351,0.57772845,1.0,0.6149218,0.21126147
cluster_4,0.35943446,0.26986715,0.6149218,1.0,0.15272735
cluster_5,0.23180087,0.22446218,0.21126147,0.15272735,1.0
