,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6085777,0.53754973,0.45708787,0.23110346,0.97498333,0.64647484,0.6080574,0.63961923,0.22514905
bigrams_clusters:cluster_2,0.6085777,1.0,0.47689137,0.3096922,0.1762672,0.63305837,0.9239548,0.4219083,0.5687296,0.3168236
bigrams_clusters:cluster_3,0.53754973,0.47689137,1.0,0.35377017,0.2679921,0.55356264,0.48722947,0.81291515,0.44781044,0.26165822
bigrams_clusters:cluster_4,0.45708787,0.3096922,0.35377017,1.0,0.6964315,0.4703953,0.32110435,0.42894825,0.5570453,0.64630467
bigrams_clusters:cluster_5,0.23110346,0.1762672,0.2679921,0.6964315,1.0,0.23429242,0.1510003,0.2902413,0.30781105,0.40470615
visual_clusters:cluster_1,0.97498333,0.63305837,0.55356264,0.4703953,0.23429242,1.0,0.6385519,0.6183546,0.6724004,0.24848269
visual_clusters:cluster_2,0.64647484,0.9239548,0.48722947,0.32110435,0.1510003,0.6385519,1.0,0.4501783,0.5571929,0.30101186
visual_clusters:cluster_3,0.6080574,0.4219083,0.81291515,0.42894825,0.2902413,0.6183546,0.4501783,1.0,0.5542796,0.2703146
visual_clusters:cluster_4,0.63961923,0.5687296,0.44781044,0.5570453,0.30781105,0.6724004,0.5571929,0.5542796,1.0,0.47051772
visual_clusters:cluster_5,0.22514905,0.3168236,0.26165822,0.64630467,0.40470615,0.24848269,0.30101186,0.2703146,0.47051772,1.0
