,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.54590845,0.37380153,0.31258753,0.26726073,0.91095823,0.5852908,0.5554593,0.64901936,0.33982858
bigrams_clusters:cluster_2,0.54590845,1.0,0.41120678,0.22672074,0.17868032,0.4574894,0.78251743,0.28668845,0.48871943,0.21536313
bigrams_clusters:cluster_3,0.37380153,0.41120678,1.0,-0.04157565,0.0038687189,0.40404552,0.30362803,0.6237078,0.30879503,-0.036139414
bigrams_clusters:cluster_4,0.31258753,0.22672074,-0.04157565,1.0,0.7019736,0.28975508,0.1369225,0.13062298,0.5350714,0.6836676
bigrams_clusters:cluster_5,0.26726073,0.17868032,0.0038687189,0.7019736,1.0,0.24505307,0.08600046,0.23230086,0.42359447,0.5371982
visual_clusters:cluster_1,0.91095823,0.4574894,0.40404552,0.28975508,0.24505307,1.0,0.44894236,0.6219345,0.67001414,0.25573456
visual_clusters:cluster_2,0.5852908,0.78251743,0.30362803,0.1369225,0.08600046,0.44894236,1.0,0.1857671,0.33456317,0.17591086
visual_clusters:cluster_3,0.5554593,0.28668845,0.6237078,0.13062298,0.23230086,0.6219345,0.1857671,1.0,0.49728188,0.18323527
visual_clusters:cluster_4,0.64901936,0.48871943,0.30879503,0.5350714,0.42359447,0.67001414,0.33456317,0.49728188,1.0,0.4227652
visual_clusters:cluster_5,0.33982858,0.21536313,-0.036139414,0.6836676,0.5371982,0.25573456,0.17591086,0.18323527,0.4227652,1.0
