,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.7078242,0.5173564,0.510849,0.18913016
cluster_2,0.7078242,1.0,0.37711942,0.3429911,0.014244642
cluster_3,0.5173564,0.37711942,1.0,0.3884495,0.14336374
cluster_4,0.510849,0.3429911,0.3884495,1.0,0.33197063
cluster_5,0.18913016,0.014244642,0.14336374,0.33197063,1.0
