,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6758772,0.5309017,0.2937421,0.09913792,0.9186161,0.60292083,0.6264644,0.60370404,0.11100729
bigrams_clusters:cluster_2,0.6758772,1.0,0.5676999,0.18866439,0.058692433,0.64111185,0.9229987,0.584291,0.6218551,0.1878212
bigrams_clusters:cluster_3,0.5309017,0.5676999,1.0,0.20664597,0.16588394,0.5869168,0.4815567,0.6935593,0.4072024,0.1531082
bigrams_clusters:cluster_4,0.2937421,0.18866439,0.20664597,1.0,0.6892,0.3320962,0.17610702,0.22355102,0.27909946,0.33930928
bigrams_clusters:cluster_5,0.09913792,0.058692433,0.16588394,0.6892,1.0,0.15918647,0.04687135,0.10878983,0.05726104,0.13761437
visual_clusters:cluster_1,0.9186161,0.64111185,0.5869168,0.3320962,0.15918647,1.0,0.57517725,0.63514525,0.6628975,0.20088209
visual_clusters:cluster_2,0.60292083,0.9229987,0.4815567,0.17610702,0.04687135,0.57517725,1.0,0.4902728,0.62414247,0.18426491
visual_clusters:cluster_3,0.6264644,0.584291,0.6935593,0.22355102,0.10878983,0.63514525,0.4902728,1.0,0.4432915,0.070370845
visual_clusters:cluster_4,0.60370404,0.6218551,0.4072024,0.27909946,0.05726104,0.6628975,0.62414247,0.4432915,1.0,0.38631377
visual_clusters:cluster_5,0.11100729,0.1878212,0.1531082,0.33930928,0.13761437,0.20088209,0.18426491,0.070370845,0.38631377,1.0
