,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.7531961,0.7113614,0.8137037,0.48088515
cluster_2,0.7531961,1.0,0.6529728,0.6444673,0.17954935
cluster_3,0.7113614,0.6529728,1.0,0.6261369,0.27055663
cluster_4,0.8137037,0.6444673,0.6261369,1.0,0.50151575
cluster_5,0.48088515,0.17954935,0.27055663,0.50151575,1.0
