,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.5628053,0.5740824,0.33786565,0.36302596,0.08842312,0.5631237,0.31135648,0.08891488
auditory_clusters:cluster_2,0.5628053,1.0,0.46023938,0.28656137,0.26154992,0.06475867,0.2798219,0.04996395,-0.061059102
auditory_clusters:cluster_3,0.5740824,0.46023938,1.0,0.071988985,0.2615248,-0.08348967,0.4285814,0.29451662,0.18184514
auditory_clusters:cluster_4,0.33786565,0.28656137,0.071988985,1.0,0.1946918,-0.15498963,0.11840763,-0.017579513,-0.11178423
auditory_clusters:cluster_5,0.36302596,0.26154992,0.2615248,0.1946918,1.0,0.12871139,0.08775601,0.10530378,0.014223286
auditory_clusters:cluster_6,0.08842312,0.06475867,-0.08348967,-0.15498963,0.12871139,1.0,0.05987236,0.044095438,0.09035401
auditory_clusters:cluster_7,0.5631237,0.2798219,0.4285814,0.11840763,0.08775601,0.05987236,1.0,0.40781224,0.31305644
syllables_clusters:cluster_1,0.31135648,0.04996395,0.29451662,-0.017579513,0.10530378,0.044095438,0.40781224,1.0,0.8368153
syllables_clusters:cluster_2,0.08891488,-0.061059102,0.18184514,-0.11178423,0.014223286,0.09035401,0.31305644,0.8368153,1.0
