,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.8168008,0.7195435,0.46249956,0.47156787,0.96929383,0.770995,0.5351929,0.61488944,0.28489408
bigrams_clusters:cluster_2,0.8168008,1.0,0.4916919,0.39326358,0.38745058,0.8278613,0.9266675,0.28192338,0.594614,0.1575203
bigrams_clusters:cluster_3,0.7195435,0.4916919,1.0,0.3578135,0.39020625,0.71919423,0.40703532,0.7140599,0.4010312,0.37974203
bigrams_clusters:cluster_4,0.46249956,0.39326358,0.3578135,1.0,0.7662861,0.4714255,0.36436495,0.38589922,0.49037287,0.7104025
bigrams_clusters:cluster_5,0.47156787,0.38745058,0.39020625,0.7662861,1.0,0.4765436,0.34294245,0.319926,0.37154594,0.65541786
visual_clusters:cluster_1,0.96929383,0.8278613,0.71919423,0.4714255,0.4765436,1.0,0.7916268,0.54219013,0.69336087,0.27183512
visual_clusters:cluster_2,0.770995,0.9266675,0.40703532,0.36436495,0.34294245,0.7916268,1.0,0.28490958,0.60558033,0.100744024
visual_clusters:cluster_3,0.5351929,0.28192338,0.7140599,0.38589922,0.319926,0.54219013,0.28490958,1.0,0.43158904,0.23705691
visual_clusters:cluster_4,0.61488944,0.594614,0.4010312,0.49037287,0.37154594,0.69336087,0.60558033,0.43158904,1.0,0.16230795
visual_clusters:cluster_5,0.28489408,0.1575203,0.37974203,0.7104025,0.65541786,0.27183512,0.100744024,0.23705691,0.16230795,1.0
