,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.56246585,0.41356868,0.34805495,0.10917148
cluster_2,0.56246585,1.0,0.49620485,0.2503251,0.20384128
cluster_3,0.41356868,0.49620485,1.0,0.3131238,0.23619528
cluster_4,0.34805495,0.2503251,0.3131238,1.0,0.07247851
cluster_5,0.10917148,0.20384128,0.23619528,0.07247851,1.0
