,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6675669,0.6129267,0.44085512,0.16984478
cluster_2,0.6675669,1.0,0.43713856,0.5093515,0.19236799
cluster_3,0.6129267,0.43713856,1.0,0.36484465,0.1477739
cluster_4,0.44085512,0.5093515,0.36484465,1.0,0.22305816
cluster_5,0.16984478,0.19236799,0.1477739,0.22305816,1.0
