,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.7415116,0.5298899,0.21058287,0.1278204,0.9330186,0.7709692,0.63432485,0.3922061,0.06738723
bigrams_clusters:cluster_2,0.7415116,1.0,0.5745282,0.23255664,0.16292019,0.72763664,0.9522502,0.572901,0.3404459,0.094720274
bigrams_clusters:cluster_3,0.5298899,0.5745282,1.0,0.10420476,0.12090601,0.4640116,0.539219,0.6788501,0.16220187,0.058198392
bigrams_clusters:cluster_4,0.21058287,0.23255664,0.10420476,1.0,0.6618453,0.2919692,0.2516339,0.28458047,0.47824037,0.6151416
bigrams_clusters:cluster_5,0.1278204,0.16292019,0.12090601,0.6618453,1.0,0.19849922,0.18450974,0.26157343,0.3272892,0.65641654
visual_clusters:cluster_1,0.9330186,0.72763664,0.4640116,0.2919692,0.19849922,1.0,0.7661154,0.6917188,0.48906416,0.120797634
visual_clusters:cluster_2,0.7709692,0.9522502,0.539219,0.2516339,0.18450974,0.7661154,1.0,0.6023758,0.34832913,0.11872349
visual_clusters:cluster_3,0.63432485,0.572901,0.6788501,0.28458047,0.26157343,0.6917188,0.6023758,1.0,0.45339075,0.17796884
visual_clusters:cluster_4,0.3922061,0.3404459,0.16220187,0.47824037,0.3272892,0.48906416,0.34832913,0.45339075,1.0,0.28006166
visual_clusters:cluster_5,0.06738723,0.094720274,0.058198392,0.6151416,0.65641654,0.120797634,0.11872349,0.17796884,0.28006166,1.0
