,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6732662,0.7248832,0.26104584,0.2214963,0.9686129,0.6243371,0.59990746,0.5665337,0.21668752
bigrams_clusters:cluster_2,0.6732662,1.0,0.5863009,0.21260169,0.2373617,0.67672056,0.9412773,0.3918525,0.5495021,0.19747353
bigrams_clusters:cluster_3,0.7248832,0.5863009,1.0,0.2633067,0.21949747,0.7541923,0.50885653,0.76372224,0.49818105,0.22890855
bigrams_clusters:cluster_4,0.26104584,0.21260169,0.2633067,1.0,0.68497515,0.2836163,0.15588495,0.3239168,0.49704084,0.69695634
bigrams_clusters:cluster_5,0.2214963,0.2373617,0.21949747,0.68497515,1.0,0.23544419,0.20223533,0.2848477,0.36458382,0.45938307
visual_clusters:cluster_1,0.9686129,0.67672056,0.7541923,0.2836163,0.23544419,1.0,0.634366,0.6345487,0.6053299,0.25187224
visual_clusters:cluster_2,0.6243371,0.9412773,0.50885653,0.15588495,0.20223533,0.634366,1.0,0.33465788,0.5579099,0.1838286
visual_clusters:cluster_3,0.59990746,0.3918525,0.76372224,0.3239168,0.2848477,0.6345487,0.33465788,1.0,0.57202435,0.30000085
visual_clusters:cluster_4,0.5665337,0.5495021,0.49818105,0.49704084,0.36458382,0.6053299,0.5579099,0.57202435,1.0,0.5110067
visual_clusters:cluster_5,0.21668752,0.19747353,0.22890855,0.69695634,0.45938307,0.25187224,0.1838286,0.30000085,0.5110067,1.0
