,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.63624513,0.6110919,0.6812981,0.23807248
cluster_2,0.63624513,1.0,0.44847506,0.5664486,0.33111727
cluster_3,0.6110919,0.44847506,1.0,0.5826455,0.2721504
cluster_4,0.6812981,0.5664486,0.5826455,1.0,0.47113296
cluster_5,0.23807248,0.33111727,0.2721504,0.47113296,1.0
