,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.64660853,0.6299386,0.6166046,0.28549162
cluster_2,0.64660853,1.0,0.3558454,0.5754325,0.2302189
cluster_3,0.6299386,0.3558454,1.0,0.56905663,0.32082433
cluster_4,0.6166046,0.5754325,0.56905663,1.0,0.52908283
cluster_5,0.28549162,0.2302189,0.32082433,0.52908283,1.0
