,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.58233255,0.64025563,0.62042683,0.42649096
cluster_2,0.58233255,1.0,0.49388647,0.48261148,0.3705357
cluster_3,0.64025563,0.49388647,1.0,0.56015337,0.30569878
cluster_4,0.62042683,0.48261148,0.56015337,1.0,0.5144398
cluster_5,0.42649096,0.3705357,0.30569878,0.5144398,1.0
