,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.68739915,0.7152535,0.36838782,0.41539547,0.9786498,0.6888969,0.6986188,0.55495214,0.40773496
bigrams_clusters:cluster_2,0.68739915,1.0,0.68468064,0.44474393,0.2991398,0.712384,0.9376843,0.707727,0.589177,0.26535964
bigrams_clusters:cluster_3,0.7152535,0.68468064,1.0,0.32585478,0.29569742,0.7333117,0.66520333,0.76703084,0.49435282,0.30455548
bigrams_clusters:cluster_4,0.36838782,0.44474393,0.32585478,1.0,0.53382844,0.3686341,0.42698458,0.3789986,0.53535426,0.5615928
bigrams_clusters:cluster_5,0.41539547,0.2991398,0.29569742,0.53382844,1.0,0.40584335,0.31691593,0.26951438,0.35987765,0.6015
visual_clusters:cluster_1,0.9786498,0.712384,0.7333117,0.3686341,0.40584335,1.0,0.71429336,0.71990186,0.58234316,0.4126742
visual_clusters:cluster_2,0.6888969,0.9376843,0.66520333,0.42698458,0.31691593,0.71429336,1.0,0.6543602,0.56984854,0.2967267
visual_clusters:cluster_3,0.6986188,0.707727,0.76703084,0.3789986,0.26951438,0.71990186,0.6543602,1.0,0.58797306,0.27257353
visual_clusters:cluster_4,0.55495214,0.589177,0.49435282,0.53535426,0.35987765,0.58234316,0.56984854,0.58797306,1.0,0.3372398
visual_clusters:cluster_5,0.40773496,0.26535964,0.30455548,0.5615928,0.6015,0.4126742,0.2967267,0.27257353,0.3372398,1.0
