,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.55673295,0.5994255,0.18409203,0.065730676,0.9651793,0.513081,0.767707,0.5613911,0.09544792
bigrams_clusters:cluster_2,0.55673295,1.0,0.4998858,0.18046117,0.16329704,0.6011285,0.91006774,0.63668305,0.5958616,0.05649081
bigrams_clusters:cluster_3,0.5994255,0.4998858,1.0,0.11563016,0.170749,0.61180454,0.39294672,0.7932721,0.2392849,-0.025893917
bigrams_clusters:cluster_4,0.18409203,0.18046117,0.11563016,1.0,0.73991555,0.24066144,0.1823073,0.18700975,0.36153114,0.6995534
bigrams_clusters:cluster_5,0.065730676,0.16329704,0.170749,0.73991555,1.0,0.12603149,0.12730101,0.12979068,0.18880978,0.44127122
visual_clusters:cluster_1,0.9651793,0.6011285,0.61180454,0.24066144,0.12603149,1.0,0.541979,0.79002553,0.5767096,0.1333457
visual_clusters:cluster_2,0.513081,0.91006774,0.39294672,0.1823073,0.12730101,0.541979,1.0,0.5822909,0.62003285,0.04149287
visual_clusters:cluster_3,0.767707,0.63668305,0.7932721,0.18700975,0.12979068,0.79002553,0.5822909,1.0,0.54095656,0.025527248
visual_clusters:cluster_4,0.5613911,0.5958616,0.2392849,0.36153114,0.18880978,0.5767096,0.62003285,0.54095656,1.0,0.20453711
visual_clusters:cluster_5,0.09544792,0.05649081,-0.025893917,0.6995534,0.44127122,0.1333457,0.04149287,0.025527248,0.20453711,1.0
