,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.7897853,0.6931876,0.4790413,0.30346116,0.5838098,0.5854476,0.5734695,0.36947292
auditory_clusters:cluster_2,0.7897853,1.0,0.7790024,0.42402685,0.20244005,0.40029418,0.44711226,0.3929214,0.22634836
auditory_clusters:cluster_3,0.6931876,0.7790024,1.0,0.4834398,0.28571266,0.4403441,0.37020838,0.43069023,0.27507237
auditory_clusters:cluster_4,0.4790413,0.42402685,0.4834398,1.0,0.14571829,0.36341968,0.41704902,0.30186304,0.18549041
auditory_clusters:cluster_5,0.30346116,0.20244005,0.28571266,0.14571829,1.0,0.3971975,0.16255909,0.23719795,0.25169817
auditory_clusters:cluster_6,0.5838098,0.40029418,0.4403441,0.36341968,0.3971975,1.0,0.32798216,0.43114978,0.38082018
auditory_clusters:cluster_7,0.5854476,0.44711226,0.37020838,0.41704902,0.16255909,0.32798216,1.0,0.3275359,0.211605
syllables_clusters:cluster_1,0.5734695,0.3929214,0.43069023,0.30186304,0.23719795,0.43114978,0.3275359,1.0,0.8987917
syllables_clusters:cluster_2,0.36947292,0.22634836,0.27507237,0.18549041,0.25169817,0.38082018,0.211605,0.8987917,1.0
